      Arsenopyrite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050071
      Morimoto N, Clark L A
      American Mineralogist 46 (1961) 1448-1469
      Arsenopyrite crystal-chemical relations
      From Freiberg, Germany

      CELL PARAMETERS:   5.744000   5.675000   5.785000   90.00000   112.2800   90.00000
      SPACE GROUP: P-1
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                16.66          7.89        5.3185    1   0   0
                22.84          1.80        3.8917    0  -1   1
                22.84          1.51        3.8917    0   1   1
                22.90          9.88        3.8821    1   1   0
                22.90         10.97        3.8821   -1   1   0
                24.28         17.22        3.6635   -1  -1   1
                24.28         16.97        3.6635   -1   1   1
                31.19         23.45        2.8664   -1   0   2
                31.49         20.66        2.8397    0   2   0
                32.04          3.03        2.7923    1  -1   1
                32.04          2.89        2.7923    1   1   1
                33.52         43.15        2.6716    0   0   2
                33.69         56.98        2.6592    2   0   0
                35.05          3.94        2.5590   -1  -1   2
                35.05          3.17        2.5590   -1   1   2
                35.16          5.53        2.5508   -2  -1   1
                35.16          5.20        2.5508   -2   1   1
                35.79          4.73        2.5076    0   2   1
                35.79          4.90        2.5076    0  -2   1
                36.76         49.95        2.4433   -1  -2   1
                36.76         50.05        2.4433   -1   2   1
                37.17         25.20        2.4175    0  -1   2
                37.17         25.72        2.4175    0   1   2
                37.32         24.26        2.4083   -2   1   0
                37.32         25.59        2.4083    2   1   0
                37.50          3.08        2.3972   -2   0   2
                40.83          7.72        2.2085   -2   1   2
                40.83          7.86        2.2085   -2  -1   2
                43.29         18.89        2.0887    1   0   2
                45.00          1.15        2.0133   -2  -2   1
                45.00          1.44        2.0133   -2   2   1
                46.38          3.87        1.9567    2  -1   1
                46.38          4.05        1.9567    2   1   1
                46.65          5.78        1.9458    0  -2   2
                46.65          5.64        1.9458    0   2   2
                46.77          6.33        1.9410    2   2   0
                46.77          6.63        1.9410   -2   2   0
                49.74          7.20        1.8318   -2  -2   2
                49.74          6.82        1.8318   -2   2   2
                50.01         20.99        1.8228   -1  -1   3
                50.01         21.09        1.8228   -1   1   3
                50.24         22.65        1.8149   -3  -1   1
                50.24         23.44        1.8149   -3   1   1
                51.16          2.83        1.7845    0  -3   1
                51.16          3.08        1.7845    0   3   1
                51.18          1.13        1.7835   -1   3   0
                51.18          1.03        1.7835    1   3   0
                51.89         11.37        1.7608   -1   3   1
                51.89         11.59        1.7608   -1  -3   1
                52.23          3.04        1.7503   -2  -1   3
                52.23          3.20        1.7503   -2   1   3
                52.37          2.40        1.7460   -3  -1   2
                52.37          1.86        1.7460   -3   1   2
                54.50          1.42        1.6826    1   2   2
                54.50          1.33        1.6826    1  -2   2
                54.58          3.00        1.6803    2  -2   1
                54.58          3.13        1.6803    2   2   1
                56.40         22.61        1.6302    1  -3   1
                56.40         22.58        1.6302    1   3   1
                57.44         25.14        1.6033    2   0   2
                57.84          3.82        1.5932   -1   2   3
