      Tugtupite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050278
      Antao S M, Hassan I, Parise J B
      American Mineralogist 89 (2004) 492-497
      Tugtupite: High-temperature structures obtained from in situ synchrotron
      diffraction and Rietveld refinements
      T = 20 C, data from Hassan and Grundy (1991)

      CELL PARAMETERS:   8.640000   8.640000   8.873000   90.00000   90.00000   90.00000
      SPACE GROUP: I-4
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                14.34         35.44        6.1889    1   0   1
                14.52          5.14        6.1088    1   1   0
                20.04          6.52        4.4352    0   0   2
                20.58          1.72        4.3196    2   0   0
                24.82         31.94        3.5890    1   1   2
                25.16         46.30        3.5421    2   1   1
                25.16         53.70        3.5421    1   2   1
                29.25          1.68        3.0544    2   2   0
                32.00          4.43        2.7975    1   0   3
                32.70          4.79        2.7390    3   0   1
                32.79          3.17        2.7319    3   1   0
                35.70         18.16        2.5156    2   2   2
                38.34          7.35        2.3481    2   1   3
                38.34          3.02        2.3481    1   2   3
                38.71          2.80        2.3261    3   1   2
                38.71          3.18        2.3261    1   3   2
                38.94          2.91        2.3132    3   2   1
                38.94          6.15        2.3132    2   3   1
                43.41          8.99        2.0845    1   1   4
                43.89         12.15        2.0630    3   0   3
                44.42          6.00        2.0392    4   1   1
                44.42          6.70        2.0392    1   4   1
                44.49          7.50        2.0363    3   3   0
                46.78          4.43        1.9418    4   0   2
                48.92          3.79        1.8616    3   2   3
                50.88          1.94        1.7945    2   2   4
                51.60          2.52        1.7711    4   2   2
                53.60          1.79        1.7096    1   4   3
                54.06          4.83        1.6959    4   3   1
                57.12          1.29        1.6122    1   2   5
                58.28          1.12        1.5827    1   5   2
                58.45          1.33        1.5786    5   2   1
                59.75          7.52        1.5472    4   0   4
                60.62          2.84        1.5272    4   4   0
                61.36          1.51        1.5105    3   0   5
                62.21          1.36        1.4918    3   4   3
                62.21          1.25        1.4918    5   0   3
                62.84          1.64        1.4784    0   0   6
                63.89          2.17        1.4566    4   2   4
                63.89          2.07        1.4566    2   4   4
                64.51          3.93        1.4440    4   4   2
                64.72          1.68        1.4399    6   0   0
                65.44          2.07        1.4258    3   2   5
                65.44          2.13        1.4258    2   3   5
                66.26          2.76        1.4101    2   5   3
                66.52          2.78        1.4053    5   3   2
                66.67          1.12        1.4024    6   1   1
                69.39          1.25        1.3539    1   4   5
                70.58          1.09        1.3339    5   4   1
                70.78          1.38        1.3307    2   2   6
                72.36          1.65        1.3055    6   2   2
                72.69          1.24        1.3002    1   3   6
                74.02          1.03        1.2802    1   6   3
                74.41          1.12        1.2745    3   6   1
                75.56          3.09        1.2578    4   4   4
                79.58          1.64        1.2041    2   1   7
                80.20          1.09        1.1963    3   3   6
                80.72          1.14        1.1899    2   5   5
                81.48          1.50        1.1807    3   6   3
                81.72          1.72        1.1779    1   7   2
                81.86          1.47        1.1762    7   2   1
                88.05          1.67        1.1087    6   1   5
                88.05          1.67        1.1087    6   1   5
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
