      Enargite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050435
      Adiwidjaja G, Lohn J
      Acta Crystallographica B26 (1970) 1878-1879
      Strukturverfeinerung von enargit, Cu3AsS4
      Locality: Butte, Montana, USA

      CELL PARAMETERS:   7.407000   6.436000   6.154000   90.00000   90.00000   90.00000
      SPACE GROUP: Pmn2_1
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                13.80          1.08        6.4258    0   1   0
                18.27          1.71        4.8592    1   1   0
                18.74          2.05        4.7385    1   0   1
                27.78         41.67        3.2129    0   2   0
                27.76         85.06        3.2149    2   1   0
                29.03         78.85        3.0770    0   0   2
                31.41         46.08        2.8481    0   2   1
                31.40        100.00        2.8495    2   1   1
                40.59         14.77        2.2223    0   2   2
                40.58         29.32        2.2229    2   1   2
                43.99          1.22        2.0580    1   3   0
                49.09         57.43        1.8554    2   3   0
                49.06         29.45        1.8565    4   0   0
                52.94         30.26        1.7290    0   2   3
                52.93         61.41        1.7293    2   1   3
                57.34          4.13        1.6064    0   4   0
                57.30          8.43        1.6075    4   2   0
                58.03         34.75        1.5889    2   3   2
                58.00         17.85        1.5896    4   0   2
                59.45          7.09        1.5544    0   4   1
                59.41         12.46        1.5553    4   2   1
                60.12          2.35        1.5385    0   0   4
                65.52          2.72        1.4240    0   4   2
                65.49          5.80        1.4248    4   2   2
                67.47          1.05        1.3876    0   2   4
                67.46          1.28        1.3878    2   1   4
                75.07          8.61        1.2648    0   4   3
                75.04         17.71        1.2653    4   2   3
                78.76          2.58        1.2145    2   5   0
                78.74          2.75        1.2148    4   4   0
                78.69          2.87        1.2154    6   1   0
                80.59          3.63        1.1915    2   5   1
                80.56          4.81        1.1918    4   4   1
                80.52          4.61        1.1923    6   1   1
                81.18          3.05        1.1843    2   3   4
                81.15          1.55        1.1846    4   0   4
                84.19          5.51        1.1494    0   2   5
                84.19         10.85        1.1495    2   1   5
                86.01          2.28        1.1297    2   5   2
                85.99          2.22        1.1299    4   4   2
                85.94          2.34        1.1304    6   1   2
                85.94          2.34        1.1304    6   1   2
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
