      Catapleiite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R040005
      Merlino S, Pasero M, Bellezza M, Pushcharovsky D Y, Gobetchia E R,
      Zubkova N V, Pekov I V
      The Canadian Mineralogist 42 (2004) 1037-1045
      The crystal structure of calcium catapleiite

      CELL PARAMETERS:   7.378000   12.77900   10.09600   90.00000   90.00000   90.00000
      SPACE GROUP: Pbnn
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                13.88         75.76        6.3908    1   1   0
                13.86         24.24        6.4024    0   2   0
                14.94         13.63        5.9404    1   0   1
                16.47         45.29        5.3888    1   1   1
                16.45         22.30        5.3957    0   2   1
                17.72          1.63        5.0120    0   0   2
                20.41          7.83        4.3547    1   2   1
                22.56         71.87        3.9438    1   1   2
                22.55         24.10        3.9465    0   2   2
                24.15          5.00        3.6875    2   0   0
                24.11         17.18        3.6942    1   3   0
                27.94         10.55        3.1954    2   2   0
                27.88          5.94        3.2012    0   4   0
                29.36          4.21        3.0435    1   0   3
                29.35         53.03        3.0445    2   2   1
                29.30         28.07        3.0495    0   4   1
                30.10         19.79        2.9702    2   0   2
                30.06         50.93        2.9737    1   3   2
                30.19         16.85        2.9610    1   1   3
                30.18          8.82        2.9622    0   2   3
                32.59          1.94        2.7488    1   2   3
                33.26         41.49        2.6944    2   2   2
                33.22         19.14        2.6979    0   4   2
                35.84         12.93        2.5060    0   0   4
                37.25          4.87        2.4143    3   1   0
                37.20          3.89        2.4174    2   4   0
                37.17          5.15        2.4192    1   5   0
                38.59          1.81        2.3330    1   1   4
                40.32          2.58        2.2371    3   2   1
                40.92          3.88        2.2057    1   4   3
                41.52          2.10        2.1751    3   1   2
                41.47          1.04        2.1773    2   4   2
                41.45          2.20        2.1787    1   5   2
                43.67          1.61        2.0727    2   0   4
                43.64          4.58        2.0739    1   3   4
                45.14          1.65        2.0084    1   6   1
                46.02         24.93        1.9719    2   2   4
                45.99         12.88        1.9733    0   4   4
                46.31         21.33        1.9605    3   3   2
                46.23          8.80        1.9635    0   6   2
                47.53          1.09        1.9129    1   1   5
                48.09          1.46        1.8917    3   2   3
                49.43         11.65        1.8438    4   0   0
                49.33         25.61        1.8471    2   6   0
                50.82          2.82        1.7963    3   3   3
                50.75          1.09        1.7986    0   6   3
                51.58          1.52        1.7718    4   2   0
                51.52          2.24        1.7735    3   5   0
                51.46          2.48        1.7755    1   7   0
                52.63         13.51        1.7387    3   1   4
                52.59         10.72        1.7398    2   4   4
                52.57         12.52        1.7405    1   5   4
                52.90          2.43        1.7304    4   0   2
                52.81          4.87        1.7331    2   6   2
                53.98          1.02        1.6982    2   2   5
                54.96          2.18        1.6705    4   2   2
                54.91          3.23        1.6719    3   5   2
                54.85          3.30        1.6736    1   7   2
                55.49          1.03        1.6557    1   4   5
                56.70          1.25        1.6231    3   3   4
                56.96          5.26        1.6164    1   1   6
                56.95          2.01        1.6165    0   2   6
                57.69          1.75        1.5977    4   4   0
                57.95          1.02        1.5911    3   6   1
                58.48          2.48        1.5778    4   4   1
                58.37          1.31        1.5806    0   8   1
                60.86          1.16        1.5218    2   0   6
                60.84          3.41        1.5222    1   3   6
                60.84          6.64        1.5222    4   4   2
                60.73          3.78        1.5247    0   8   2
                62.52          3.95        1.4851    4   0   4
                62.44          7.52        1.4869    2   6   4
                62.74          9.20        1.4805    2   2   6
                62.71          4.79        1.4811    0   4   6
                64.22          1.41        1.4499    5   1   1
                64.11          1.61        1.4521    3   7   1
                64.08          1.60        1.4527    2   8   1
                64.38          1.68        1.4467    4   2   4
                64.33          2.20        1.4476    3   5   4
                64.28          2.01        1.4487    1   7   4
                66.45          5.03        1.4064    5   1   2
                66.35          5.52        1.4084    3   7   2
                66.32          3.74        1.4090    2   8   2
                67.12          1.22        1.3941    5   3   0
                66.96          1.19        1.3970    1   9   0
                68.19          1.12        1.3747    1   5   6
                69.78          4.82        1.3472    4   4   4
                69.68          2.06        1.3489    0   8   4
                70.03          2.39        1.3431    5   3   2
                69.97          1.82        1.3441    4   6   2
                69.87          2.47        1.3457    1   9   2
                70.10          2.25        1.3419    5   1   3
                70.00          1.97        1.3437    3   7   3
                69.96          2.21        1.3442    2   8   3
                71.78          3.40        1.3146    3   3   6
                71.72          1.48        1.3155    0   6   6
                72.27          2.50        1.3068    2   2   7
                72.25          1.29        1.3072    0   4   7
                74.16          1.44        1.2782    5   5   0
                75.90          3.82        1.2530    0   0   8
                77.62          1.59        1.2296    1   1   8
                77.65          1.28        1.2292    6   0   0
                77.48          2.96        1.2314    3   9   0
                78.69          1.07        1.2155    4   2   6
                78.64          1.39        1.2161    3   5   6
                78.59          1.40        1.2167    1   7   6
                82.08          3.32        1.1736    6   2   2
                81.96          3.38        1.1750    4   8   2
                81.89          3.28        1.1759    2  10   2
                82.69          1.25        1.1665    2   2   8
                83.72          3.13        1.1547    4   4   6
                83.63          1.66        1.1558    0   8   6
                85.18          4.12        1.1386    5   5   4
                85.03          1.99        1.1402    0  10   4
                87.71          1.55        1.1121    3   1   8
                87.68          1.30        1.1124    2   4   8
                87.66          1.63        1.1126    1   5   8
                88.41          1.63        1.1052    3   9   4
                88.77          1.92        1.1016    5   1   6
                88.67          2.05        1.1026    3   7   6
                88.64          1.50        1.1029    2   8   6
                88.64          1.50        1.1029    2   8   6
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
