angle,intensity
5.0,70.0
5.01,72.0
5.02,72.0
5.03,83.0
5.04,75.0
5.05,59.0
5.06,63.0
5.07,73.0
5.08,68.0
5.09,68.0
5.1,76.0
5.11,94.0
5.12,64.0
5.13,72.0
5.14,65.0
5.15,88.0
5.16,78.0
5.17,72.0
5.18,82.0
5.19,78.0
5.2,77.0
5.21,69.0
5.22,78.0
5.23,67.0
5.24,83.0
5.25,75.0
5.26,81.0
5.27,76.0
5.28,80.0
5.29,80.0
5.3,72.0
5.31,65.0
5.32,84.0
5.33,71.0
5.34,94.0
5.35,71.0
5.36,78.0
5.37,73.0
5.38,84.0
5.39,76.0
5.4,82.0
5.41,93.0
5.42,86.0
5.43,77.0
5.44,92.0
5.45,87.0
5.46,79.0
5.47,101.0
5.48,78.0
5.49,81.0
5.5,82.0
5.51,85.0
5.52,86.0
5.53,85.0
5.54,80.0
5.55,98.0
5.56,81.0
5.57,68.0
5.58,77.0
5.59,98.0
5.6,80.0
5.61,82.0
5.62,91.0
5.63,90.0
5.64,74.0
5.65,60.0
5.66,89.0
5.67,85.0
5.68,67.0
5.69,89.0
5.7,84.0
5.71,95.0
5.72,88.0
5.73,77.0
5.74,106.0
5.75,90.0
5.76,96.0
5.77,84.0
5.78,77.0
5.79,87.0
5.8,78.0
5.81,80.0
5.82,75.0
5.83,80.0
5.84,61.0
5.85,75.0
5.86,78.0
5.87,73.0
5.88,91.0
5.89,84.0
5.9,74.0
5.91,89.0
5.92,81.0
5.93,71.0
5.94,105.0
5.95,66.0
5.96,108.0
5.97,77.0
5.98,99.0
5.99,96.0
6.0,102.0
6.01,83.0
6.02,97.0
6.03,77.0
6.04,83.0
6.05,79.0
6.06,83.0
6.07,80.0
6.08,80.0
6.09,73.0
6.1,102.0
6.11,83.0
6.12,86.0
6.13,99.0
6.14,99.0
6.15,97.0
6.16,89.0
6.17,89.0
6.18,84.0
6.19,93.0
6.2,90.0
6.21,97.0
6.22,96.0
6.23,87.0
6.24,83.0
6.25,99.0
6.26,86.0
6.27,92.0
6.28,85.0
6.29,87.0
6.3,89.0
6.31,77.0
6.32,84.0
6.33,75.0
6.34,93.0
6.35,104.0
6.36,92.0
6.37,89.0
6.38,93.0
6.39,82.0
6.4,85.0
6.41,93.0
6.42,107.0
6.43,103.0
6.44,97.0
6.45,83.0
6.46,85.0
6.47,96.0
6.48,103.0
6.49,110.0
6.5,81.0
6.51,81.0
6.52,86.0
6.53,93.0
6.54,95.0
6.55,92.0
6.56,114.0
6.57,86.0
6.58,102.0
6.59,83.0
6.6,101.0
6.61,93.0
6.62,85.0
6.63,86.0
6.64,89.0
6.65,90.0
6.66,105.0
6.67,84.0
6.68,90.0
6.69,85.0
6.7,91.0
6.71,85.0
6.72,111.0
6.73,120.0
6.74,97.0
6.75,92.0
6.76,86.0
6.77,103.0
6.78,86.0
6.79,90.0
6.8,91.0
6.81,98.0
6.82,89.0
6.83,83.0
6.84,89.0
6.85,85.0
6.86,87.0
6.87,97.0
6.88,95.0
6.89,102.0
6.9,90.0
6.91,92.0
6.92,102.0
6.93,102.0
6.94,86.0
6.95,85.0
6.96,91.0
6.97,87.0
6.98,101.0
6.99,89.0
7.0,101.0
7.01,92.0
7.02,72.0
7.03,89.0
7.04,94.0
7.05,91.0
7.06,98.0
7.07,93.0
7.08,101.0
7.09,93.0
7.1,96.0
7.11,89.0
7.12,83.0
7.13,100.0
7.14,104.0
7.15,94.0
7.16,99.0
7.17,93.0
7.18,105.0
7.19,99.0
7.2,90.0
7.21,81.0
7.22,95.0
7.23,95.0
7.24,106.0
7.25,99.0
7.26,105.0
7.27,101.0
7.28,89.0
7.29,92.0
7.3,96.0
7.31,98.0
7.32,85.0
7.33,103.0
7.34,104.0
7.35,98.0
7.36,89.0
7.37,97.0
7.38,94.0
7.39,108.0
7.4,94.0
7.41,79.0
7.42,103.0
7.43,98.0
7.44,93.0
7.45,108.0
7.46,115.0
7.47,90.0
7.48,102.0
7.49,95.0
7.5,101.0
7.51,98.0
7.52,111.0
7.53,107.0
7.54,100.0
7.55,97.0
7.56,93.0
7.57,89.0
7.58,92.0
7.59,120.0
7.6,90.0
7.61,96.0
7.62,80.0
7.63,99.0
7.64,95.0
7.65,93.0
7.66,92.0
7.67,96.0
7.68,97.0
7.69,102.0
7.7,98.0
7.71,107.0
7.72,109.0
7.73,101.0
7.74,101.0
7.75,101.0
7.76,100.0
7.77,104.0
7.78,93.0
7.79,84.0
7.8,115.0
7.81,96.0
7.82,115.0
7.83,72.0
7.84,94.0
7.85,103.0
7.86,88.0
7.87,103.0
7.88,83.0
7.89,107.0
7.9,100.0
7.91,127.0
7.92,91.0
7.93,100.0
7.94,94.0
7.95,96.0
7.96,84.0
7.97,100.0
7.98,96.0
7.99,105.0
8.0,110.0
8.01,116.0
8.02,111.0
8.03,91.0
8.04,77.0
8.05,106.0
8.06,101.0
8.07,97.0
8.08,110.0
8.09,79.0
8.1,95.0
8.11,96.0
8.12,103.0
8.13,94.0
8.14,98.0
8.15,98.0
8.16,98.0
8.17,85.0
8.18,100.0
8.19,95.0
8.2,92.0
8.21,97.0
8.22,92.0
8.23,106.0
8.24,109.0
8.25,103.0
8.26,111.0
8.27,116.0
8.28,76.0
8.29,95.0
8.3,91.0
8.31,77.0
8.32,109.0
8.33,106.0
8.34,88.0
8.35,82.0
8.36,93.0
8.37,91.0
8.38,88.0
8.39,92.0
8.4,85.0
8.41,75.0
8.42,105.0
8.43,99.0
8.44,112.0
8.45,96.0
8.46,98.0
8.47,107.0
8.48,82.0
8.49,93.0
8.5,92.0
8.51,117.0
8.52,90.0
8.53,89.0
8.54,94.0
8.55,80.0
8.56,106.0
8.57,72.0
8.58,99.0
8.59,78.0
8.6,105.0
8.61,84.0
8.62,105.0
8.63,99.0
8.64,104.0
8.65,91.0
8.66,96.0
8.67,86.0
8.68,107.0
8.69,82.0
8.7,87.0
8.71,96.0
8.72,85.0
8.73,126.0
8.74,95.0
8.75,92.0
8.76,90.0
8.77,95.0
8.78,92.0
8.79,86.0
8.8,93.0
8.81,97.0
8.82,94.0
8.83,92.0
8.84,96.0
8.85,114.0
8.86,88.0
8.87,94.0
8.88,90.0
8.89,105.0
8.9,83.0
8.91,89.0
8.92,104.0
8.93,100.0
8.94,88.0
8.95,76.0
8.96,110.0
8.97,90.0
8.98,81.0
8.99,101.0
9.0,110.0
9.01,87.0
9.02,95.0
9.03,95.0
9.04,95.0
9.05,82.0
9.06,104.0
9.07,115.0
9.08,74.0
9.09,94.0
9.1,114.0
9.11,86.0
9.12,99.0
9.13,106.0
9.14,74.0
9.15,109.0
9.16,89.0
9.17,101.0
9.18,98.0
9.19,107.0
9.2,90.0
9.21,107.0
9.22,98.0
9.23,63.0
9.24,91.0
9.25,74.0
9.26,87.0
9.27,104.0
9.28,100.0
9.29,91.0
9.3,92.0
9.31,84.0
9.32,100.0
9.33,90.0
9.34,96.0
9.35,99.0
9.36,95.0
9.37,96.0
9.38,83.0
9.39,87.0
9.4,98.0
9.41,116.0
9.42,99.0
9.43,96.0
9.44,90.0
9.45,92.0
9.46,94.0
9.47,104.0
9.48,93.0
9.49,106.0
9.5,87.0
9.51,93.0
9.52,104.0
9.53,87.0
9.54,86.0
9.55,104.0
9.56,94.0
9.57,95.0
9.58,101.0
9.59,84.0
9.6,85.0
9.61,81.0
9.62,84.0
9.63,92.0
9.64,92.0
9.65,71.0
9.66,97.0
9.67,97.0
9.68,102.0
9.69,74.0
9.7,94.0
9.71,109.0
9.72,89.0
9.73,97.0
9.74,94.0
9.75,91.0
9.76,72.0
9.77,106.0
9.78,93.0
9.79,91.0
9.8,107.0
9.81,101.0
9.82,81.0
9.83,93.0
9.84,106.0
9.85,75.0
9.86,99.0
9.87,95.0
9.88,102.0
9.89,89.0
9.9,98.0
9.91,102.0
9.92,86.0
9.93,102.0
9.94,93.0
9.95,87.0
9.96,93.0
9.97,91.0
9.98,88.0
9.99,106.0
10.0,98.0
10.01,92.0
10.02,107.0
10.03,109.0
10.04,83.0
10.05,93.0
10.06,98.0
10.07,112.0
10.08,80.0
10.09,110.0
10.1,93.0
10.11,113.0
10.12,101.0
10.13,94.0
10.14,89.0
10.15,87.0
10.16,99.0
10.17,95.0
10.18,106.0
10.19,84.0
10.2,104.0
10.21,90.0
10.22,92.0
10.23,95.0
10.24,109.0
10.25,93.0
10.26,120.0
10.27,84.0
10.28,94.0
10.29,118.0
10.3,90.0
10.31,71.0
10.32,101.0
10.33,107.0
10.34,90.0
10.35,94.0
10.36,85.0
10.37,92.0
10.38,74.0
10.39,99.0
10.4,100.0
10.41,93.0
10.42,95.0
10.43,107.0
10.44,93.0
10.45,88.0
10.46,89.0
10.47,104.0
10.48,88.0
10.49,118.0
10.5,75.0
10.51,98.0
10.52,80.0
10.53,91.0
10.54,97.0
10.55,78.0
10.56,61.0
10.57,80.0
10.58,95.0
10.59,91.0
10.6,80.0
10.61,114.0
10.62,113.0
10.63,95.0
10.64,86.0
10.65,101.0
10.66,99.0
10.67,102.0
10.68,104.0
10.69,97.0
10.7,112.0
10.71,113.0
10.72,107.0
10.73,80.0
10.74,96.0
10.75,101.0
10.76,108.0
10.77,79.0
10.78,96.0
10.79,93.0
10.8,100.0
10.81,80.0
10.82,95.0
10.83,111.0
10.84,92.0
10.85,97.0
10.86,96.0
10.87,85.0
10.88,92.0
10.89,89.0
10.9,101.0
10.91,86.0
10.92,92.0
10.93,99.0
10.94,101.0
10.95,109.0
10.96,100.0
10.97,111.0
10.98,95.0
10.99,110.0
11.0,82.0
11.01,95.0
11.02,96.0
11.03,84.0
11.04,102.0
11.05,106.0
11.06,101.0
11.07,94.0
11.08,95.0
11.09,101.0
11.1,102.0
11.11,105.0
11.12,93.0
11.13,97.0
11.14,100.0
11.15,85.0
11.16,104.0
11.17,102.0
11.18,99.0
11.19,94.0
11.2,124.0
11.21,97.0
11.22,101.0
11.23,102.0
11.24,89.0
11.25,96.0
11.26,89.0
11.27,106.0
11.28,85.0
11.29,95.0
11.3,93.0
11.31,87.0
11.32,88.0
11.33,85.0
11.34,107.0
11.35,92.0
11.36,92.0
11.37,97.0
11.38,99.0
11.39,96.0
11.4,81.0
11.41,95.0
11.42,85.0
11.43,89.0
11.44,106.0
11.45,100.0
11.46,99.0
11.47,82.0
11.48,92.0
11.49,100.0
11.5,85.0
11.51,111.0
11.52,98.0
11.53,96.0
11.54,96.0
11.55,89.0
11.56,92.0
11.57,84.0
11.58,88.0
11.59,99.0
11.6,77.0
11.61,89.0
11.62,94.0
11.63,101.0
11.64,101.0
11.65,109.0
11.66,106.0
11.67,101.0
11.68,109.0
11.69,99.0
11.7,90.0
11.71,91.0
11.72,85.0
11.73,85.0
11.74,93.0
11.75,97.0
11.76,101.0
11.77,116.0
11.78,112.0
11.79,84.0
11.8,100.0
11.81,101.0
11.82,118.0
11.83,92.0
11.84,112.0
11.85,85.0
11.86,107.0
11.87,89.0
11.88,97.0
11.89,95.0
11.9,105.0
11.91,94.0
11.92,90.0
11.93,88.0
11.94,102.0
11.95,90.0
11.96,112.0
11.97,100.0
11.98,99.0
11.99,64.0
12.0,90.0
12.01,113.0
12.02,116.0
12.03,92.0
12.04,123.0
12.05,85.0
12.06,103.0
12.07,95.0
12.08,112.0
12.09,92.0
12.1,117.0
12.11,99.0
12.12,88.0
12.13,106.0
12.14,83.0
12.15,102.0
12.16,98.0
12.17,100.0
12.18,105.0
12.19,89.0
12.2,90.0
12.21,112.0
12.22,84.0
12.23,104.0
12.24,96.0
12.25,103.0
12.26,104.0
12.27,96.0
12.28,104.0
12.29,99.0
12.3,106.0
12.31,78.0
12.32,103.0
12.33,88.0
12.34,102.0
12.35,99.0
12.36,101.0
12.37,91.0
12.38,86.0
12.39,118.0
12.4,98.0
12.41,109.0
12.42,121.0
12.43,102.0
12.44,93.0
12.45,99.0
12.46,106.0
12.47,100.0
12.48,105.0
12.49,104.0
12.5,94.0
12.51,82.0
12.52,107.0
12.53,96.0
12.54,95.0
12.55,101.0
12.56,93.0
12.57,114.0
12.58,100.0
12.59,103.0
12.6,108.0
12.61,94.0
12.62,87.0
12.63,101.0
12.64,88.0
12.65,88.0
12.66,105.0
12.67,103.0
12.68,96.0
12.69,119.0
12.7,93.0
12.71,98.0
12.72,109.0
12.73,111.0
12.74,95.0
12.75,76.0
12.76,102.0
12.77,82.0
12.78,96.0
12.79,101.0
12.8,118.0
12.81,100.0
12.82,81.0
12.83,120.0
12.84,98.0
12.85,94.0
12.86,101.0
12.87,104.0
12.88,110.0
12.89,115.0
12.9,87.0
12.91,106.0
12.92,96.0
12.93,91.0
12.94,86.0
12.95,98.0
12.96,102.0
12.97,90.0
12.98,121.0
12.99,111.0
13.0,94.0
13.01,111.0
13.02,90.0
13.03,86.0
13.04,92.0
13.05,102.0
13.06,80.0
13.07,103.0
13.08,101.0
13.09,91.0
13.1,87.0
13.11,108.0
13.12,98.0
13.13,106.0
13.14,105.0
13.15,98.0
13.16,111.0
13.17,110.0
13.18,104.0
13.19,93.0
13.2,95.0
13.21,103.0
13.22,104.0
13.23,106.0
13.24,92.0
13.25,103.0
13.26,112.0
13.27,83.0
13.28,87.0
13.29,114.0
13.3,99.0
13.31,92.0
13.32,106.0
13.33,102.0
13.34,100.0
13.35,100.0
13.36,94.0
13.37,94.0
13.38,94.0
13.39,118.0
13.4,100.0
13.41,93.0
13.42,98.0
13.43,116.0
13.44,94.0
13.45,82.0
13.46,92.0
13.47,104.0
13.48,88.0
13.49,94.0
13.5,109.0
13.51,116.0
13.52,116.0
13.53,93.0
13.54,97.0
13.55,113.0
13.56,89.0
13.57,96.0
13.58,96.0
13.59,86.0
13.6,95.0
13.61,88.0
13.62,101.0
13.63,103.0
13.64,98.0
13.65,96.0
13.66,88.0
13.67,117.0
13.68,89.0
13.69,110.0
13.7,105.0
13.71,86.0
13.72,114.0
13.73,97.0
13.74,89.0
13.75,99.0
13.76,99.0
13.77,90.0
13.78,92.0
13.79,102.0
13.8,109.0
13.81,124.0
13.82,97.0
13.83,100.0
13.84,115.0
13.85,77.0
13.86,110.0
13.87,109.0
13.88,105.0
13.89,104.0
13.9,101.0
13.91,99.0
13.92,106.0
13.93,98.0
13.94,105.0
13.95,102.0
13.96,103.0
13.97,109.0
13.98,86.0
13.99,87.0
14.0,101.0
14.01,84.0
14.02,72.0
14.03,98.0
14.04,79.0
14.05,108.0
14.06,96.0
14.07,94.0
14.08,113.0
14.09,98.0
14.1,100.0
14.11,96.0
14.12,88.0
14.13,76.0
14.14,112.0
14.15,86.0
14.16,94.0
14.17,104.0
14.18,111.0
14.19,113.0
14.2,80.0
14.21,109.0
14.22,97.0
14.23,95.0
14.24,83.0
14.25,90.0
14.26,93.0
14.27,93.0
14.28,79.0
14.29,86.0
14.3,89.0
14.31,100.0
14.32,110.0
14.33,103.0
14.34,98.0
14.35,96.0
14.36,108.0
14.37,107.0
14.38,91.0
14.39,101.0
14.4,97.0
14.41,92.0
14.42,99.0
14.43,79.0
14.44,105.0
14.45,69.0
14.46,106.0
14.47,103.0
14.48,106.0
14.49,101.0
14.5,97.0
14.51,92.0
14.52,92.0
14.53,85.0
14.54,92.0
14.55,98.0
14.56,89.0
14.57,106.0
14.58,108.0
14.59,94.0
14.6,103.0
14.61,96.0
14.62,105.0
14.63,90.0
14.64,98.0
14.65,89.0
14.66,98.0
14.67,97.0
14.68,80.0
14.69,88.0
14.7,91.0
14.71,109.0
14.72,89.0
14.73,96.0
14.74,112.0
14.75,98.0
14.76,92.0
14.77,91.0
14.78,102.0
14.79,100.0
14.8,104.0
14.81,101.0
14.82,91.0
14.83,86.0
14.84,95.0
14.85,105.0
14.86,117.0
14.87,103.0
14.88,101.0
14.89,102.0
14.9,92.0
14.91,105.0
14.92,95.0
14.93,90.0
14.94,108.0
14.95,100.0
14.96,88.0
14.97,95.0
14.98,113.0
14.99,94.0
15.0,90.0
15.01,107.0
15.02,95.0
15.03,89.0
15.04,97.0
15.05,99.0
15.06,112.0
15.07,91.0
15.08,73.0
15.09,80.0
15.1,105.0
15.11,104.0
15.12,100.0
15.13,101.0
15.14,85.0
15.15,120.0
15.16,83.0
15.17,116.0
15.18,89.0
15.19,108.0
15.2,112.0
15.21,93.0
15.22,77.0
15.23,89.0
15.24,108.0
15.25,100.0
15.26,87.0
15.27,109.0
15.28,100.0
15.29,120.0
15.3,97.0
15.31,118.0
15.32,104.0
15.33,118.0
15.34,93.0
15.35,94.0
15.36,111.0
15.37,107.0
15.38,99.0
15.39,98.0
15.4,84.0
15.41,97.0
15.42,94.0
15.43,99.0
15.44,96.0
15.45,100.0
15.46,85.0
15.47,104.0
15.48,91.0
15.49,80.0
15.5,97.0
15.51,99.0
15.52,94.0
15.53,84.0
15.54,96.0
15.55,111.0
15.56,88.0
15.57,103.0
15.58,110.0
15.59,85.0
15.6,109.0
15.61,109.0
15.62,103.0
15.63,91.0
15.64,98.0
15.65,95.0
15.66,84.0
15.67,94.0
15.68,76.0
15.69,107.0
15.7,99.0
15.71,99.0
15.72,81.0
15.73,92.0
15.74,105.0
15.75,96.0
15.76,100.0
15.77,100.0
15.78,86.0
15.79,93.0
15.8,89.0
15.81,98.0
15.82,84.0
15.83,92.0
15.84,97.0
15.85,83.0
15.86,92.0
