      Fluorapatite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern R050192
      Hughes J M, Cameron M, Crowley K D
      American Mineralogist 74 (1989) 870-876
      Structural variations in natural F, OH, and Cl apatites
      Locality: Durango Mexico

      CELL PARAMETERS:   9.424245   9.424245   6.873867   90.00000   90.00000   120.0000
      SPACE GROUP: P6_3/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                10.87          9.88        8.1616    1   0   0
                16.89          3.68        5.2576    1   0   1
                18.86          1.50        4.7121    1   1   0
                21.80          5.36        4.0808    2   0   0
                22.90          6.53        3.8866    1   1   1
                25.40          2.02        3.5090    2   0   1
                25.94         37.39        3.4369    0   0   2
                28.19         12.00        3.1675    1   0   2
                28.96         14.05        3.0848    1   2   0
                31.81         69.57        2.8144    1   2   1
                31.81         30.43        2.8144    2   1   1
                32.25         40.17        2.7768    1   1   2
                32.94         57.76        2.7205    3   0   0
                34.12         25.65        2.6288    2   0   2
                35.50          3.82        2.5296    3   0   1
                39.25          4.77        2.2957    1   2   2
                39.83          4.48        2.2636    1   3   0
                39.83         16.68        2.2636    3   1   0
                40.48          2.86        2.2288    2   2   1
                42.03          1.94        2.1500    1   3   1
                42.03          3.88        2.1500    3   1   1
                43.94          4.39        2.0606    1   1   3
                44.40          1.26        2.0404    4   0   0
                45.40          3.59        1.9979    2   0   3
                46.74         26.84        1.9433    2   2   2
                48.13          5.66        1.8904    1   3   2
                48.13          7.87        1.8904    3   1   2
                48.62          3.44        1.8724    3   2   0
                49.55         23.65        1.8394    1   2   3
                49.55         10.04        1.8394    2   1   3
                50.52          8.30        1.8066    2   3   1
                50.52          7.78        1.8066    3   2   1
                51.29          6.19        1.7810    1   4   0
                51.29          7.20        1.7810    4   1   0
                52.19          1.17        1.7525    3   0   3
                52.12         13.10        1.7545    4   0   2
                53.30         15.82        1.7185    0   0   4
                55.91          7.54        1.6442    2   3   2
                57.19          1.93        1.6103    1   3   3
                57.19          1.54        1.6103    3   1   3
                58.07          1.65        1.5882    5   0   1
                59.96          4.45        1.5424    4   2   0
                60.44          4.10        1.5312    3   3   1
                61.78          1.04        1.5012    1   2   4
                61.78          2.13        1.5012    2   1   4
                61.61          2.07        1.5050    4   2   1
                63.03         10.80        1.4745    5   0   2
                63.44          1.15        1.4659    1   5   0
                64.07          8.26        1.4529    3   0   4
                64.22          5.44        1.4499    2   3   3
                65.04          6.01        1.4336    1   5   1
                65.30          1.37        1.4286    3   3   2
                69.72          1.58        1.3484    5   1   2
                71.63          4.15        1.3169    3   4   1
                72.27          2.63        1.3069    2   5   0
                73.77          1.54        1.2839    2   5   1
                74.07          3.33        1.2795    4   2   3
                75.72          1.59        1.2557    2   1   5
                75.72          3.55        1.2557    1   2   5
                76.13          2.40        1.2499    4   3   2
                76.51          1.14        1.2446    1   6   0
                77.09          2.65        1.2367    1   4   4
                77.09          4.42        1.2367    4   1   4
                77.23          3.58        1.2348    1   5   3
                78.22          5.03        1.2216    5   2   2
                81.25          1.04        1.1835    5   0   4
                83.45          3.89        1.1578    3   4   3
                84.54          1.78        1.1456    0   0   6
                84.34          2.02        1.1479    4   2   4
                84.34          1.30        1.1479    2   4   4
                85.50          1.19        1.1352    2   5   3
                87.61          3.28        1.1132    1   1   6
                87.41          1.82        1.1152    1   5   4
                88.11          1.55        1.1082    3   2   5
                88.51          1.17        1.1041    5   3   2
                88.51          1.03        1.1041    7   0   2
                88.51          1.03        1.1041    7   0   2
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
