      Beryl
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050368
      Brown G E, Mills B A
      American Mineralogist 71 (1986) 547-556
      High-temperature structure and crystal chemistry of hydrous alkali-rich beryl
      from the Harding pegmatite, Taos County, New Mexico
      Sample: T = 24 deg C, before heating
      O2x has been corrected

      CELL PARAMETERS:   9.231333   9.231333   9.193725   90.00000   90.00000   120.0000
      SPACE GROUP: P6/mcc
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                11.07         60.52        7.9946    1   0   0
                19.31         28.16        4.5969    0   0   2
                22.31         13.15        3.9851    1   0   2
                22.24          1.77        3.9973    2   0   0
                27.37        100.00        3.2571    1   1   2
                29.61         27.39        3.0164    2   0   2
                29.55         13.61        3.0217    2   1   0
                31.15         85.39        2.8706    2   1   1
                33.62          3.16        2.6649    3   0   0
                35.54         12.15        2.5250    2   1   2
                39.18          8.85        2.2984    0   0   4
                39.01          1.13        2.3078    2   2   0
                40.83          4.79        2.2090    1   0   4
                40.67          5.33        2.2173    3   1   0
                41.89          6.85        2.1555    3   1   1
                43.87          1.63        2.0625    2   2   2
                45.50          4.79        1.9925    2   0   4
                45.35          1.19        1.9986    4   0   0
                49.82          1.28        1.8293    2   1   4
                49.68          1.41        1.8341    3   2   0
                50.80          8.67        1.7964    3   1   3
                52.55         14.08        1.7405    3   0   4
                52.42         11.67        1.7446    4   1   0
                53.43          9.01        1.7140    4   1   1
                53.78          2.21        1.7035    3   2   2
                56.47         15.32        1.6286    2   2   4
                56.38          2.49        1.6310    4   1   2
                57.62          2.64        1.5989    5   0   0
                58.75          2.48        1.5708    2   1   5
                58.62          5.16        1.5738    3   2   3
                60.37          3.95        1.5323    0   0   6
                61.09         13.97        1.5161    4   1   3
                61.32          2.23        1.5108    4   2   0
                63.98          5.39        1.4542    1   1   6
                63.75          5.05        1.4590    3   3   2
                65.02          3.21        1.4336    3   2   4
                64.93          3.80        1.4353    4   2   2
                67.34          1.69        1.3896    4   1   4
                68.63          2.85        1.3666    2   1   6
                68.41          2.06        1.3706    5   1   2
                70.65          1.05        1.3324    6   0   0
                74.24          1.91        1.2765    2   2   6
                74.03          8.78        1.2798    6   0   2
                74.00          4.15        1.2802    5   2   0
                75.00          4.82        1.2656    4   1   5
                74.84          6.67        1.2679    5   2   1
                75.21          4.55        1.2625    4   2   4
                78.49          1.19        1.2178    5   1   4
                79.52          6.00        1.2045    2   1   7
                79.26          6.70        1.2079    4   3   3
                81.42          1.40        1.1812    5   2   3
                84.19          3.30        1.1492    0   0   8
                83.88          1.44        1.1527    6   0   4
                84.94          1.29        1.1409    4   3   4
                87.08          3.71        1.1184    5   2   4
                87.08          3.71        1.1184    5   2   4
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
