angle,intensity
5.0,34.0
5.01,40.0
5.02,36.0
5.03,38.0
5.04,32.0
5.05,28.0
5.06,38.0
5.07,30.0
5.08,31.0
5.09,29.0
5.1,39.0
5.11,36.0
5.12,33.0
5.13,27.0
5.14,33.0
5.15,40.0
5.16,40.0
5.17,30.0
5.18,47.0
5.19,45.0
5.2,38.0
5.21,30.0
5.22,38.0
5.23,43.0
5.24,46.0
5.25,41.0
5.26,41.0
5.27,49.0
5.28,44.0
5.29,46.0
5.3,41.0
5.31,36.0
5.32,50.0
5.33,54.0
5.34,58.0
5.35,40.0
5.36,53.0
5.37,51.0
5.38,40.0
5.39,44.0
5.4,40.0
5.41,44.0
5.42,43.0
5.43,48.0
5.44,48.0
5.45,56.0
5.46,46.0
5.47,46.0
5.48,47.0
5.49,34.0
5.5,44.0
5.51,59.0
5.52,51.0
5.53,52.0
5.54,42.0
5.55,51.0
5.56,54.0
5.57,52.0
5.58,63.0
5.59,50.0
5.6,58.0
5.61,46.0
5.62,54.0
5.63,51.0
5.64,64.0
5.65,49.0
5.66,52.0
5.67,56.0
5.68,51.0
5.69,53.0
5.7,54.0
5.71,45.0
5.72,52.0
5.73,48.0
5.74,58.0
5.75,57.0
5.76,58.0
5.77,50.0
5.78,41.0
5.79,65.0
5.8,57.0
5.81,47.0
5.82,60.0
5.83,58.0
5.84,57.0
5.85,50.0
5.86,56.0
5.87,46.0
5.88,52.0
5.89,50.0
5.9,46.0
5.91,56.0
5.92,44.0
5.93,42.0
5.94,45.0
5.95,49.0
5.96,48.0
5.97,46.0
5.98,42.0
5.99,56.0
6.0,38.0
6.01,41.0
6.02,42.0
6.03,37.0
6.04,41.0
6.05,40.0
6.06,37.0
6.07,47.0
6.08,33.0
6.09,37.0
6.1,38.0
6.11,35.0
6.12,29.0
6.13,37.0
6.14,27.0
6.15,22.0
6.16,28.0
6.17,30.0
6.18,19.0
6.19,20.0
6.2,28.0
6.21,16.0
6.22,14.0
6.23,24.0
6.24,19.0
6.25,26.0
6.26,31.0
6.27,17.0
6.28,27.0
6.29,27.0
6.3,26.0
6.31,20.0
6.32,24.0
6.33,26.0
6.34,28.0
6.35,25.0
6.36,15.0
6.37,18.0
6.38,16.0
6.39,18.0
6.4,20.0
6.41,24.0
6.42,16.0
6.43,16.0
6.44,20.0
6.45,30.0
6.46,21.0
6.47,27.0
6.48,24.0
6.49,25.0
6.5,25.0
6.51,18.0
6.52,25.0
6.53,26.0
6.54,19.0
6.55,20.0
6.56,29.0
6.57,31.0
6.58,23.0
6.59,28.0
6.6,24.0
6.61,28.0
6.62,23.0
6.63,25.0
6.64,28.0
6.65,22.0
6.66,17.0
6.67,14.0
6.68,22.0
6.69,16.0
6.7,29.0
6.71,25.0
6.72,20.0
6.73,18.0
6.74,31.0
6.75,21.0
6.76,29.0
6.77,25.0
6.78,30.0
6.79,20.0
6.8,16.0
6.81,26.0
6.82,23.0
6.83,20.0
6.84,26.0
6.85,14.0
6.86,25.0
6.87,19.0
6.88,24.0
6.89,17.0
6.9,15.0
6.91,28.0
6.92,18.0
6.93,19.0
6.94,17.0
6.95,18.0
6.96,23.0
6.97,18.0
6.98,23.0
6.99,21.0
7.0,25.0
7.01,20.0
7.02,29.0
7.03,19.0
7.04,16.0
7.05,22.0
7.06,14.0
7.07,23.0
7.08,22.0
7.09,25.0
7.1,15.0
7.11,25.0
7.12,22.0
7.13,29.0
7.14,21.0
7.15,21.0
7.16,23.0
7.17,28.0
7.18,31.0
7.19,16.0
7.2,27.0
7.21,15.0
7.22,25.0
7.23,21.0
7.24,21.0
7.25,23.0
7.26,23.0
7.27,23.0
7.28,20.0
7.29,19.0
7.3,24.0
7.31,17.0
7.32,15.0
7.33,20.0
7.34,17.0
7.35,19.0
7.36,19.0
7.37,19.0
7.38,19.0
7.39,24.0
7.4,19.0
7.41,21.0
7.42,19.0
7.43,19.0
7.44,17.0
7.45,22.0
7.46,23.0
7.47,13.0
7.48,23.0
7.49,22.0
7.5,24.0
7.51,13.0
7.52,27.0
7.53,23.0
7.54,14.0
7.55,27.0
7.56,21.0
7.57,14.0
7.58,11.0
7.59,13.0
7.6,16.0
7.61,14.0
7.62,14.0
7.63,15.0
7.64,17.0
7.65,9.0
7.66,21.0
7.67,17.0
7.68,12.0
7.69,19.0
7.7,23.0
7.71,20.0
7.72,21.0
7.73,13.0
7.74,19.0
7.75,16.0
7.76,14.0
7.77,15.0
7.78,19.0
7.79,12.0
7.8,16.0
7.81,13.0
7.82,19.0
7.83,19.0
7.84,19.0
7.85,16.0
7.86,14.0
7.87,13.0
7.88,15.0
7.89,24.0
7.9,16.0
7.91,10.0
7.92,14.0
7.93,8.0
7.94,18.0
7.95,11.0
7.96,24.0
7.97,14.0
7.98,13.0
7.99,10.0
8.0,19.0
8.01,15.0
8.02,22.0
8.03,15.0
8.04,14.0
