      Vanadinite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050533
      Trotter J, Barnes W H
      The Canadian Mineralogist 6 (1958) 161-173
      The structure of vanadinite

      CELL PARAMETERS:   10.31882   10.31882   7.350585   90.00000   90.00000   120.0000
      SPACE GROUP: P6_3/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 9.93          2.01        8.9364    1   0   0
                17.22          8.91        5.1594    1   1   0
                19.90         25.16        4.4682    2   0   0
                21.06         34.62        4.2230    1   1   1
                23.32          2.97        3.8181    2   0   1
                24.24          6.84        3.6753    0   0   2
                26.24         26.95        3.3990    1   0   2
                26.41         14.39        3.3776    1   2   0
                26.41         19.26        3.3776    2   1   0
                29.12         46.19        3.0691    1   2   1
                29.12         53.81        3.0691    2   1   1
                29.87         91.58        2.9935    1   1   2
                30.02         55.19        2.9788    3   0   0
                32.45          1.16        2.7607    3   0   1
                34.79          1.99        2.5797    2   2   0
                36.13          1.96        2.4869    1   2   2
                38.34          1.40        2.3486    1   3   1
                38.93          4.43        2.3142    3   0   2
                40.38          4.94        2.2341    4   0   0
                40.78          9.69        2.2133    1   1   3
                42.84         34.74        2.1115    2   2   2
                44.08          5.09        2.0549    1   3   2
                44.08         12.68        2.0549    3   1   2
                44.18          7.44        2.0501    2   3   0
                45.75         15.11        1.9833    1   2   3
                45.75         10.38        1.9833    2   1   3
                45.96         14.66        1.9748    2   3   1
                45.96          7.34        1.9748    3   2   1
                46.58          7.87        1.9501    1   4   0
                46.58         14.76        1.9501    4   1   0
                47.64         28.36        1.9091    4   0   2
                49.61         12.81        1.8376    0   0   4
                51.01          1.20        1.7904    3   2   2
                52.89          1.08        1.7311    1   1   4
                53.17          3.43        1.7226    1   4   2
                53.17          1.78        1.7226    4   1   2
                53.95          3.19        1.6995    2   0   4
                54.32          2.94        1.6888    2   4   0
                54.32          2.28        1.6888    4   2   0
                54.82          5.47        1.6746    3   3   1
                57.05          3.98        1.6142    1   2   4
                57.05          3.61        1.6142    2   1   4
                57.32          6.62        1.6073    5   0   2
                57.41          1.47        1.6050    1   5   0
                57.41          2.39        1.6050    5   1   0
                58.71          3.86        1.5723    2   3   3
                58.71          3.92        1.5723    3   2   3
                58.89          3.44        1.5681    1   5   1
                58.89          5.23        1.5681    5   1   1
                59.06         12.40        1.5640    3   0   4
                59.32          9.36        1.5577    3   3   2
                65.18          1.21        1.4310    2   5   0
                65.79          2.32        1.4192    4   0   4
                66.07          1.18        1.4138    1   1   5
                66.40          2.79        1.4077    3   3   3
                66.56          1.23        1.4046    2   5   1
                66.56          3.89        1.4046    5   2   1
                67.88          5.91        1.3804    6   0   2
                68.56          2.85        1.3684    2   3   4
                68.80          3.86        1.3642    3   4   2
                68.88          1.85        1.3628    1   6   0
                69.75          2.27        1.3480    1   2   5
                69.75          3.90        1.3480    2   1   5
                70.07          2.42        1.3426    1   5   3
                70.07          2.01        1.3426    5   1   3
                70.22          2.21        1.3399    1   6   1
                70.38          3.98        1.3374    1   4   4
                70.38          6.48        1.3374    4   1   4
                70.62          4.55        1.3335    2   5   2
                70.62          4.64        1.3335    5   2   2
                73.38          5.95        1.2899    4   4   0
                76.60          1.64        1.2435    4   2   4
                76.60          1.85        1.2435    2   4   4
                77.17          2.69        1.2357    5   2   3
                79.21          1.16        1.2089    1   5   4
                79.21          1.53        1.2089    5   1   4
                79.44          1.31        1.2059    7   0   2
                79.44          3.81        1.2059    3   5   2
                80.34          2.85        1.1947    2   3   5
                80.56          4.01        1.1920    1   1   6
                81.24          1.19        1.1837    1   7   0
                81.24          2.66        1.1837    7   1   0
                87.19          1.11        1.1175    3   3   5
                88.27          2.92        1.1066    2   2   6
                89.12          1.06        1.0983    3   1   6
                89.49          1.52        1.0946    1   6   4
                89.49          1.52        1.0946    1   6   4
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
