      Tsaregorodtsevite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R060033
      Sokolova E V, Rybakov V B, Pautov L A, Pushcharovskii D Yu
      Doklady Akademii Nauk SSSR 332 (1993) 309-312
      Structural changes in tsaregorodtsevite
      Note: T = 970 C

      CELL PARAMETERS:   8.984000   8.937000   8.927000   90.00000   90.00000   90.00000
      SPACE GROUP: I432
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                14.00         55.62        6.3307    1   1   0
                14.00         60.72        6.3335    1   0   1
                13.98         60.00        6.3391    0   1   1
                19.86         36.08        4.4726    2   0   0
                19.82         38.13        4.4804    0   2   0
                19.81         41.23        4.4844    0   0   2
                24.36        100.00        3.6545    2   1   1
                24.34         94.59        3.6577    1   2   1
                24.33         96.15        3.6594    1   1   2
                28.19         11.93        3.1653    2   2   0
                28.18          9.66        3.1668    2   0   2
                28.15          9.33        3.1695    0   2   2
                31.62          5.94        2.8292    3   1   0
                31.62          6.05        2.8294    3   0   1
                31.58          5.74        2.8332    1   3   0
                31.57          5.89        2.8339    0   3   1
                31.55          5.38        2.8354    1   0   3
                31.54          5.82        2.8359    0   1   3
                34.68         45.40        2.5860    2   2   2
                37.59          1.09        2.3923    3   2   1
                37.58          1.10        2.3928    3   1   2
                37.57          1.26        2.3938    2   3   1
                37.55          1.12        2.3951    2   1   3
                37.54          1.03        2.3952    1   3   2
                37.53          1.48        2.3960    1   2   3
                40.32          6.34        2.2363    4   0   0
                40.25          5.65        2.2402    0   4   0
                40.21          5.60        2.2422    0   0   4
                42.84          4.70        2.1102    3   3   0
                42.82          5.17        2.1112    3   0   3
                42.78          5.03        2.1130    0   3   3
                47.61          5.87        1.9094    3   3   2
                47.60          6.93        1.9098    3   2   3
                47.58          6.69        1.9105    2   3   3
                52.11          1.84        1.7544    5   1   0
                52.11          1.80        1.7545    5   0   1
                52.08          5.00        1.7555    4   3   1
                52.06          4.86        1.7560    4   1   3
                52.05          4.81        1.7564    3   4   1
                52.02          4.69        1.7573    3   1   4
                52.02          1.53        1.7572    1   5   0
                52.02          1.96        1.7574    0   5   1
                52.00          4.97        1.7578    1   4   3
                51.99          4.58        1.7582    1   3   4
                51.97          1.83        1.7588    1   0   5
                51.97          1.79        1.7589    0   1   5
                56.29          2.00        1.6337    5   2   1
                56.28          2.16        1.6338    5   1   2
                56.21          1.80        1.6357    2   5   1
                56.20          1.89        1.6361    1   5   2
                56.17          1.88        1.6369    2   1   5
                56.16          1.94        1.6371    1   2   5
                58.27          3.40        1.5827    4   4   0
                58.24          3.40        1.5834    4   0   4
                58.19          3.63        1.5848    0   4   4
                60.23          1.30        1.5359    4   3   3
                60.20          1.50        1.5364    3   4   3
                60.19          1.59        1.5367    3   3   4
                62.24          2.45        1.4909    6   0   0
                62.17          4.66        1.4925    4   4   2
                62.15          4.46        1.4929    4   2   4
                62.11          4.81        1.4938    2   4   4
                62.12          2.20        1.4935    0   6   0
                62.06          2.18        1.4948    0   0   6
                64.10          1.11        1.4521    5   3   2
                64.04          1.14        1.4532    3   5   2
                64.01          1.29        1.4539    3   2   5
                64.02          1.12        1.4537    2   5   3
                63.99          1.26        1.4542    2   3   5
                69.66          6.56        1.3491    6   2   2
                69.56          6.41        1.3508    2   6   2
                69.51          6.46        1.3517    2   2   6
                73.15         13.33        1.2930    4   4   4
                78.52          1.52        1.2175    7   2   1
                78.52          1.34        1.2176    7   1   2
                78.47          2.84        1.2182    6   3   3
                78.39          2.65        1.2192    3   6   3
                78.38          1.60        1.2193    2   7   1
                78.34          2.50        1.2198    3   3   6
                78.37          1.29        1.2195    1   7   2
                78.31          1.47        1.2202    2   1   7
                78.30          1.36        1.2204    1   2   7
                87.11          1.60        1.1181    8   0   0
                86.92          1.62        1.1201    0   8   0
                86.82          1.58        1.1211    0   0   8
                86.82          1.58        1.1211    0   0   8
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.

