      Paralaurionite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050271
      Merlino S, Pasero M, Perchialli N
      Mineralogical Magazine 57 (1993) 323-328
      Crystal structure of paralaurionite and its OD relationships with laurionite

      CELL PARAMETERS:   10.86500   4.006000   7.233000   90.00000   117.2400   90.00000
      SPACE GROUP: C2/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                17.21         98.06        5.1575   -2   0   1
                18.39         38.81        4.8299    2   0   0
                24.06         18.89        3.7006    1   1   0
                25.30         17.84        3.5219   -2   0   2
                25.59        100.00        3.4824   -1   1   1
                27.71         21.26        3.2201    2   0   1
                27.73         68.31        3.2175    0   0   2
                29.89         88.08        2.9896    1   1   1
                33.13         42.50        2.7039   -4   0   1
                35.78         73.36        2.5098    3   1   0
                36.74         61.28        2.4464   -3   1   2
                37.23          3.92        2.4149    4   0   0
                37.29         18.06        2.4116   -2   0   3
                40.15          3.16        2.2456    2   0   2
                40.23         13.38        2.2414    1   1   2
                41.61         24.60        2.1704   -4   0   3
                42.12          1.69        2.1450    0   0   3
                44.73          2.29        2.0257   -3   1   3
                44.98         25.67        2.0152   -1   1   3
                45.26         22.63        2.0031    0   2   0
                45.76         14.12        1.9824    4   0   1
                48.11         11.03        1.8908   -5   1   2
                48.21         10.02        1.8871   -5   1   1
                48.76         13.40        1.8672   -2   2   1
                49.23          6.00        1.8503    2   2   0
                50.46          7.89        1.8081   -6   0   2
                50.96          3.08        1.7915   -2   0   4
                52.29          5.67        1.7490   -5   1   3
                52.54          5.14        1.7412   -2   2   2
                52.58         11.15        1.7402    5   1   0
                52.94         18.38        1.7290    1   1   3
                53.72         15.72        1.7059    3   1   2
                53.89          7.60        1.7009    2   2   1
                53.90         19.94        1.7005    0   2   2
                54.12          5.71        1.6940    2   0   3
                55.80         17.92        1.6471   -3   1   4
                57.20          5.66        1.6100    6   0   0
                57.21         16.15        1.6096   -4   2   1
                57.20          3.04        1.6101    4   0   2
                57.25          6.35        1.6087    0   0   4
                59.86          6.29        1.5446   -6   0   4
                59.98          1.82        1.5418    4   2   0
                60.02          8.01        1.5409   -2   2   3
                60.11          5.02        1.5387   -5   1   4
                60.55          5.39        1.5287    5   1   1
                62.07          1.79        1.4948    2   2   2
                63.14         12.76        1.4720   -4   2   3
                64.61          4.31        1.4419   -4   0   5
                65.73         12.41        1.4201   -7   1   3
                66.00          2.21        1.4149   -2   0   5
                66.31          8.56        1.4090    4   2   1
                66.67          9.87        1.4022   -7   1   1
                67.39          3.56        1.3891    1   1   4
                69.11          1.86        1.3585   -3   1   5
                69.50          2.79        1.3520   -8   0   2
                70.08          5.67        1.3422   -6   2   2
                70.49          2.38        1.3354   -2   2   4
                70.82          3.17        1.3300    4   0   3
                70.88          1.63        1.3290   -5   1   5
                71.43          2.89        1.3200    5   1   2
                71.93          5.19        1.3120   -1   3   1
                72.75          1.61        1.2993   -8   0   1
                73.13          4.39        1.2935    2   2   3
                73.40          2.51        1.2894   -8   0   4
                73.52          4.66        1.2876   -1   1   5
                74.02          5.47        1.2800    1   3   1
                75.76          4.67        1.2549    6   2   0
                75.76          2.34        1.2549    4   2   2
                75.81          5.25        1.2543    0   2   4
                77.32          6.39        1.2335    3   3   0
                77.44          2.23        1.2319    6   0   2
                77.90          5.90        1.2258   -3   3   2
                78.09          5.32        1.2232   -6   2   4
                78.64          5.98        1.2160   -7   1   5
                79.31          1.96        1.2075    8   0   0
                80.11          1.53        1.1974    1   3   2
                81.29          3.61        1.1830    7   1   1
                81.77          3.21        1.1771    3   1   4
                82.36          4.15        1.1703   -4   2   5
                83.35          3.72        1.1588   -1   3   3
                83.63          2.16        1.1557   -2   2   5
                83.74          2.66        1.1545    1   1   5
                84.96          3.25        1.1409    5   1   3
                85.64          1.91        1.1336   -5   3   2
                85.71          1.74        1.1328   -5   3   1
                86.70          1.74        1.1225    2   0   5
                86.88          1.46        1.1206   -8  -2   2
                88.12          3.36        1.1080    4   2   3
                88.85          1.19        1.1007   -5   3   3
                89.01          1.20        1.0992    8   0   1
                89.08          2.09        1.0985    5   3   0
                89.37          3.46        1.0957    1   3   3
                89.37          3.46        1.0957    1   3   3
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
