      Lollingite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R060185
      Ondrus P, Vavrin I, Skala R, Veselovsky F
      Neues Jahrbuch fur Mineralogie, Monatshefte 2001 (2001) 169-185
      Low-temperature Ni-rich lollingite from Haje, Pibram, Czech Republic.
      Rietveld crystal structure refinement
      Locality: Dolni Bory, Czech Republic

      CELL PARAMETERS:   5.268400   5.963100   2.900700   90.00000   90.00000   90.00000
      SPACE GROUP: Pnnm
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                22.55          3.54        3.9494    1   1   0
                29.99          5.60        2.9827    0   2   0
                34.05          3.24        2.6349    2   0   0
                34.39          9.60        2.6096    0   1   1
                34.58        100.00        2.5957    1   2   0
                35.33         82.00        2.5420    1   0   1
                37.33         37.13        2.4102    2   1   0
                38.52         85.69        2.3386    1   1   1
                45.97         11.82        1.9747    2   2   0
                46.98         10.20        1.9347    1   2   1
                48.97         25.65        1.8604    1   3   0
                49.15         53.80        1.8541    2   1   1
                54.46         33.92        1.6851    3   1   0
                56.07         43.90        1.6403    0   3   1
                56.36         36.94        1.6326    2   2   1
                58.12          5.04        1.5872    2   3   0
                58.97         12.16        1.5662    1   3   1
                61.73          8.55        1.5027    3   0   1
                62.25          3.88        1.4913    0   4   0
                64.18         18.15        1.4510    0   0   2
                64.99          1.17        1.4350    1   4   0
                70.11          7.23        1.3420    3   2   1
                71.68          3.08        1.3165    3   3   0
                72.87         11.50        1.2979    2   4   0
                73.62          6.77        1.2864    4   1   0
                74.97         19.06        1.2665    1   2   2
                76.63          8.23        1.2431    2   1   2
                79.52          1.53        1.2051    4   2   0
                81.89          5.20        1.1761    4   1   1
                82.47          3.46        1.1693    2   2   2
                82.96          2.60        1.1636    1   5   0
                84.69          8.98        1.1442    1   3   2
                87.65         14.55        1.1130    4   2   1
                88.60          4.56        1.1035    0   5   1
                89.00         15.10        1.0995    3   1   2
                89.13          2.11        1.0983    4   3   0
                89.13          2.11        1.0983    4   3   0
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
