      Actinolite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R060041
      Evans B W, Yang H
      American Mineralogist 83 (1998) 458-475
      Fe-Mg order-disorder in tremolite-actinolite-ferro-actinolite at ambient
      and high temperature
      Sample: C80, NMNH 168215, from Goose Creek Quarry, Leesburg, Virginia,
      in an alteration of hornblende, after heating at 700 C

      CELL PARAMETERS:   9.866000   18.09800   5.284000   90.00000   104.7700   90.00000
      SPACE GROUP: C2/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 9.78         29.66        9.0658    0   2   0
                10.50         90.86        8.4506    1   1   0
                17.34          2.13        5.1199    0   0   1
                17.39          5.54        5.1073    1   3   0
                18.15         24.37        4.8946   -1   1   1
                19.60         20.91        4.5329    0   4   0
                19.94          1.64        4.4581    0   2   1
                21.04          5.36        4.2253    2   2   0
                22.00          1.13        4.0431   -2   0   1
                22.25          3.28        3.9980    1   1   1
                22.88         15.91        3.8903   -1   3   1
                26.28         54.70        3.3923    1   3   1
                27.14         34.74        3.2877    2   4   0
                28.48         65.25        3.1358    3   1   0
                28.64          1.23        3.1187    2   0   1
                29.45          2.50        3.0343   -3   1   1
                30.29          3.00        2.9521   -1   5   1
                30.32         33.26        2.9491    2   2   1
                31.78         11.45        2.8169    3   3   0
                32.66         26.18        2.7426   -3   3   1
                32.99        100.00        2.7160    1   5   1
                34.47         40.49        2.6024    0   6   1
                35.06          4.56        2.5599    0   0   2
                35.32         60.90        2.5416   -2   0   2
                36.48          1.35        2.4636    0   2   2
                36.73          1.85        2.4473   -2   2   2
                37.15          1.09        2.4205   -2   6   1
                37.19          1.16        2.4177    3   1   1
                37.60          6.04        2.3925    3   5   0
                38.36         35.25        2.3465   -3   5   1
                38.63         12.82        2.3309   -4   2   1
                39.03         14.32        2.3079   -1   7   1
                39.47         19.16        2.2832   -3   1   2
                39.85          1.33        2.2622    3   3   1
                40.70          5.97        2.2169   -2   4   2
                41.23          4.73        2.1897    1   7   1
                41.61         32.54        2.1702    2   6   1
                42.01          4.04        2.1509   -3   3   2
                42.27          2.72        2.1379   -1   5   2
                44.19         17.44        2.0494    2   0   2
                44.77         15.91        2.0241    3   5   1
                44.83         11.12        2.0216   -4   0   2
                45.12          5.29        2.0093    3   7   0
                45.78          1.48        1.9818   -3   7   1
                46.04          5.01        1.9712    1   9   0
                46.74          3.23        1.9432   -3   5   2
                46.98          1.66        1.9341    4   2   1
                47.88          5.60        1.8998    5   1   0
                48.27          3.42        1.8851   -4   6   1
                48.61          8.51        1.8729   -1   9   1
                48.76          2.76        1.8674    2   4   2
                49.21          3.16        1.8513   -1   7   2
                49.35          3.38        1.8463   -4   4   2
                50.07          3.17        1.8215    5   3   0
                50.32          2.64        1.8132    0  10   0
                52.18          5.56        1.7526   -5   1   2
                53.09          2.00        1.7247   -5   5   1
                53.23          1.05        1.7205   -3   7   2
                53.61          1.74        1.7091    0  10   1
                54.09          1.13        1.6951    2  10   0
                54.21          6.51        1.6916   -2   8   2
                54.29          7.06        1.6892   -1   3   3
                54.42          1.61        1.6856   -3   9   1
                54.72          5.09        1.6772    0   2   3
                55.48         25.17        1.6559    4   6   1
                55.92          6.93        1.6439    4   8   0
                56.65         13.01        1.6243    1  11   0
                57.91          4.53        1.5919    6   0   0
                58.27         22.57        1.5829   -1   5   3
                58.90          1.01        1.5675    2  10   1
                59.24          5.47        1.5593    4   0   2
                60.11         10.83        1.5389   -6   0   2
                60.27          1.04        1.5351   -3   5   3
                60.77          3.98        1.5236    1   9   2
                61.04         20.97        1.5175   -2   6   3
                61.34         10.58        1.5110    0  12   0
                61.44          2.37        1.5086   -4   8   2
                61.51          5.85        1.5071    5   5   1
                62.48          1.60        1.4860    0   6   3
                62.95          2.22        1.4761   -2  10   2
