      Paragonite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050447
      Lin C Y, Bailey S W
      American Mineralogist 69 (1984) 122-127
      The crystal structure of paragonite-2M1

      CELL PARAMETERS:   5.128000   8.898000   19.28700   90.00000   94.35000   90.00000
      SPACE GROUP: C2/c
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 9.15         81.68        9.6324    0   0   2
                18.39         29.56        4.8162    0   0   4
                19.96          3.91        4.4406    0   2   0
                20.03         45.16        4.4243    1   1   0
                20.24        100.00        4.3785   -1   1   1
                20.49         22.21        4.3271    0   2   1
                20.87         15.30        4.2485    1   1   1
                21.48          7.06        4.1300   -1   1   2
                22.00         22.52        4.0327    0   2   2
                22.65          2.45        3.9192    1   1   2
                23.58         22.13        3.7668   -1   1   3
                24.33         21.07        3.6524    0   2   3
                26.35         35.77        3.3764   -1   1   4
                27.27         43.47        3.2647    0   2   4
                27.74         83.26        3.2108    0   0   6
                28.27         52.84        3.1516    1   1   4
                29.63          1.83        3.0103   -1   1   5
                30.68         50.68        2.9102    0   2   5
                31.79         41.15        2.8111    1   1   5
                33.28         29.34        2.6883   -1   1   6
                34.99          3.20        2.5606    1   3   0
                35.13          6.01        2.5512    2   0   0
                35.12         31.20        2.5516   -1   3   1
                35.50         75.33        2.5252    1   3   1
                35.61          7.79        2.5173    1   1   6
                35.63         49.40        2.5163   -2   0   2
                37.12         26.04        2.4190    2   0   2
                37.23         33.38        2.4119   -1   3   3
                37.21          5.52        2.4128   -1   1   7
                38.31         32.22        2.3465    1   3   3
                38.43          2.30        2.3393    0   2   7
                38.54         11.81        2.3326   -2   0   4
                40.68          2.14        2.2151   -2   2   1
                40.73          1.76        2.2121    2   2   0
                41.29          5.32        2.1837    2   0   4
                41.35          2.16        2.1807    2   2   1
                41.50         22.45        2.1730   -1   3   5
                41.69          2.56        2.1636    0   4   2
                42.23          4.72        2.1374   -2   2   3
                42.50          1.52        2.1243    2   2   2
                43.05          3.24        2.0984    0   4   3
                43.14         32.80        2.0944    1   3   5
                43.46         13.75        2.0797   -2   0   6
                44.16          3.57        2.0484    2   2   3
                44.90          8.39        2.0163    0   4   4
                45.81          5.55        1.9783   -2   2   5
                47.17          7.29        1.9242    2   0   6
                47.07          1.18        1.9282    0   2   9
                47.19          1.23        1.9237    0   4   5
                47.11         22.93        1.9265    0   0  10
                47.46          5.92        1.9132   -1   3   7
                48.26          4.63        1.8834   -2   2   6
                49.52          5.51        1.8384    1   3   7
                49.87          2.17        1.8262    0   4   6
                49.90          4.23        1.8252   -2   0   8
                51.66          1.49        1.7673    0   2  10
                54.37          5.28        1.6855    2   0   8
                54.27          3.07        1.6882   -2   2   8
                54.65          1.68        1.6775    1   5   0
                54.74          4.61        1.6749    2   4   0
                54.72          8.85        1.6756   -1   3   9
                54.95          2.18        1.6689    2   2   7
                55.01          1.11        1.6674    1   5   1
                54.99          1.37        1.6680   -3   1   2
                55.70          5.07        1.6484   -3   1   3
                56.17          3.57        1.6357    2   4   2
                56.58          6.06        1.6247    3   1   2
                57.04          2.36        1.6127    1   5   3
                57.11         28.89        1.6109    1   3   9
                57.21          2.13        1.6082   -2   4   4
                57.52          1.28        1.6003    2   4   3
                57.65          5.65        1.5972   -1   5   4
                57.54         13.42        1.5999   -2   0  10
                57.76          2.04        1.5943   -2   2   9
                58.06          2.41        1.5867    3   1   3
                58.50          3.52        1.5758    2   2   8
                58.40          5.01        1.5783   -3   1   5
                58.68          2.71        1.5714    1   5   4
                58.90          5.47        1.5662   -2   4   5
                59.94          5.40        1.5414    3   1   4
                60.36          1.00        1.5318   -3   1   6
                60.72          2.53        1.5235    1   5   5
                60.97          4.37        1.5179   -2   4   6
                61.44          1.03        1.5075    2   4   5
                61.64          3.80        1.5030   -1   5   6
                61.54          1.61        1.5052   -2   2  10
                62.62         10.61        1.4817    2   0  10
                62.70         21.95        1.4802    0   6   0
                62.79         41.74        1.4782   -3   3   1
                62.90          1.06        1.4758    0   6   1
                63.13          1.49        1.4711    1   5   6
                63.02         32.08        1.4733   -1   3  11
                63.53          4.98        1.4628    3   3   1
                63.52          1.24        1.4630    0   6   2
                63.95          2.62        1.4541    2   4   6
                63.90          3.94        1.4551    0   4  10
                65.71          2.80        1.4194    1   3  11
                66.44          3.11        1.4055    2   2  10
                66.43          1.46        1.4057    0   2  13
                68.01          1.05        1.3769    1   1  13
                68.06          2.66        1.3761    0   0  14
                69.76          1.86        1.3466    3   3   5
                69.90          4.28        1.3442    0   6   6
                69.91          1.30        1.3442   -2   2  12
                70.22          6.12        1.3389   -3   3   7
                70.13          1.20        1.3405   -1   1  14
                70.81          1.61        1.3292    2   2  11
                71.08          1.18        1.3249    3   1   8
                71.85          9.91        1.3125    2   0  12
