      Arfvedsonite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050082
      Hawthorne F C
      The Canadian Mineralogist 14 (1976) 346-356
      The crystal chemistry of the amphiboles: V. The structure and
      chemistry of arfvedsonite

      CELL PARAMETERS:   10.00700   18.07700   5.332000   90.00000   104.1010   90.00000
      SPACE GROUP: C2/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 9.85          5.28        9.0513    0   2   0
                10.50        100.00        8.4935    1   1   0
                17.17          9.76        5.1882    0   0   1
                17.42         16.88        5.1115    1   3   0
                18.52         15.08        4.8089    2   0   0
                19.69         10.67        4.5256    0   4   0
                19.80          1.01        4.5012    0   2   1
                20.99          4.13        4.2468    2   2   0
                22.12          5.98        4.0304   -2   0   1
                21.92         18.34        4.0680    1   1   1
                22.92          1.92        3.8922   -1   3   1
                26.02         58.55        3.4332    1   3   1
                26.20         18.93        3.4105    0   4   1
                27.12         33.84        3.2957    2   4   0
                28.34         52.64        3.1568    3   1   0
                29.59         10.42        3.0255   -3   1   1
                29.75         11.62        3.0099   -2   4   1
                29.67          1.25        3.0171    0   6   0
                29.89         19.97        2.9957    2   2   1
                31.66         23.91        2.8312    3   3   0
                32.80         27.53        2.7353   -3   3   1
                32.80         86.49        2.7352    1   5   1
                34.04          1.42        2.6386   -1   1   2
                34.44         55.95        2.6082    0   6   1
                34.57          9.54        2.5990    2   4   1
                35.17          2.29        2.5557    2   6   0
                35.30         71.36        2.5468   -2   0   2
                36.02          4.37        2.4974    1   7   0
                36.07          1.13        2.4937    0   2   2
                36.90          1.90        2.4394   -1   3   2
                37.46         10.29        2.4045    4   0   0
                37.28          4.02        2.4153   -2   6   1
                37.53          6.06        2.4002    3   5   0
                38.51         26.64        2.3409   -3   5   1
                38.75          8.06        2.3271   -4   2   1
                38.80          1.80        2.3239    4   2   0
                38.38          1.11        2.3486    1   1   2
                39.12          8.98        2.3059   -1   7   1
                39.34          1.86        2.2932    3   3   1
                39.59         17.72        2.2795   -3   1   2
                40.70          5.79        2.2195   -2   4   2
                41.11          2.11        2.1985    1   7   1
                41.33         44.09        2.1870    2   6   1
                42.13          9.89        2.1474   -3   3   2
                42.13          2.82        2.1473   -1   5   2
                42.58          5.52        2.1258   -4   4   1
                43.40         22.69        2.0874    2   0   2
                44.33         13.51        2.0456    3   5   1
                45.03         14.88        2.0152   -4   0   2
                46.34          1.27        1.9612    4   2   1
                46.15          1.98        1.9688    1   9   0
                46.88          3.52        1.9401   -3   5   2
                47.58          2.64        1.9128    5   1   0
                48.41         11.97        1.8821   -4   6   1
                48.04          1.26        1.8955    2   4   2
                48.90          1.03        1.8641   -5   3   1
                48.72          1.67        1.8708   -1   9   1
                49.56          2.56        1.8409   -4   4   2
                49.70          3.43        1.8362    4   4   1
                50.40          5.77        1.8120    1   9   1
                50.45          9.98        1.8103    0  10   0
                52.42          4.06        1.7467   -5   1   2
                51.75          1.27        1.7679   -1   1   3
                52.42          1.99        1.7467    1   7   2
                53.18          2.20        1.7236   -5   5   1
                53.80          1.13        1.7052    0   8   2
                53.84          5.32        1.7041   -1   3   3
                54.18          5.66        1.6942    2  10   0
                54.02          2.99        1.6987    0   2   3
                54.27          2.42        1.6916   -2   8   2
                54.59          3.64        1.6822   -3   9   1
                54.95         27.64        1.6722    4   6   1
                55.83          3.26        1.6479    4   8   0
                55.96          2.30        1.6442   -2   4   3
                56.79          9.97        1.6221    1  11   0
                57.53          5.89        1.6030    6   0   0
                57.04          1.67        1.6155    0   4   3
                57.85         18.55        1.5947   -1   5   3
                58.15          5.49        1.5873    4   0   2
                58.75          2.21        1.5726    2  10   1
                59.88          1.10        1.5455   -6   4   1
                60.36         12.78        1.5343   -6   0   2
                60.23          1.17        1.5372   -3   5   3
                60.41          2.25        1.5332    1   9   2
                60.83          6.52        1.5236    5   5   1
                60.84         20.65        1.5233   -2   6   3
                61.66          1.78        1.5049   -4   8   2
                61.79          1.42        1.5022   -4   4   3
                61.50          8.89        1.5085    0  12   0
                61.98          2.89        1.4979    4   4   2
                61.87          4.50        1.5004    0   6   3
                62.03          1.23        1.4969    2   2   3
                62.29          1.48        1.4912    1   5   3
                62.60          2.57        1.4845    0  10   2
                63.03          6.09        1.4755   -2  10   2
                64.11          1.52        1.4531   -6   4   2
                63.58          3.90        1.4641    3  11   0
                63.57          1.48        1.4642   -1   7   3
                64.57         24.23        1.4439   -6   6   1
                64.42          1.49        1.4470   -4  10   1
                64.45          4.79        1.4462    4  10   0
                65.41          2.15        1.4274   -5   3   3
                66.40          2.14        1.4083   -4   6   3
                67.28          9.22        1.3920    5   1   2
                68.51          2.68        1.3700    7   1   0
                69.01          4.19        1.3613   -5   5   3
                68.65          3.67        1.3676    2  10   2
                69.07          3.01        1.3602    5   3   2
                69.32          6.54        1.3559    2   6   3
                70.28          1.56        1.3397    7   3   0
                69.87          2.93        1.3467   -4  10   2
                69.58          5.31        1.3515    1  11   2
                70.39          3.95        1.3379   -3  11   2
                70.78          2.05        1.3315   -1   9   3
                71.73          8.42        1.3162   -7   5   1
                71.25          4.94        1.3238   -1   1   4
                71.43          1.27        1.3210    1  13   1
                72.50          1.36        1.3041    0  12   2
                72.90         12.62        1.2979   -2  12   2
                72.83          1.56        1.2989    3   5   3
                73.00          2.45        1.2964   -1   3   4
                72.95          4.30        1.2971    0   0   4
                74.23          2.40        1.2779    4  12   0
                74.53          5.83        1.2734   -4   0   4
                76.92          2.41        1.2396    6   0   2
                78.19          1.08        1.2227    2  12   2
                79.78          2.97        1.2022    8   0   0
                79.92          5.71        1.2004   -5  11   2
                79.95          1.13        1.2001    6  10   0
                80.48          1.16        1.1935    4  10   2
                81.23          3.92        1.1843    2   0   4
                82.40          3.22        1.1705   -6  10   2
                83.00          1.41        1.1636   -8   4   2
                85.61          1.05        1.1345    7   9   0
