      Beryl
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R060943
      Brown G E, Mills B A
      American Mineralogist 71 (1986) 547-556
      High-temperature structure and crystal chemistry of hydrous alkali-rich beryl
      from the Harding pegmatite, Taos County, New Mexico
      Sample: T = 24 deg C, before heating
      O2x has been corrected

      CELL PARAMETERS:   9.236000   9.236000   9.246000   90.00000   90.00000   120.0000
      SPACE GROUP: P6/mcc
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                11.07         60.52        8.0093    1   0   0
                19.32         28.16        4.5973    0   0   2
                22.31         13.15        3.9871    1   0   2
                22.21          1.77        4.0047    2   0   0
                27.36        100.00        3.2602    1   1   2
                29.59         27.39        3.0196    2   0   2
                29.51         13.61        3.0272    2   1   0
                31.11         85.39        2.8754    2   1   1
                33.57          3.16        2.6698    3   0   0
                35.51         12.15        2.5283    2   1   2
                39.19          8.85        2.2986    0   0   4
                38.95          1.13        2.3121    2   2   0
                40.84          4.79        2.2094    1   0   4
                40.61          5.33        2.2214    3   1   0
                41.83          6.85        2.1593    3   1   1
                43.82          1.63        2.0656    2   2   2
                45.49          4.79        1.9936    2   0   4
                45.28          1.19        2.0023    4   0   0
                49.80          1.28        1.8307    2   1   4
                49.60          1.41        1.8375    3   2   0
                50.74          8.67        1.7986    3   1   3
                52.52         14.08        1.7419    3   0   4
                52.33         11.67        1.7478    4   1   0
                53.34          9.01        1.7170    4   1   1
                53.70          2.21        1.7062    3   2   2
                56.43         15.32        1.6301    2   2   4
                56.29          2.49        1.6337    4   1   2
                57.51          2.64        1.6019    5   0   0
                58.73          2.48        1.5717    2   1   5
                58.55          5.16        1.5759    3   2   3
                60.38          3.95        1.5324    0   0   6
                61.00         13.97        1.5183    4   1   3
                61.21          2.23        1.5136    4   2   0
                63.98          5.39        1.4546    1   1   6
                63.65          5.05        1.4614    3   3   2
                64.95          3.21        1.4353    3   2   4
                64.82          3.80        1.4377    4   2   2
                67.27          1.69        1.3913    4   1   4
                68.61          2.85        1.3672    2   1   6
                68.29          2.06        1.3729    5   1   2
                70.52          1.05        1.3349    6   0   0
                74.21          1.91        1.2773    2   2   6
                73.89          8.78        1.2819    6   0   2
                73.86          4.15        1.2825    5   2   0
                74.92          4.82        1.2669    4   1   5
                74.69          6.67        1.2702    5   2   1
                75.11          4.55        1.2642    4   2   4
                78.38          1.19        1.2194    5   1   4
                79.50          6.00        1.2050    2   1   7
                79.12          6.70        1.2098    4   3   3
                81.27          1.40        1.1831    5   2   3
                84.20          3.30        1.1493    0   0   8
                83.75          1.44        1.1543    6   0   4
                84.81          1.29        1.1425    4   3   4
                86.94          3.71        1.1200    5   2   4
                86.94          3.71        1.1200    5   2   4
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
