      Beaverite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R060400
      Breidenstein B, Schluter J, Gebhard G
      Neues Jahrbuch fur Mineralogie, Monatshefte 1992 (1992) 213-220
      On beaverite: new occurrence, chemical data and crystal structure
      Locality: Grand Reef mine, Graham County, Arizona, USA

      CELL PARAMETERS:   7.205000   7.205000   16.99400   90.00000   90.00000   120.0000
      SPACE GROUP: R-3m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                15.06        100.00        5.8865    1   0   1
                15.47          2.94        5.7291    0   0   3
                17.52          3.85        5.0628    0   1   2
                24.61         33.59        3.6174    1   1   0
                25.13          6.52        3.5436    1   0   4
                28.97          1.27        3.0820    0   2   1
                29.19         90.08        3.0587    1   1   3
                29.64          6.76        3.0137    0   1   5
                30.36         24.24        2.9433    2   0   2
                31.22         17.17        2.8646    0   0   6
                35.45         17.77        2.5314    0   2   4
                38.36         12.08        2.3460    2   1   1
                38.88          2.43        2.3154    2   0   5
                39.46         13.71        2.2830    1   2   2
                39.40         22.74        2.2861    1   0   7
                40.14          7.26        2.2457    1   1   6
                43.31          2.24        2.0885    3   0   0
                43.62          5.75        2.0740    2   1   4
                44.57          1.33        2.0323    0   1   8
                46.25         17.61        1.9622    0   3   3
                46.25          4.25        1.9622    3   0   3
                46.55          7.13        1.9501    1   2   5
                50.43         14.87        1.8087    2   2   0
                51.56          4.86        1.7718    2   0   8
                52.93          3.11        1.7289    1   3   1
                53.75          4.48        1.7045    2   1   7
                54.34          1.38        1.6876    0   3   6
                54.34          1.14        1.6876    3   0   6
                54.29          6.10        1.6888    1   1   9
                55.40          1.53        1.6575    1   0  10
                59.58          5.46        1.5508    3   1   5
                60.00          4.34        1.5410    0   4   2
                60.51          9.06        1.5293    2   2   6
                61.51          7.43        1.5069    0   2  10
                63.14          3.17        1.4716    4   0   4
                65.08          2.45        1.4324    3   2   1
                65.80          2.54        1.4184    1   3   7
                66.28          3.18        1.4093    0   3   9
                68.60          2.17        1.3672    4   1   0
                70.81          2.85        1.3299    1   4   3
                70.81          3.44        1.3299    4   1   3
                73.11          1.15        1.2936    1   0  13
                76.79          3.30        1.2405    3   2   7
                78.17          1.54        1.2220    1   3  10
                83.44          1.02        1.1577    4   0  10
                83.73          1.53        1.1544    2   1  13
                86.65          1.48        1.1229    2   2  12
                86.65          1.48        1.1229    2   2  12
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
