  Johachidolite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern R070640.
      Moore P B, Araki T
      Nature Physical Science 240 (1972) 63-65
      Johachidolite, CaAl[B3O7], a borate with very dense atomic structure
      Locality: Johachido, North Korea

      CELL PARAMETERS:   7.965218   11.72749   4.371489   90.00000   90.00000   90.00000
      SPACE GROUP: Cmma
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                15.13          5.82        5.8637    0   2   0
                20.33          3.77        4.3715    0   0   1
                22.34          7.96        3.9826    2   0   0
                24.45          4.25        3.6427    1   1   1
                25.43          9.84        3.5047    0   2   1
                27.08          8.17        3.2946    2   2   0
                30.37          3.31        2.9440    2   0   1
                30.50          2.98        2.9319    0   4   0
                34.08        100.00        2.6310    2   2   1
                36.92         22.03        2.4349    0   4   1
                38.12         10.34        2.3611    2   4   0
                40.49          7.14        2.2280    3   1   1
                43.63          7.59        2.0746    1   1   2
                44.22          2.26        2.0481    0   2   2
                45.33         19.68        2.0005    1   5   1
                45.55          8.85        1.9913    4   0   0
                46.25         33.62        1.9626    3   3   1
                46.45          5.08        1.9546    0   6   0
                47.44          2.28        1.9161    2   0   2
                48.26          6.85        1.8855    4   2   0
                49.10          1.30        1.8553    1   3   2
                50.07         22.37        1.8214    2   2   2
                50.35          6.77        1.8122    4   0   1
                52.12          8.76        1.7547    2   6   0
                52.19         14.73        1.7524    0   4   2
                55.79          4.75        1.6473    4   4   0
                56.50         13.07        1.6284    2   6   1
                59.66          2.01        1.5493    3   3   2
                60.00          6.88        1.5415    4   4   1
                63.14          7.01        1.4720    4   0   2
                63.43          2.54        1.4659    0   8   0
                63.86          3.62        1.4572    0   0   3
                63.87          1.47        1.4570    0   6   2
                66.92          1.32        1.3978    5   3   1
                67.35          2.50        1.3899    0   8   1
                68.14          1.22        1.3757    2   8   0
                68.56          4.01        1.3683    2   6   2
                70.66          3.72        1.3326    2   2   3
                70.97          1.45        1.3275    6   0   0
                71.72          5.35        1.3155    4   4   2
                72.39          3.67        1.3049    0   4   3
                73.05          2.23        1.2948    6   2   0
                74.72          1.17        1.2699    3   1   3
                76.74          4.90        1.2415    6   2   1
                78.11          1.42        1.2231    1   5   3
                78.53          3.28        1.2175    0   8   2
                78.78          1.76        1.2142    3   3   3
                79.16          1.07        1.2093    6   4   0
                81.49          8.90        1.1805    4   8   0
                82.54          1.80        1.1682    0   6   3
                82.88          1.35        1.1643    2   8   2
                83.87          1.47        1.1530    4   2   3
                85.55          1.23        1.1347    6   0   2
                86.84          2.56        1.1210    2   6   3
                87.53          1.42        1.1140    6   2   2
                89.67          1.70        1.0929    0   0   4
                89.82          5.63        1.0914    4   4   3
                89.82          5.63        1.0914    4   4   3
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
