      Tremolite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R060044
      Oberti R, Ungaretti L, Cannillo E, Hawthorne F C, Memmi I
      European Journal of Mineralogy 7 (1995) 1049-1063
      Temperature-dependent Al order-disorder in the
      tetrahedral double chain of C2/m amphiboles
      Sample: S(1)

      CELL PARAMETERS:   9.860000   18.11800   5.285000   90.00000   104.5700   90.00000
      SPACE GROUP: C2/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 9.72         48.33        9.1038    0   2   0
                10.40         67.99        8.5077    1   1   0
                17.22          5.70        5.1505    0   0   1
                17.27         13.38        5.1335    1   3   0
                17.99         35.15        4.9319   -1   1   1
                18.44          6.45        4.8114    2   0   0
                19.50         27.35        4.5519    0   4   0
                19.80          1.37        4.4828    0   2   1
                20.88          9.26        4.2539    2   2   0
                21.78          2.86        4.0793   -2   0   1
                22.11          3.70        4.0190    1   1   1
                22.71         28.29        3.9150   -1   3   1
                26.13         56.05        3.4091    1   3   1
                26.96         39.81        3.3066    2   4   0
                28.24         64.21        3.1590    3   1   0
                28.45          2.49        3.1358    2   0   1
                29.16          2.00        3.0613   -3   1   1
                30.13         38.12        2.9649    2   2   1
                30.10          6.67        2.9682   -1   5   1
                31.54          8.96        2.8359    3   3   0
                32.37         22.87        2.7646   -3   3   1
                32.81        100.00        2.7287    1   5   1
                34.28         29.22        2.6145    0   6   1
                34.82          8.12        2.5753    0   0   2
                35.01         56.17        2.5617   -2   0   2
                36.23          1.79        2.4780    0   2   2
                36.42          2.83        2.4660   -2   2   2
                36.95          1.25        2.4318    3   1   1
                36.90          3.37        2.4348   -2   6   1
                36.92          1.27        2.4334   -4   0   1
                37.34          6.77        2.4070    3   5   0
                38.07         31.64        2.3629   -3   5   1
                38.27         14.70        2.3508   -4   2   1
                38.81         16.72        2.3193   -1   7   1
                39.10         18.08        2.3027   -3   1   2
                40.38          6.39        2.2325   -2   4   2
                41.01          5.07        2.1995    1   7   1
                41.31          1.56        2.1846    1   3   2
                41.38         26.06        2.1807    2   6   1
                41.63          3.06        2.1682   -3   3   2
                41.99          2.63        2.1507   -1   5   2
                43.92         14.78        2.0603    2   0   2
                44.50         12.41        2.0349    3   5   1
                44.39          7.50        2.0397   -4   0   2
                44.84          6.28        2.0203    3   7   0
                45.46          1.41        1.9940   -3   7   1
                45.81          5.14        1.9798    1   9   0
                45.55          1.37        1.9903   -4   2   2
                46.36          3.70        1.9574   -3   5   2
                46.66          1.63        1.9457    4   2   1
                47.48          8.06        1.9139    5   1   0
                47.89          1.77        1.8984   -4   6   1
                48.34         11.13        1.8817   -1   9   1
                48.47          2.59        1.8770    2   4   2
                48.90          3.58        1.8615   -1   7   2
