      Fluorapophyllite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern R060554
      Colville A A, Anderson C P, Black P M
      American Mineralogist 56 (1971) 1222-1233
      Refinement of the crystal structure of apophyllite I. X-ray diffraction and
      physical properties

      CELL PARAMETERS:   8.975914   8.975914   15.79498   90.00000   90.00000   90.00000
      SPACE GROUP: P4/mnc
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                11.41        100.00        7.8038    1   0   1
                14.02         10.09        6.3469    1   1   0
                19.61         31.71        4.5414    1   0   3
                19.84         31.29        4.4880    2   0   0
                22.20          2.28        4.0142    2   1   0
                22.58         18.53        3.9487    0   0   4
                22.85          1.95        3.9019    2   0   2
                22.92         28.50        3.8905    2   1   1
                24.94         77.65        3.5784    2   1   2
                26.64         10.95        3.3528    1   1   4
                28.17         45.61        3.1735    2   2   0
                30.04         53.96        2.9798    1   0   5
                30.41          4.31        2.9446    2   2   2
                30.46         32.19        2.9397    3   0   1
                31.57          1.82        2.8384    3   1   0
                31.84          4.31        2.8150    2   1   4
                32.09          9.45        2.7937    3   1   1
                33.60         17.25        2.6711    3   1   2
                35.99         72.02        2.4985    3   1   3
                36.23         49.77        2.4825    2   1   5
                36.36          4.22        2.4736    2   2   4
                36.59          1.23        2.4591    3   2   1
                37.01          8.84        2.4316    1   1   6
                37.94          3.66        2.3743    3   2   2
                40.11          1.98        2.2506    3   2   3
                40.23          1.18        2.2440    4   0   0
                41.04          3.33        2.2013    2   1   6
                41.30          1.40        2.1883    1   0   7
                41.61          1.19        2.1723    3   0   5
                41.89          8.09        2.1585    4   0   2
                41.93          4.12        2.1566    4   1   1
                42.87         24.93        2.1113    3   1   5
                42.99         20.24        2.1059    3   2   4
                43.14          1.99        2.0987    4   1   2
                44.36          3.73        2.0436    3   3   2
                44.77          3.64        2.0261    2   2   6
                45.21         34.11        2.0071    4   2   0
                45.60          3.26        1.9911    4   2   1
                46.59          1.20        1.9510    4   0   4
                46.73          2.15        1.9452    4   2   2
                47.12          1.30        1.9302    3   1   6
                47.74          2.18        1.9064    4   1   4
                50.70          1.43        1.8015    3   0   7
                50.98          3.47        1.7926    4   1   5
                51.08          4.72        1.7892    4   2   4
                51.25          1.57        1.7837    5   0   1
                51.25          3.13        1.7837    4   3   1
                51.62          3.97        1.7717    2   1   8
                51.79         20.47        1.7663    3   1   7
                52.29          3.53        1.7505    4   3   2
                52.32          3.23        1.7495    5   1   1
                53.21          1.19        1.7224    1   0   9
                53.35          1.10        1.7182    5   1   2
                53.99          1.48        1.6991    4   3   3
                54.17          2.54        1.6941    4   2   5
                54.74          3.69        1.6776    4   1   6
                54.78          2.82        1.6764    2   2   8
                55.03          2.18        1.6695    5   1   3
                55.46         12.27        1.6576    5   2   1
                56.45          2.80        1.6309    5   2   2
                56.83          2.86        1.6208    3   1   8
                57.32          1.12        1.6080    2   1   9
                57.33          4.48        1.6078    5   1   4
                57.79          3.13        1.5961    4   2   6
                58.07          2.49        1.5891    5   2   3
                58.16          2.78        1.5867    4   4   0
                58.45          9.95        1.5795    0   0  10
                59.81         11.34        1.5469    3   2   8
                60.29          2.09        1.5356    5   2   4
                60.44          2.13        1.5321    5   3   1
                61.25          1.43        1.5138    3   0   9
                61.89          1.16        1.4997    4   2   7
                62.06          6.46        1.4960    6   0   0
                62.21          4.26        1.4927    3   1   9
                62.92          5.47        1.4775    5   3   3
                63.08          3.92        1.4742    5   2   5
                63.32          2.49        1.4692    6   1   1
                63.60          2.82        1.4633    5   1   6
                63.64          4.34        1.4625    4   1   8
                64.23          1.37        1.4505    6   1   2
                65.05          1.01        1.4342    5   3   4
                65.82          3.85        1.4192    6   2   0
                66.09          2.74        1.4140    2   2  10
                66.74          1.17        1.4018    5   4   0
                67.04          3.40        1.3963    5   4   1
                67.81          1.75        1.3823    6   1   4
                69.13          1.86        1.3590    4   4   6
                69.54          1.18        1.3520    2   1  11
                70.21          1.45        1.3407    5   2   7
                70.44          1.57        1.3370    6   1   5
                70.93          1.42        1.3288    5   3   6
                71.41          1.86        1.3212    4   2   9
                71.71          1.43        1.3162    0   0  12
                73.11          1.22        1.2945    3   0  11
                73.30          1.26        1.2916    4   0  10
                73.59          2.41        1.2872    6   1   6
                73.99          4.08        1.2813    3   1  11
                73.98          5.40        1.2813    5   4   5
                74.51          3.10        1.2736    5   2   8
                74.64          3.14        1.2716    5   3   7
                75.92          2.21        1.2533    5   5   2
                75.92          3.65        1.2533    7   1   2
                76.46          1.75        1.2459    7   0   3
                76.79          6.41        1.2412    4   2  10
                77.66          1.60        1.2296    6   4   2
                78.52          1.28        1.2182    7   2   2
                79.27          1.05        1.2086    5   2   9
                80.05          1.16        1.1986    4   1  11
                80.42          1.20        1.1941    3   1  12
                80.52          1.46        1.1928    6   3   6
                80.91          2.18        1.1881    7   0   5
                81.42          1.01        1.1820    6   1   8
                83.46          1.41        1.1581    6   4   5
                84.17          5.23        1.1501    7   3   3
                87.04          2.53        1.1194    4   4  10
                87.28          4.21        1.1170    3   1  13
                87.32          1.25        1.1165    7   2   6
                88.62          1.76        1.1035    6   5   4
                88.90          1.16        1.1007    4   2  12
                88.90          1.16        1.1007    4   2  12
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
