      Phlogopite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern of R040042
      Hazen R M, Burnham C W
      American Mineralogist 58 (1973) 889-900
      The crystal structures of one-layer phlogopite and annite

      CELL PARAMETERS:   5.311049   9.193100   10.15028   90.00000   100.0739   90.00000
      SPACE GROUP: C2/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 8.89         89.37        9.9938    0   0   1
                17.79          3.16        4.9969    0   0   2
                19.35         12.91        4.5965    0   2   0
                19.57         18.15        4.5453    1   1   0
                20.23          4.05        4.3971   -1   1   1
                21.31          1.30        4.1760    0   2   1
                22.72         19.31        3.9190    1   1   1
                24.42         47.74        3.6499   -1   1   2
                26.38         67.50        3.3829    0   2   2
                26.79         51.02        3.3313    0   0   3
                28.51         64.42        3.1336    1   1   2
                30.80         44.54        2.9058   -1   1   3
                33.24         21.94        2.6974    0   2   3
                33.91         10.05        2.6453   -2   0   1
                33.93         20.19        2.6438    1   3   0
                34.32         33.52        2.6146    2   0   0
                34.33         66.48        2.6137   -1   3   1
                35.78          7.24        2.5110    1   1   3
                35.89          3.29        2.5035   -2   0   2
                35.92          6.76        2.5018    1   3   1
                35.97          5.15        2.4984    0   0   4
                37.06         36.88        2.4273   -1   3   2
                37.05         18.74        2.4276    2   0   1
                38.40          1.34        2.3452   -1   1   4
                39.22          4.45        2.2983    0   4   0
                39.32          8.33        2.2927   -2   2   1
                39.68          7.19        2.2726    2   2   0
                39.95          2.35        2.2574   -2   0   3
                39.98          4.78        2.2559    1   3   2
                40.28          6.28        2.2398    0   4   1
                41.07          5.80        2.1985   -2   2   2
                41.71         33.10        2.1663   -1   3   3
                41.71         16.55        2.1662    2   0   2
                42.11          5.20        2.1466    2   2   1
                43.35          3.54        2.0880    0   4   2
                44.74          1.32        2.0263   -2   2   3
                45.39         16.01        1.9988    0   0   5
                45.64          6.72        1.9884   -2   0   4
                45.67         13.73        1.9871    1   3   3
                47.84          4.59        1.9018   -1   3   4
                47.85          2.28        1.9015    2   0   3
                49.98          1.67        1.8250   -2   2   4
                52.05          1.93        1.7571    2   2   3
                52.55          1.76        1.7417   -2   0   5
                52.58          3.51        1.7407    1   3   4
                52.66          1.04        1.7384   -3   1   1
                52.77          1.29        1.7349   -2   4   1
                54.20          2.45        1.6925    1   5   1
                54.23          1.13        1.6915    0   4   4
                55.03          1.82        1.6689   -1   5   2
                55.02          5.38        1.6690    2   4   1
                55.10         29.90        1.6669   -1   3   5
                55.11         14.86        1.6666    2   0   4
                55.14          1.18        1.6656    0   0   6
                56.00          7.91        1.6421   -3   1   3
                56.02          3.60        1.6416    3   1   1
                57.20          4.24        1.6105   -2   4   3
                57.22          8.00        1.6099    1   5   2
                58.55          3.70        1.5764   -1   5   3
                58.56          5.27        1.5764    2   4   2
                60.01          2.24        1.5415   -3   1   4
                60.04          2.29        1.5409    3   1   2
                60.38         34.59        1.5329   -3   3   1
                60.45          8.24        1.5314   -2   0   6
                60.41         17.35        1.5322    0   6   0
                60.48         16.48        1.5306    1   3   5
                61.16          3.84        1.5153   -3   3   2
                61.17          3.77        1.5151    3   3   0
                61.19          3.76        1.5145    0   6   1
                61.68          1.05        1.5037   -2   4   4
                62.20          1.19        1.4923    1   1   6
                63.30          2.62        1.4691   -1   3   6
                63.31          1.28        1.4688    2   0   5
                64.09          1.30        1.4529   -2   2   6
                65.36          1.81        1.4277    0   0   7
                65.47          1.88        1.4254   -1   1   7
                66.86          2.49        1.3991    2   2   5
                68.85          1.85        1.3634    0   2   7
                69.23          8.30        1.3568   -2   0   7
                69.27         16.64        1.3562    1   3   6
                69.71          3.56        1.3487    0   4   6
                71.05          2.93        1.3264   -4   0   1
                71.09          5.77        1.3258   -2   6   1
                71.29          4.93        1.3226   -4   0   2
                71.33          9.93        1.3219    2   6   0
                72.31          1.07        1.3065    1   1   7
                72.28          4.04        1.3069   -3   3   5
                72.33          3.98        1.3061    0   6   4
                72.32          3.99        1.3063    3   3   3
                72.64          4.02        1.3013   -2   2   7
                72.95          3.32        1.2965   -4   0   3
                73.01          6.67        1.2957    2   6   1
                74.88          3.51        1.2678   -2   6   3
                74.86          1.77        1.2680    4   0   1
                75.61          1.08        1.2574    4   2   0
                75.74          3.51        1.2555    2   2   6
                76.19          2.03        1.2492    0   0   8
                76.35          2.13        1.2471   -1   7   2
                77.17          3.01        1.2358   -3   5   3
                78.17          3.00        1.2224    4   2   1
                78.21          1.12        1.2219    1   7   2
                78.61          1.71        1.2166   -3   3   6
                78.66          1.71        1.2160    0   6   5
                78.65          1.69        1.2161    3   3   4
                78.92          2.23        1.2127    0   4   7
                79.31          1.21        1.2078   -4   2   4
                79.36          2.10        1.2070   -1   7   3
                80.48          1.57        1.1931    2   6   3
                85.54          1.13        1.1349    2   4   6
                86.12          4.23        1.1287   -4   0   6
                86.20          8.32        1.1279    2   6   4
                88.58          1.11        1.1036   -3   1   8
                88.58          1.11        1.1036   -3   1   8
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.

