      Vanadinite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern R050171
      Trotter J, Barnes W H
      The Canadian Mineralogist 6 (1958) 161-173
      The structure of vanadinite

      CELL PARAMETERS:   10.31723   10.31723   7.349668   90.00000   90.00000   120.0000
      SPACE GROUP: P6_3/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 9.91          2.01        8.9350    1   0   0
                17.19          8.91        5.1586    1   1   0
                19.87         25.16        4.4675    2   0   0
                21.04         34.62        4.2224    1   1   1
                23.30          2.97        3.8176    2   0   1
                24.21          6.84        3.6748    0   0   2
                26.21         26.95        3.3986    1   0   2
                26.38         14.39        3.3771    1   2   0
                26.38         19.26        3.3771    2   1   0
                29.09         46.19        3.0687    1   2   1
                29.09         53.81        3.0687    2   1   1
                29.84         91.58        2.9930    1   1   2
                29.99         55.19        2.9783    3   0   0
                32.42          1.16        2.7603    3   0   1
                34.77          1.99        2.5793    2   2   0
                36.11          1.96        2.4866    1   2   2
                38.31          1.40        2.3482    1   3   1
                38.91          4.43        2.3138    3   0   2
                40.36          4.94        2.2337    4   0   0
                40.75          9.69        2.2130    1   1   3
                42.81         34.74        2.1112    2   2   2
                44.05          5.09        2.0546    1   3   2
                44.05         12.68        2.0546    3   1   2
                44.16          7.44        2.0498    2   3   0
                45.73         15.11        1.9830    1   2   3
                45.73         10.38        1.9830    2   1   3
                45.94         14.66        1.9745    2   3   1
                45.94          7.34        1.9745    3   2   1
                46.55          7.87        1.9498    1   4   0
                46.55         14.76        1.9498    4   1   0
                47.62         28.36        1.9088    4   0   2
                49.59         12.81        1.8374    0   0   4
                50.99          1.20        1.7902    3   2   2
                52.86          1.08        1.7309    1   1   4
                53.15          3.43        1.7224    1   4   2
                53.15          1.78        1.7224    4   1   2
                53.93          3.19        1.6993    2   0   4
                54.30          2.94        1.6886    2   4   0
                54.30          2.28        1.6886    4   2   0
                54.80          5.47        1.6743    3   3   1
                57.03          3.98        1.6140    1   2   4
                57.03          3.61        1.6140    2   1   4
                57.30          6.62        1.6071    5   0   2
                57.39          1.47        1.6048    1   5   0
                57.39          2.39        1.6048    5   1   0
                58.69          3.86        1.5721    2   3   3
                58.69          3.92        1.5721    3   2   3
                58.87          3.44        1.5678    1   5   1
                58.87          5.23        1.5678    5   1   1
                59.04         12.40        1.5638    3   0   4
                59.30          9.36        1.5575    3   3   2
                65.16          1.21        1.4307    2   5   0
                65.77          2.32        1.4190    4   0   4
                66.05          1.18        1.4137    1   1   5
                66.38          2.79        1.4075    3   3   3
                66.54          1.23        1.4044    2   5   1
                66.54          3.89        1.4044    5   2   1
                67.87          5.91        1.3801    6   0   2
                68.54          2.85        1.3682    2   3   4
                68.78          3.86        1.3640    3   4   2
                68.86          1.85        1.3626    1   6   0
                69.73          2.27        1.3478    1   2   5
                69.73          3.90        1.3478    2   1   5
                70.05          2.42        1.3424    1   5   3
                70.05          2.01        1.3424    5   1   3
                70.21          2.21        1.3397    1   6   1
                70.36          3.98        1.3372    1   4   4
                70.36          6.48        1.3372    4   1   4
                70.60          4.55        1.3333    2   5   2
                70.60          4.64        1.3333    5   2   2
                73.37          5.95        1.2897    4   4   0
                76.58          1.64        1.2433    4   2   4
                76.58          1.85        1.2433    2   4   4
                77.15          2.69        1.2355    5   2   3
                79.20          1.16        1.2087    1   5   4
                79.20          1.53        1.2087    5   1   4
                79.43          1.31        1.2058    7   0   2
                79.43          3.81        1.2058    3   5   2
                80.32          2.85        1.1945    2   3   5
                80.54          4.01        1.1918    1   1   6
                81.23          1.19        1.1835    1   7   0
                81.23          2.66        1.1835    7   1   0
                87.18          1.11        1.1173    3   3   5
                88.25          2.92        1.1065    2   2   6
                89.10          1.06        1.0981    3   1   6
                89.48          1.52        1.0945    1   6   4
                89.48          1.52        1.0945    1   6   4
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
