      Willemite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R060875
      Klaska K-H, Eck J C, Pohl D
      Acta Crystallographica B34 (1978) 3324-3325
      New investigation of willemite
      Locality: synthetic
      Note: Anisotropic displacement parameters are from ICSD

      CELL PARAMETERS:   13.94800   13.94800   9.315000   90.00000   90.00000   120.0000
      SPACE GROUP: R-3
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                12.68         22.04        6.9884    1   1   0
                17.47          1.44        5.0803    0   2   1
                20.38          4.25        4.3601    0   1   2
                21.63          3.59        4.1092    2   1   1
                21.63          9.30        4.1092    3  -1   1
                22.04         28.31        4.0347    3   0   0
                25.50         73.55        3.4942    2   2   0
                27.28          1.89        3.2694   -1   3   2
                27.28          2.45        3.2694    1   2   2
                28.25          3.02        3.1595    1   3   1
                28.25          2.05        3.1595   -1   4   1
                31.43         43.39        2.8458    2  -1   3
                31.43         44.46        2.8458    1   1   3
                33.94          2.39        2.6414    1   4   0
                33.94         97.61        2.6414    4   1   0
                35.33          1.86        2.5401    0   4   2
                38.71         28.31        2.3256    2   2   3
                38.71         25.85        2.3256    4  -2   3
                39.26          2.61        2.2946    1   0   4
                40.59          2.05        2.2219    2   4   1
                42.02          5.53        2.1496    5   0   2
                43.47          1.86        2.0811    3  -1   4
                44.06          1.88        2.0546    6  -2   2
                44.92          8.68        2.0174    6   0   0
                44.98          1.21        2.0148   -1   5   3
                46.03          2.90        1.9712   -1   6   2
                46.65          1.54        1.9463    7  -3   1
                46.86         10.16        1.9382    2   5   0
                48.80         23.05        1.8657    6  -3   3
                48.80         20.87        1.8657    3   3   3
                49.79          1.76        1.8309    3   4   2
                50.37          1.63        1.8109    1   6   1
                52.88          2.46        1.7306    1   2   5
                54.14          3.46        1.6934    0   6   3
                54.14          4.22        1.6934    6   0   3
                54.56          1.80        1.6813    0   5   4
                55.61          1.35        1.6521    8  -2   1
                55.61          1.64        1.6521    6   2   1
                55.84          2.65        1.6458    7  -2   3
                55.84          2.28        1.6458    2   5   3
                55.84          1.75        1.6458   -2   7   3
                55.84          1.81        1.6458    5   2   3
                56.30          1.35        1.6333    4  -1   5
                57.46          8.76        1.6032    1   7   0
                57.46          5.22        1.6032    7   1   0
                57.91          1.75        1.5917    5   1   4
                59.29         13.37        1.5580    0   0   6
                60.70          4.82        1.5250    3   6   0
                60.70          4.09        1.5250    6   3   0
                60.75          1.16        1.5239    8  -4   3
                60.75          1.09        1.5239    4   4   3
                64.04          1.08        1.4534    3   0   6
                65.44          1.92        1.4256   -1   8   3
                65.44         18.30        1.4256    1   7   3
                65.44         17.19        1.4256    8  -1   3
                65.44          2.10        1.4256    7   1   3
                65.58          4.18        1.4229    4  -2   6
                65.58          3.13        1.4229    2   2   6
                66.91          6.52        1.3977    5   5   0
                68.46         10.23        1.3697    6   3   3
                68.46          9.92        1.3697   -3   9   3
                69.91          4.73        1.3449    9   0   0
                70.09          9.28        1.3419    4   1   6
                70.09          9.18        1.3419   -1   5   6
                75.74          1.76        1.2551    7   4   0
                77.35          1.56        1.2331    0   6   6
                77.35          1.57        1.2331    6   0   6
                78.64          1.52        1.2160   10  -2   3
                78.64          1.35        1.2160    2   8   3
                78.77          1.72        1.2143    2   5   6
                78.77          1.42        1.2143    7  -2   6
                82.87          3.31        1.1642   -4  11   3
                82.87          3.01        1.1642    7   4   3
                84.23          4.01        1.1489   10   1   0
                87.19          1.81        1.1173    1   7   6
                87.19          2.55        1.1173    8  -1   6
                87.19          1.09        1.1173    7   1   6
                87.19          1.24        1.1173   -1   8   6
                87.19          1.24        1.1173   -1   8   6
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
