      Tetrahedrite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050558
      Johnson M L, Burnham C W
      American Mineralogist 70 (1985) 165-170
      Crystal structure refinement of an arsenic-bearing argentian tetrahedrite

      CELL PARAMETERS:   10.27431   10.27431   10.27431   90.00000   90.00000   90.00000
      SPACE GROUP: I-43m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                12.15          8.48        7.2650    1   1   0
                17.22          2.08        5.1372    2   0   0
                21.14          1.86        4.1945    2   1   1
                24.46          6.64        3.6325    2   2   0
                27.41          1.20        3.2490    3   1   0
                30.08        100.00        2.9659    2   2   2
                32.56          7.53        2.7459    3   2   1
                34.88         20.87        2.5686    4   0   0
                37.07          6.81        2.4217    4   1   1
                37.07          1.26        2.4217    3   3   0
                39.16          1.33        2.2974    4   2   0
                41.15          3.81        2.1905    3   3   2
                43.07          1.08        2.0972    4   2   2
                44.93          4.09        2.0150    5   1   0
                44.93          5.71        2.0150    4   3   1
                48.47          4.51        1.8758    5   2   1
                50.16         40.23        1.8163    4   4   0
                51.82          1.46        1.7620    4   3   3
                55.03          4.67        1.6667    6   1   1
                55.03          1.14        1.6667    5   3   2
                56.59          1.35        1.6245    6   2   0
                58.12          1.66        1.5854    5   4   1
                59.62         21.12        1.5489    6   2   2
                61.10          2.11        1.5149    6   3   1
                62.56          2.29        1.4830    4   4   4
                64.01          1.10        1.4530    5   4   3
                66.84          1.35        1.3982    6   3   3
                72.34          1.23        1.3048    7   3   2
                72.34          1.33        1.3048    6   5   1
                73.68          3.43        1.2843    8   0   0
                75.02          1.01        1.2647    5   5   4
                75.02          1.25        1.2647    8   1   1
                77.67          2.37        1.2280    6   5   3
                80.30          2.36        1.1944    8   3   1
                81.60          4.81        1.1785    6   6   2
                84.20          1.31        1.1487    8   4   0
                90.65          1.27        1.0830    8   5   1
                90.65          1.27        1.0830    8   5   1
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
