      Beryl
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R060944
      Brown G E, Mills B A
      American Mineralogist 71 (1986) 547-556
      High-temperature structure and crystal chemistry of hydrous alkali-rich beryl
      from the Harding pegmatite, Taos County, New Mexico
      Sample: T = 24 deg C, before heating
      O2x has been corrected

      CELL PARAMETERS:   9.236000   9.236000   9.246000   90.00000   90.00000   120.0000
      SPACE GROUP: P6/mcc
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                11.05         60.52        8.0131    1   0   0
                19.30         28.16        4.5985    0   0   2
                22.29         13.15        3.9884    1   0   2
                22.19          1.77        4.0065    2   0   0
                27.34        100.00        3.2614    1   1   2
                29.57         27.39        3.0208    2   0   2
                29.49         13.61        3.0287    2   1   0
                31.08         85.39        2.8767    2   1   1
                33.54          3.16        2.6710    3   0   0
                35.48         12.15        2.5294    2   1   2
                39.17          8.85        2.2993    0   0   4
                38.92          1.13        2.3132    2   2   0
                40.81          4.79        2.2101    1   0   4
                40.58          5.33        2.2224    3   1   0
                41.80          6.85        2.1603    3   1   1
                43.79          1.63        2.0665    2   2   2
                45.46          4.79        1.9942    2   0   4
                45.25          1.19        2.0033    4   0   0
                49.77          1.28        1.8313    2   1   4
                49.56          1.41        1.8383    3   2   0
                50.71          8.67        1.7994    3   1   3
                52.49         14.08        1.7426    3   0   4
                52.29         11.67        1.7486    4   1   0
                53.30          9.01        1.7178    4   1   1
                53.67          2.21        1.7070    3   2   2
                56.39         15.32        1.6307    2   2   4
                56.25          2.49        1.6344    4   1   2
                57.47          2.64        1.6026    5   0   0
                58.69          2.48        1.5722    2   1   5
                58.51          5.16        1.5766    3   2   3
                60.35          3.95        1.5328    0   0   6
                60.97         13.97        1.5189    4   1   3
                61.17          2.23        1.5143    4   2   0
                63.95          5.39        1.4551    1   1   6
                63.60          5.05        1.4621    3   3   2
                64.91          3.21        1.4358    3   2   4
                64.78          3.80        1.4383    4   2   2
                67.22          1.69        1.3918    4   1   4
                68.58          2.85        1.3677    2   1   6
                68.24          2.06        1.3735    5   1   2
                70.47          1.05        1.3355    6   0   0
                74.17          1.91        1.2778    2   2   6
                73.84          8.78        1.2825    6   0   2
                73.80          4.15        1.2831    5   2   0
                74.88          4.82        1.2673    4   1   5
                74.64          6.67        1.2708    5   2   1
                75.06          4.55        1.2647    4   2   4
                78.33          1.19        1.2199    5   1   4
                79.46          6.00        1.2053    2   1   7
                79.07          6.70        1.2103    4   3   3
                81.22          1.40        1.1836    5   2   3
                84.16          3.30        1.1496    0   0   8
                83.69          1.44        1.1548    6   0   4
                84.76          1.29        1.1430    4   3   4
                86.88          3.71        1.1205    5   2   4
                86.88          3.71        1.1205    5   2   4
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
