      Fluorapatite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern R050194
      Hughes J M, Cameron M, Crowley K D
      American Mineralogist 74 (1989) 870-876
      Structural variations in natural F, OH, and Cl apatites
      Locality: Durango Mexico

      CELL PARAMETERS:   9.371583   9.371583   6.881269   90.00000   90.00000   120.0000
      SPACE GROUP: P6_3/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                10.94          9.88        8.1160    1   0   0
                16.93          3.68        5.2486    1   0   1
                18.97          1.50        4.6858    1   1   0
                21.93          5.36        4.0580    2   0   0
                22.99          6.53        3.8731    1   1   1
                25.51          2.02        3.4955    2   0   1
                25.92         37.39        3.4406    0   0   2
                28.20         12.00        3.1677    1   0   2
                29.14         14.05        3.0676    1   2   0
                31.97         69.57        2.8018    1   2   1
                31.97         30.43        2.8018    2   1   1
                32.30         40.17        2.7733    1   1   2
                33.13         57.76        2.7053    3   0   0
                34.19         25.65        2.6243    2   0   2
                35.68          3.82        2.5178    3   0   1
                39.37          4.77        2.2897    1   2   2
                40.07          4.48        2.2510    1   3   0
                40.07         16.68        2.2510    3   1   0
                40.70          2.86        2.2179    2   2   1
                42.26          1.94        2.1394    1   3   1
                42.26          3.88        2.1394    3   1   1
                43.96          4.39        2.0602    1   1   3
                44.67          1.26        2.0290    4   0   0
                45.43          3.59        1.9968    2   0   3
                46.93         26.84        1.9365    2   2   2
                48.32          5.66        1.8837    1   3   2
                48.32          7.87        1.8837    3   1   2
                48.92          3.44        1.8619    3   2   0
                49.63         23.65        1.8370    1   2   3
                49.63         10.04        1.8370    2   1   3
                50.80          8.30        1.7973    2   3   1
                50.80          7.78        1.7973    3   2   1
                51.61          6.19        1.7711    1   4   0
                51.61          7.20        1.7711    4   1   0
                52.29          1.17        1.7495    3   0   3
                52.35         13.10        1.7477    4   0   2
                53.25         15.82        1.7203    0   0   4
                56.17          7.54        1.6375    2   3   2
                57.35          1.93        1.6066    1   3   3
                57.35          1.54        1.6066    3   1   3
                58.41          1.65        1.5798    5   0   1
                60.34          4.45        1.5338    4   2   0
                60.81          4.10        1.5232    3   3   1
                61.83          1.04        1.5005    1   2   4
                61.83          2.13        1.5005    2   1   4
                61.98          2.07        1.4970    4   2   1
                63.35         10.80        1.4680    5   0   2
                63.85          1.15        1.4577    1   5   0
                64.14          8.26        1.4517    3   0   4
                64.45          5.44        1.4456    2   3   3
                65.44          6.01        1.4260    1   5   1
                65.63          1.37        1.4222    3   3   2
                70.09          1.58        1.3422    5   1   2
                72.09          4.15        1.3099    3   4   1
                72.75          2.63        1.2996    2   5   0
                74.25          1.54        1.2770    2   5   1
                74.38          3.33        1.2750    4   2   3
                75.73          1.59        1.2557    2   1   5
                75.73          3.55        1.2557    1   2   5
                76.57          2.40        1.2440    4   3   2
                77.03          1.14        1.2377    1   6   0
                77.30          2.65        1.2340    1   4   4
                77.30          4.42        1.2340    4   1   4
                77.58          3.58        1.2303    1   5   3
                78.68          5.03        1.2158    5   2   2
                81.50          1.04        1.1806    5   0   4
                83.86          3.89        1.1533    3   4   3
                84.44          1.78        1.1469    0   0   6
                84.62          2.02        1.1448    4   2   4
                84.62          1.30        1.1448    2   4   4
                85.93          1.19        1.1307    2   5   3
                87.54          3.28        1.1140    1   1   6
                87.73          1.82        1.1121    1   5   4
                88.26          1.55        1.1067    3   2   5
                89.08          1.17        1.0987    5   3   2
                89.08          1.03        1.0987    7   0   2
                89.08          1.03        1.0987    7   0   2
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
