      Yugawaralite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050407
      Artioli G, Stahl K, Cruciani G, Gualtieri A, Hanson J C
      American Mineralogist 86 (2001) 185-192
      In situ dehydration of yugawaralite
      Sample: at T = 315 K

      CELL PARAMETERS:   6.724145   13.99704   10.05038   90.00000   111.1867   90.00000
      SPACE GROUP: Pc
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 6.36          4.05       13.9970    0   1   0
                11.40          7.84        7.7870    0   1   1
                12.69         33.01        6.9985    0   2   0
                14.16          6.62        6.2696    1   0   0
                15.29         91.70        5.8096   -1   1   1
                15.84          3.00        5.6074    0   2   1
                18.97         26.47        4.6855    0   0   2
                19.04         54.15        4.6698    1   2   0
                19.06          5.99        4.6657    0   3   0
                19.15         76.97        4.6432   -1   0   2
                20.02          7.04        4.4432    0   1   2
                20.18         13.82        4.4070   -1   1   2
                20.72         35.28        4.2940    1   1   1
                21.31         16.76        4.1766    0   3   1
                22.87          7.21        3.8935    0   2   2
                23.02          2.45        3.8691   -1   2   2
                23.49          1.25        3.7919    1   2   1
                23.65         11.16        3.7672   -1   3   1
                23.80          2.57        3.7430    1   3   0
                27.00          4.03        3.3061    0   3   2
                27.12          2.87        3.2911   -1   3   2
                27.23          1.42        3.2782    0   4   1
                27.32          5.83        3.2678   -2   1   1
                27.53          7.42        3.2433    1   3   1
                27.61         26.19        3.2343    1   0   2
                27.68         13.82        3.2254   -1   1   3
                27.97          2.27        3.1928   -2   0   2
                28.35          2.58        3.1513    1   1   2
                28.50          6.66        3.1348    2   0   0
                28.70          5.36        3.1128   -2   1   2
                29.25        100.00        3.0556    1   4   0
                29.32         15.93        3.0487    0   1   3
                29.51          2.47        3.0295   -2   2   1
                29.85          3.52        2.9956   -1   2   3
                30.47         16.65        2.9360    1   2   2
                30.80         27.22        2.9048   -2   2   2
                31.29          4.61        2.8609    2   2   0
                32.40         14.90        2.7650    1   4   1
                33.00         15.52        2.7163   -2   1   3
                33.17          4.95        2.7021   -1   3   3
                33.43         11.45        2.6823    0   5   1
                33.74          4.72        2.6581    1   3   2
                33.90         10.10        2.6458    2   1   1
                34.05          6.33        2.6349   -2   3   2
                34.49          2.04        2.6020    2   3   0
                34.87          5.33        2.5747   -2   2   3
                35.02          1.21        2.5639   -1   5   1
                35.13          2.31        2.5562    1   5   0
                35.73          1.31        2.5144    2   2   1
                35.76          5.16        2.5124   -1   0   4
                36.35          5.09        2.4729   -1   1   4
                37.08          5.64        2.4258    1   1   3
                37.11          1.75        2.4239   -2   4   1
                37.44          2.40        2.4032    0   5   2
                38.07          7.32        2.3646   -1   2   4
                38.44          6.76        2.3428    0   0   4
                38.57          1.33        2.3349    2   4   0
                38.60          3.40        2.3332    2   3   1
                38.77          1.40        2.3234    1   2   3
                38.80          1.76        2.3216   -2   0   4
                39.36          1.37        2.2903   -2   1   4
                40.42          1.32        2.2322   -3   0   2
                40.62          1.02        2.2216    0   2   4
                40.81          2.10        2.2121   -1   3   4
                40.97          1.99        2.2035   -2   2   4
                41.21          3.15        2.1912   -1   6   1
                41.47          3.08        2.1782    1   3   3
                41.61          1.05        2.1714   -2   4   3
                42.02          3.04        2.1509   -2   5   1
                42.10          2.33        2.1470    2   2   2
                42.27          1.89        2.1387   -1   5   3
                42.35          3.37        2.1348    2   4   1
                42.73          1.01        2.1167    1   5   2
                42.98          1.50        2.1049   -2   5   2
                42.99          3.31        2.1043   -3   1   3
                43.31          8.19        2.0899    3   0   0
                43.42          1.06        2.0847    0   5   3
                44.40          2.14        2.0408   -1   4   4
                45.02          1.53        2.0141    1   4   3
                45.03          2.01        2.0136   -3   3   2
                45.29          4.18        2.0025   -3   3   1
                45.71          1.66        1.9853   -1   1   5
                46.01          2.56        1.9732    1   0   4
                46.44          4.88        1.9556    0   7   1
                46.49          1.51        1.9538    1   1   4
                46.63          2.48        1.9480   -3   0   4
                47.10          2.44        1.9298   -2   1   5
                47.11          4.94        1.9294   -3   1   4
                47.15          1.04        1.9280   -1   2   5
                47.68          2.46        1.9077   -1   6   3
                47.75          1.93        1.9050    1   7   0
                47.99          9.33        1.8960    2   4   2
                48.37          1.04        1.8819   -3   4   2
                48.45          1.75        1.8792    2   1   3
                48.51          1.35        1.8770   -2   2   5
                48.62          1.51        1.8728   -3   4   1
                48.66          1.80        1.8715    2   6   0
                49.47          1.32        1.8426   -1   3   5
                50.17          1.23        1.8185   -3   4   3
                50.79          1.05        1.7976   -3   3   4
                51.21          2.87        1.7841   -2   6   3
                51.84          1.04        1.7636    2   6   1
                52.06          1.22        1.7568    2   3   3
                52.29          3.97        1.7496    0   8   0
                52.94          2.47        1.7298   -3   1   5
                53.26          5.00        1.7199    0   8   1
                53.30          1.78        1.7187    1   4   4
                53.31          1.82        1.7184   -2   7   1
                53.86          1.29        1.7023   -2   4   5
                54.12          1.51        1.6947   -2   7   2
                54.13          3.45        1.6944   -3   5   3
                54.37          1.37        1.6874   -1   8   1
                54.45          1.53        1.6852    1   8   0
                54.62          2.81        1.6803   -4   0   2
                55.08          1.54        1.6673    2   4   3
                55.23          2.53        1.6630   -1   0   6
                55.63          1.05        1.6522    0   4   5
                55.68          1.04        1.6507   -4   1   3
                55.87          2.16        1.6456   -2   6   4
                56.77          1.89        1.6216    2   6   2
                57.11          4.15        1.6128   -3   6   2
                57.33          1.53        1.6071   -3   6   1
                58.16          1.31        1.5861   -4   1   4
                58.58          2.75        1.5756    2   2   4
                58.75          2.04        1.5716    3   5   1
                58.81          1.47        1.5701    2   5   3
                59.15          2.12        1.5618    0   0   6
                59.16          3.64        1.5617   -2   3   6
                59.37          1.88        1.5566    3   6   0
                59.55          1.10        1.5524    1   7   3
                59.55          2.68        1.5522    0   1   6
                60.14          5.67        1.5384   -3   1   6
                60.60          2.22        1.5278    2   8   0
                60.60          1.53        1.5280    2   3   4
                60.91          2.35        1.5209    0   7   4
                61.17          1.05        1.5151   -2   7   4
                61.35          1.15        1.5111   -1   9   1
                61.37          2.77        1.5104   -4   3   4
                61.42          1.15        1.5095    1   9   0
                62.53          1.02        1.4853    1   4   5
                63.03          1.68        1.4747   -1   9   2
                63.35          2.47        1.4680    2   4   4
                63.38          1.41        1.4674    2   8   1
                64.01          2.26        1.4544    4   1   1
                64.11          1.68        1.4524   -4   4   4
                65.21          4.12        1.4305    4   4   0
                65.27          1.07        1.4293   -4   5   3
                67.01          1.04        1.3964   -3   6   5
                67.18          2.78        1.3932    2   9   0
                67.66          1.26        1.3845   -4   0   6
                69.28          2.08        1.3560   -2   9   3
                69.80          1.06        1.3472    4   0   2
                69.81          1.33        1.3469    2   9   1
                70.10          2.02        1.3421    1   3   6
                70.13          2.17        1.3416    3   8   0
                70.36          2.29        1.3378    3   0   4
                70.73          1.36        1.3317    3   1   4
                71.00          1.55        1.3273   -4   3   6
                71.15          1.23        1.3248    3   5   3
                71.40          1.55        1.3207   -4   5   5
                71.76          2.22        1.3150    1   9   3
                73.24          1.17        1.2921   -2  10   1
                73.55          1.13        1.2874   -4   4   6
                73.74          1.15        1.2846    1  10   2
                73.92          1.07        1.2819   -2  10   2
                74.02          2.02        1.2804    2   9   2
                74.17          1.52        1.2781    2  10   0
                75.07          1.33        1.2650   -1   5   7
                75.91          1.17        1.2531    1   5   6
                76.05          1.88        1.2512   -2   1   8
                76.14          2.00        1.2498   -5   4   2
                76.78          1.78        1.2410   -4   5   6
                77.53          1.07        1.2309    0   7   6
                77.69          1.68        1.2288    4   1   3
                77.98          1.57        1.2249   -4   3   7
                78.05          2.02        1.2239   -3   7   6
                78.24          1.08        1.2214    1   9   4
                79.51          1.42        1.2051   -4   8   3
                80.42          1.77        1.1937   -1   3   8
                81.27          1.42        1.1835    5   1   1
                83.22          1.05        1.1605   -3   9   5
                83.22          1.05        1.1605   -3   9   5
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
