      Ferropargasite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R090015
      Oberti R, Ungaretti L, Cannillo E, Hawthorne F C
      American Mineralogist 78 (1993) 746-752
      The mechanism of Cl incorporation in amphibole
      Sample: Cl(0)
      Locality: Nuptse Glacier moraine, Everest Massif, Nepal

      CELL PARAMETERS:   9.914497   18.08401   5.327330   90.00000   105.1521   90.00000
      SPACE GROUP: C2/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 9.80         14.56        9.0420    0   2   0
                10.47        100.00        8.4585    1   1   0
                17.39          1.17        5.1005    1   3   0
                18.01         11.70        4.9283   -1   1   1
                18.55          4.77        4.7849    2   0   0
                19.64         11.24        4.5210    0   4   0
                19.87          1.37        4.4699    0   2   1
                22.21          2.17        4.0026    1   1   1
                22.78          4.77        3.9033   -1   3   1
                26.25          1.56        3.3953    0   4   1
                26.27         35.70        3.3926    1   3   1
                27.13         20.42        3.2862    2   4   0
                28.41         50.78        3.1414    3   1   0
                29.25          1.61        3.0531   -3   1   1
                30.30         22.69        2.9492    2   2   1
                31.73          9.89        2.8195    3   3   0
                32.49         19.36        2.7551   -3   3   1
                33.00         77.86        2.7136    1   5   1
                34.01          1.37        2.6352   -1   1   2
                34.48         41.59        2.6003    0   6   1
                35.03         48.25        2.5611   -2   0   2
                37.59          4.02        2.3924    3   5   0
                37.58          2.77        2.3925    4   0   0
                38.24         31.11        2.3527   -3   5   1
                38.42          8.77        2.3423   -4   2   1
                38.88          1.79        2.3156    1   1   2
                39.04          4.95        2.3066   -1   7   1
                39.14         15.48        2.3010   -3   1   2
                39.84          1.27        2.2618    3   3   1
                40.47          4.26        2.2284   -2   4   2
                41.28          2.40        2.1864    1   7   1
                41.65         26.99        2.1677    2   6   1
                41.70          3.25        2.1651   -3   3   2
                42.12          2.36        2.1447   -1   5   2
                44.11         15.32        2.0522    2   0   2
                44.46         11.88        2.0370   -4   0   2
                44.79         15.60        2.0228    3   5   1
                45.14          3.29        2.0076    3   7   0
                45.71          1.31        1.9840   -3   7   1
                46.14          1.54        1.9665    1   9   0
                46.49          1.56        1.9527   -3   5   2
                47.77          2.19        1.9033    5   1   0
                48.14          4.22        1.8894   -4   6   1
                48.66          5.02        1.8706   -1   9   1
                48.71          1.55        1.8687    2   4   2
                49.11          2.66        1.8545   -1   7   2
                49.03          1.77        1.8572   -4   4   2
                49.98          1.74        1.8242    5   3   0
                50.44          4.11        1.8084    0  10   0
                51.78          4.37        1.7648   -5   1   2
                52.90          1.87        1.7300   -5   5   1
                53.70          1.37        1.7060    0  10   1
                53.99          3.77        1.6977   -1   3   3
                54.09          3.67        1.6948   -2   8   2
                54.20          1.63        1.6916    2  10   0
                54.40          1.41        1.6857   -3   9   1
                54.46          4.04        1.6841    0   2   3
                55.50         19.50        1.6550    4   6   1
                55.93          4.26        1.6431    4   8   0
                56.79         10.75        1.6203    1  11   0
                57.78          4.15        1.5950    6   0   0
                58.00         17.37        1.5894   -1   5   3
                59.20          5.77        1.5599    4   0   2
                59.67          9.59        1.5488   -6   0   2
                59.87          1.52        1.5440   -3   5   3
                60.73         18.06        1.5243   -2   6   3
                60.79          2.36        1.5230    1   9   2
                61.22          1.58        1.5132   -4   8   2
                61.50          6.91        1.5070    0  12   0
                61.50          5.03        1.5069    5   5   1
                62.28          1.31        1.4900    0   6   3
                62.88          3.83        1.4772   -2  10   2
                62.98          1.79        1.4750    1   5   3
                63.00          1.66        1.4746    4   4   2
                63.45          1.71        1.4652   -6   4   2
                63.64          4.60        1.4613    3  11   0
                63.72          1.56        1.4598   -1   7   3
                64.32         20.79        1.4475   -6   6   1
                64.57          2.27        1.4426    4  10   0
                64.64          1.40        1.4411   -5   3   3
                65.85          1.05        1.4175   -4   6   3
                68.27          4.66        1.3730   -5   5   3
                68.50          7.87        1.3690    5   1   2
                68.83          2.04        1.3632    7   1   0
                69.21          1.04        1.3568    2  10   2
                69.95          6.74        1.3442    1  11   2
                70.12          4.27        1.3413   -3  11   2
                70.27          5.00        1.3389    2   6   3
                70.28          1.81        1.3387    5   3   2
                71.61          4.62        1.3169   -1   1   4
                71.50          7.03        1.3188   -7   5   1
                72.69          1.48        1.3001    0  12   2
                72.77          8.01        1.2988   -2  12   2
                73.36          1.52        1.2899   -1   3   4
                73.65          2.27        1.2855    0   0   4
                73.98          3.72        1.2805   -4   0   4
                77.47          1.30        1.2313   -2  14   1
                79.44          6.82        1.2056   -5  11   2
                80.19          1.89        1.1962    8   0   0
                81.83          1.31        1.1763   -6  10   2
                82.59          3.81        1.1674    2   0   4
                83.95          1.02        1.1520    2  10   3
                85.94          1.09        1.1303    7   9   0
                86.58          1.33        1.1235   -6   4   4
                87.13          1.01        1.1179    5   3   3
                88.52          1.25        1.1039    0  16   1
                89.42          1.14        1.0951    3   1   4
                89.42          1.14        1.0951    3   1   4
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.

