      Epidote
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050131
      Giuli G, Bonazzi P, Menchetti S
      American Mineralogist 84 (1999) 933-936
      Al-Fe disorder in synthetic epidotes: A single-crystal X-ray diffraction study
      Sample: CC11c

      CELL PARAMETERS:   8.891000   5.624000   10.16400   90.00000   115.4400   90.00000
      SPACE GROUP: P2_1/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 9.64          2.17        9.1730    0   0   1
                11.01          5.79        8.0293    1   0   0
                11.10          3.79        7.9697   -1   0   1
                17.67         29.73        5.0160   -1   0   2
                19.24          1.82        4.6095    1   1   0
                19.29          3.46        4.5981   -1   1   1
                22.13         18.66        4.0146    2   0   0
                22.29         18.93        3.9849   -2   0   2
                23.62          6.00        3.7635    1   1   1
                23.74          2.22        3.7451   -1   1   2
                25.52         34.05        3.4883   -2   1   1
                26.17         11.71        3.4030    1   0   2
                27.80         11.14        3.2070    2   0   1
                29.19          3.72        3.0577    0   0   3
                30.49          1.31        2.9294   -3   0   1
                30.59         15.95        2.9207   -3   0   2
                30.83        100.00        2.8980   -1   1   3
                31.77         39.38        2.8148    0   2   0
                32.10          9.41        2.7865    2   1   1
                32.33          3.88        2.7666   -2   1   3
                33.32         31.17        2.6869    0   1   3
                33.46         18.87        2.6764    3   0   0
                33.72         20.64        2.6563    1   2   0
                34.49         43.41        2.5986   -3   1   1
                34.57          1.67        2.5925   -3   1   2
                35.45         17.76        2.5303    2   0   2
                35.78          3.58        2.5074   -1   0   4
                36.58         10.43        2.4547   -1   2   2
                37.40         30.25        2.4025   -3   1   3
                37.46         24.63        2.3990    0   2   2
                37.80          4.20        2.3780   -2   2   1
                39.00          1.62        2.3079    2   1   2
                39.13          4.98        2.3003    1   1   3
                39.15         11.71        2.2991   -2   2   2
                39.23          1.27        2.2946   -3   0   4
                39.30          3.66        2.2909   -2   1   4
                39.31          2.38        2.2905   -1   1   4
                41.70         15.66        2.1644   -4   0   1
                41.73          6.94        2.1631   -1   2   3
                41.89          1.95        2.1551   -4   0   3
                42.53          1.54        2.1238    0   1   4
                42.71         18.16        2.1155    2   2   1
                42.90         17.46        2.1067   -2   2   3
                43.68         14.49        2.0709    0   2   3
                44.24          7.07        2.0459    2   0   3
                44.61          2.68        2.0297   -3   2   1
                44.68          1.20        2.0268   -3   2   2
                45.13          6.93        2.0073    4   0   0
                45.72          1.68        1.9828   -1   0   5
                46.44          1.90        1.9539   -3   0   5
                47.00          1.03        1.9320   -3   2   3
                47.23          3.88        1.9228    2   1   3
                48.33          9.62        1.8818    2   2   2
                48.46          3.92        1.8770    1   1   4
                48.44          1.12        1.8777    1   2   3
                48.58         14.00        1.8725   -2   2   4
                48.59          6.30        1.8723   -1   2   4
                48.65          3.26        1.8702   -1   1   5
                48.89          3.52        1.8614    3   1   2
                49.87          1.16        1.8273    1   3   0
                51.35          2.04        1.7779    0   2   4
                51.56          4.74        1.7711   -5   0   2
                51.93          1.01        1.7595    1   3   1
                52.41          2.59        1.7443    0   1   5
                52.42          2.14        1.7442   -4   2   2
                52.92          4.04        1.7288   -2   3   1
                53.70          5.92        1.7055   -4   1   5
                53.84          1.03        1.7015    2   0   4
                54.23          2.72        1.6901   -2   0   6
                54.25          2.68        1.6895   -5   1   2
                54.35          1.93        1.6867   -5   1   3
                54.87          4.02        1.6720   -3   0   6
                55.96          1.54        1.6420    1   0   5
                56.01         11.40        1.6407   -1   3   3
                56.17         10.88        1.6364   -1   0   6
                56.13         12.76        1.6375   -5   1   1
                56.24          3.16        1.6343    4   2   0
                56.45          2.09        1.6287    2   1   4
                56.55         14.29        1.6263   -4   2   4
                56.58          6.84        1.6255    1   2   4
                56.83          1.41        1.6188   -2   1   6
                56.80          1.35        1.6196    2   3   1
                56.97          4.67        1.6153    3   2   2
                57.59          5.03        1.5994    0   3   3
                58.02         11.68        1.5883   -4   0   6
                58.35          8.88        1.5801   -3   3   1
                58.41          1.02        1.5788   -3   3   2
                58.51          6.10        1.5763    1   1   5
                59.84          3.49        1.5443    5   1   0
                59.94          6.22        1.5421    4   1   2
                60.34          5.06        1.5327   -3   3   3
                61.34          2.47        1.5102   -4   2   5
                62.66          1.05        1.4815   -6   0   3
                63.46          1.17        1.4648   -5   0   6
                63.67          4.20        1.4603   -6   0   4
                63.72          1.73        1.4593    3   0   4
                63.84         11.94        1.4569   -5   2   4
                63.88          4.00        1.4561    2   2   4
                64.23          4.38        1.4490   -2   2   6
                64.33          1.43        1.4469    3   2   3
                64.81          8.43        1.4375   -3   2   6
                65.63          1.28        1.4214    4   0   3
                66.37         22.33        1.4074    0   4   0
                66.54          4.25        1.4041    2   1   5
                66.66          1.12        1.4019   -3   1   7
                66.96          1.38        1.3964   -2   1   7
                67.04          2.67        1.3948    5   2   0
                67.13         15.09        1.3933    4   2   2
                67.68          1.02        1.3833   -4   2   6
                68.36          1.07        1.3711   -6   1   1
                68.68          1.54        1.3656    1   3   4
                69.81          2.08        1.3462    5   0   2
                69.97          3.58        1.3435    0   2   6
                71.97          1.67        1.3110   -6   2   3
                72.72          3.75        1.2993   -6   2   2
                72.92          3.05        1.2963   -6   2   4
                73.00          1.90        1.2951   -4   3   5
                73.46          1.34        1.2880   -5   3   2
                74.08          1.57        1.2788    3   0   5
                74.25          2.03        1.2763    0   1   7
                74.72          2.88        1.2694   -3   0   8
                74.76          4.11        1.2688    4   2   3
                74.83          1.78        1.2679   -3   4   2
                75.02          1.24        1.2652    4   0   4
                75.06          5.62        1.2645   -5   3   1
                75.14          1.32        1.2633   -6   2   1
                75.36          1.33        1.2602    2   0   6
                75.54          4.93        1.2577   -6   2   5
                75.82          1.22        1.2537   -2   0   8
                76.05          1.07        1.2505    1   2   6
                76.40          2.66        1.2457    3   4   0
                77.12          2.56        1.2357    1   3   5
                77.55          3.79        1.2299    2   4   2
                78.30          1.54        1.2201    5   3   0
                78.38          2.26        1.2191    4   3   2
                79.07          3.48        1.2101   -6   1   7
                79.77          1.17        1.2013   -6   2   6
                80.84          2.25        1.1880    0   2   7
                81.51          1.95        1.1799   -4   4   1
                83.89          1.36        1.1524    4   4   0
                84.35          1.41        1.1473   -6   0   8
                84.35          1.96        1.1473    2   3   5
                86.57          1.31        1.1236    0   1   8
                86.53          2.27        1.1239    7   1   0
                87.30          1.85        1.1159   -7   1   7
                87.68          1.78        1.1121   -5   2   8
                87.72          1.63        1.1117   -1   2   8
                87.72          1.63        1.1117   -1   2   8
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
