angle,intensity
5.0,10.0
5.01,23.0
5.02,23.0
5.03,9.0
5.04,22.0
5.05,17.0
5.06,11.0
5.07,20.0
5.08,17.0
5.09,9.0
5.1,15.0
5.11,17.0
5.12,25.0
5.13,16.0
5.14,14.0
5.15,19.0
5.16,15.0
5.17,19.0
5.18,20.0
5.19,15.0
5.2,16.0
5.21,17.0
5.22,16.0
5.23,24.0
5.24,16.0
5.25,21.0
5.26,13.0
5.27,15.0
5.28,15.0
5.29,24.0
5.3,15.0
5.31,23.0
5.32,12.0
5.33,15.0
5.34,10.0
5.35,20.0
5.36,24.0
5.37,14.0
5.38,15.0
5.39,27.0
5.4,8.0
5.41,21.0
5.42,15.0
5.43,14.0
5.44,11.0
5.45,9.0
5.46,14.0
5.47,11.0
5.48,20.0
5.49,18.0
5.5,13.0
5.51,15.0
5.52,14.0
5.53,20.0
5.54,13.0
5.55,15.0
5.56,8.0
5.57,15.0
5.58,14.0
5.59,17.0
5.6,13.0
5.61,19.0
5.62,13.0
5.63,19.0
5.64,6.0
5.65,17.0
5.66,7.0
5.67,16.0
5.68,12.0
5.69,16.0
5.7,8.0
5.71,15.0
5.72,13.0
5.73,11.0
5.74,11.0
5.75,12.0
5.76,9.0
5.77,13.0
5.78,17.0
5.79,16.0
5.8,9.0
5.81,15.0
5.82,20.0
5.83,15.0
5.84,17.0
5.85,7.0
5.86,11.0
5.87,13.0
5.88,13.0
5.89,18.0
5.9,16.0
5.91,15.0
5.92,11.0
5.93,13.0
5.94,14.0
5.95,9.0
5.96,13.0
5.97,10.0
5.98,11.0
5.99,17.0
6.0,19.0
6.01,10.0
6.02,13.0
6.03,15.0
6.04,9.0
6.05,8.0
6.06,14.0
6.07,21.0
6.08,14.0
6.09,15.0
6.1,10.0
6.11,9.0
6.12,11.0
6.13,13.0
6.14,15.0
6.15,9.0
6.16,19.0
6.17,20.0
6.18,12.0
6.19,9.0
6.2,16.0
6.21,17.0
6.22,17.0
6.23,16.0
6.24,22.0
6.25,15.0
6.26,11.0
6.27,12.0
6.28,17.0
6.29,13.0
6.3,13.0
6.31,16.0
6.32,13.0
6.33,25.0
6.34,15.0
6.35,17.0
6.36,23.0
6.37,19.0
6.38,18.0
6.39,21.0
6.4,16.0
6.41,13.0
6.42,18.0
6.43,19.0
6.44,13.0
6.45,20.0
6.46,24.0
6.47,10.0
6.48,20.0
6.49,18.0
6.5,16.0
6.51,16.0
6.52,17.0
6.53,18.0
6.54,15.0
6.55,15.0
6.56,17.0
6.57,14.0
6.58,14.0
6.59,14.0
6.6,13.0
6.61,20.0
6.62,19.0
6.63,20.0
6.64,14.0
