      Vanadinite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050530
      Trotter J, Barnes W H
      The Canadian Mineralogist 6 (1958) 161-173
      The structure of vanadinite

      CELL PARAMETERS:   10.32315   10.32315   7.356041   90.00000   90.00000   120.0000
      SPACE GROUP: P6_3/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 9.96          2.01        8.9401    1   0   0
                17.24          8.91        5.1616    1   1   0
                19.92         25.16        4.4701    2   0   0
                21.08         34.62        4.2252    1   1   1
                23.34          2.97        3.8201    2   0   1
                24.25          6.84        3.6780    0   0   2
                26.25         26.95        3.4014    1   0   2
                26.43         14.39        3.3790    1   2   0
                26.43         19.26        3.3790    2   1   0
                29.13         46.19        3.0706    1   2   1
                29.13         53.81        3.0706    2   1   1
                29.88         91.58        2.9953    1   1   2
                30.03         55.19        2.9800    3   0   0
                32.46          1.16        2.7620    3   0   1
                34.80          1.99        2.5808    2   2   0
                36.14          1.96        2.4883    1   2   2
                38.35          1.40        2.3496    1   3   1
                38.94          4.43        2.3154    3   0   2
                40.39          4.94        2.2350    4   0   0
                40.78          9.69        2.2148    1   1   3
                42.84         34.74        2.1126    2   2   2
                44.08          5.09        2.0560    1   3   2
                44.08         12.68        2.0560    3   1   2
                44.19          7.44        2.0510    2   3   0
                45.75         15.11        1.9846    1   2   3
                45.75         10.38        1.9846    2   1   3
                45.97         14.66        1.9756    2   3   1
                45.97          7.34        1.9756    3   2   1
                46.58          7.87        1.9509    1   4   0
                46.58         14.76        1.9509    4   1   0
                47.64         28.36        1.9100    4   0   2
                49.60         12.81        1.8390    0   0   4
                51.01          1.20        1.7913    3   2   2
                52.87          1.08        1.7323    1   1   4
                53.17          3.43        1.7235    1   4   2
                53.17          1.78        1.7235    4   1   2
                53.94          3.19        1.7007    2   0   4
                54.32          2.94        1.6895    2   4   0
                54.32          2.28        1.6895    4   2   0
                54.82          5.47        1.6753    3   3   1
                57.04          3.98        1.6153    1   2   4
                57.04          3.61        1.6153    2   1   4
                57.31          6.62        1.6081    5   0   2
                57.41          1.47        1.6057    1   5   0
                57.41          2.39        1.6057    5   1   0
                58.71          3.86        1.5732    2   3   3
                58.71          3.92        1.5732    3   2   3
                58.89          3.44        1.5688    1   5   1
                58.89          5.23        1.5688    5   1   1
                59.04         12.40        1.5650    3   0   4
                59.32          9.36        1.5584    3   3   2
                65.18          1.21        1.4316    2   5   0
                65.77          2.32        1.4201    4   0   4
                66.04          1.18        1.4149    1   1   5
                66.39          2.79        1.4084    3   3   3
                66.56          1.23        1.4052    2   5   1
                66.56          3.89        1.4052    5   2   1
                67.88          5.91        1.3810    6   0   2
                68.54          2.85        1.3692    2   3   4
                68.79          3.86        1.3648    3   4   2
                68.88          1.85        1.3634    1   6   0
                69.72          2.27        1.3489    1   2   5
                69.72          3.90        1.3489    2   1   5
                70.05          2.42        1.3433    1   5   3
                70.05          2.01        1.3433    5   1   3
                70.22          2.21        1.3405    1   6   1
                70.36          3.98        1.3382    1   4   4
                70.36          6.48        1.3382    4   1   4
                70.61          4.55        1.3341    2   5   2
                70.61          4.64        1.3341    5   2   2
                73.37          5.95        1.2904    4   4   0
                76.58          1.64        1.2442    4   2   4
                76.58          1.85        1.2442    2   4   4
                77.15          2.69        1.2363    5   2   3
                79.19          1.16        1.2095    1   5   4
                79.19          1.53        1.2095    5   1   4
                79.43          1.31        1.2065    7   0   2
                79.43          3.81        1.2065    3   5   2
                80.31          2.85        1.1955    2   3   5
                80.52          4.01        1.1928    1   1   6
                81.23          1.19        1.1841    1   7   0
                81.23          2.66        1.1841    7   1   0
                87.16          1.11        1.1182    3   3   5
                88.22          2.92        1.1074    2   2   6
                89.07          1.06        1.0990    3   1   6
                89.46          1.52        1.0952    1   6   4
                89.46          1.52        1.0952    1   6   4
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
