      Fluorapatite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R060184
      Hughes J M, Cameron M, Crowley K D
      American Mineralogist 74 (1989) 870-876
      Structural variations in natural F, OH, and Cl apatites
      Locality: Durango Mexico

      CELL PARAMETERS:   9.397300   9.397300   6.878200   90.00000   90.00000   120.0000
      SPACE GROUP: P6_3/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                10.95          9.88        8.1257    1   0   0
                16.92          3.68        5.2585    1   0   1
                18.97          1.50        4.6914    1   1   0
                21.93          5.36        4.0629    2   0   0
                22.98          6.53        3.8792    1   1   1
                25.49          2.02        3.5007    2   0   1
                25.88         37.39        3.4488    0   0   2
                28.16         12.00        3.1747    1   0   2
                29.12         14.05        3.0712    1   2   0
                31.94         69.57        2.8057    1   2   1
                31.94         30.43        2.8057    2   1   1
                32.26         40.17        2.7787    1   1   2
                33.12         57.76        2.7086    3   0   0
                34.14         25.65        2.6292    2   0   2
                35.65          3.82        2.5212    3   0   1
                39.32          4.77        2.2936    1   2   2
                40.04          4.48        2.2537    1   3   0
                40.04         16.68        2.2537    3   1   0
                40.66          2.86        2.2208    2   2   1
                42.22          1.94        2.1422    1   3   1
                42.22          3.88        2.1422    3   1   1
                43.89          4.39        2.0646    1   1   3
                44.64          1.26        2.0314    4   0   0
                45.35          3.59        2.0010    2   0   3
                46.87         26.84        1.9396    2   2   2
                48.27          5.66        1.8866    1   3   2
                48.27          7.87        1.8866    3   1   2
                48.88          3.44        1.8642    3   2   0
                49.55         23.65        1.8406    1   2   3
                49.55         10.04        1.8406    2   1   3
                50.76          8.30        1.7996    2   3   1
                50.76          7.78        1.7996    3   2   1
                51.57          6.19        1.7732    1   4   0
                51.57          7.20        1.7732    4   1   0
                52.21          1.17        1.7528    3   0   3
                52.29         13.10        1.7504    4   0   2
                53.14         15.82        1.7244    0   0   4
                56.10          7.54        1.6399    2   3   2
                57.26          1.93        1.6094    1   3   3
                57.26          1.54        1.6094    3   1   3
                58.35          1.65        1.5818    5   0   1
                60.29          4.45        1.5356    4   2   0
                60.74          4.10        1.5251    3   3   1
                61.71          1.04        1.5036    1   2   4
                61.71          2.13        1.5036    2   1   4
                61.92          2.07        1.4989    4   2   1
                63.27         10.80        1.4701    5   0   2
                63.79          1.15        1.4594    1   5   0
                64.02          8.26        1.4546    3   0   4
                64.35          5.44        1.4480    2   3   3
                65.37          6.01        1.4278    1   5   1
                65.55          1.37        1.4242    3   3   2
                70.01          1.58        1.3440    5   1   2
                72.01          4.15        1.3115    3   4   1
                72.67          2.63        1.3012    2   5   0
                74.16          1.54        1.2786    2   5   1
                74.27          3.33        1.2770    4   2   3
                75.56          1.59        1.2584    2   1   5
                75.56          3.55        1.2584    1   2   5
                76.47          2.40        1.2457    4   3   2
                76.94          1.14        1.2392    1   6   0
                77.16          2.65        1.2362    1   4   4
                77.16          4.42        1.2362    4   1   4
                77.46          3.58        1.2322    1   5   3
                78.58          5.03        1.2174    5   2   2
                81.35          1.04        1.1827    5   0   4
                83.73          3.89        1.1551    3   4   3
                84.21          1.78        1.1496    0   0   6
                84.47          2.02        1.1468    4   2   4
                84.47          1.30        1.1468    2   4   4
                85.79          1.19        1.1324    2   5   3
                87.31          3.28        1.1166    1   1   6
                87.56          1.82        1.1140    1   5   4
                88.07          1.55        1.1089    3   2   5
                88.95          1.17        1.1002    5   3   2
                88.95          1.03        1.1002    7   0   2
                88.95          1.03        1.1002    7   0   2
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
