      Fluorapatite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050274
      Hughes J M, Cameron M, Crowley K D
      American Mineralogist 74 (1989) 870-876
      Structural variations in natural F, OH, and Cl apatites
      Locality: Durango Mexico

      CELL PARAMETERS:   9.397300   9.397300   6.878200   90.00000   90.00000   120.0000
      SPACE GROUP: P6_3/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                10.92          9.88        8.1574    1   0   0
                16.92          3.68        5.2604    1   0   1
                18.91          1.50        4.7097    1   1   0
                21.85          5.36        4.0787    2   0   0
                22.94          6.53        3.8868    1   1   1
                25.44          2.02        3.5089    2   0   1
                25.95         37.39        3.4413    0   0   2
                28.20         12.00        3.1707    1   0   2
                29.01         14.05        3.0832    1   2   0
                31.86         69.57        2.8138    1   2   1
                31.86         30.43        2.8138    2   1   1
                32.27         40.17        2.7786    1   1   2
                32.99         57.76        2.7191    3   0   0
                34.14         25.65        2.6302    2   0   2
                35.55          3.82        2.5289    3   0   1
                39.28          4.77        2.2964    1   2   2
                39.89          4.48        2.2625    1   3   0
                39.89         16.68        2.2625    3   1   0
                40.53          2.86        2.2280    2   2   1
                42.08          1.94        2.1493    1   3   1
                42.08          3.88        2.1493    3   1   1
                43.94          4.39        2.0625    1   1   3
                44.46          1.26        2.0394    4   0   0
                45.39          3.59        1.9996    2   0   3
                46.78         26.84        1.9434    2   2   2
                48.17          5.66        1.8905    1   3   2
                48.17          7.87        1.8905    3   1   2
                48.69          3.44        1.8714    3   2   0
                49.56         23.65        1.8406    1   2   3
                49.56         10.04        1.8406    2   1   3
                50.58          8.30        1.8059    2   3   1
                50.58          7.78        1.8059    3   2   1
                51.36          6.19        1.7801    1   4   0
                51.36          7.20        1.7801    4   1   0
                52.20          1.17        1.7535    3   0   3
                52.17         13.10        1.7544    4   0   2
                53.27         15.82        1.7207    0   0   4
                55.96          7.54        1.6441    2   3   2
                57.21          1.93        1.6109    1   3   3
                57.21          1.54        1.6109    3   1   3
                58.13          1.65        1.5875    5   0   1
                60.03          4.45        1.5416    4   2   0
                60.51          4.10        1.5306    3   3   1
                61.76          1.04        1.5025    1   2   4
                61.76          2.13        1.5025    2   1   4
                61.68          2.07        1.5043    4   2   1
                63.08         10.80        1.4742    5   0   2
                63.52          1.15        1.4651    1   5   0
                64.06          8.26        1.4540    3   0   4
                64.25          5.44        1.4502    2   3   3
                65.11          6.01        1.4330    1   5   1
                65.35          1.37        1.4283    3   3   2
                69.78          1.58        1.3480    5   1   2
                71.71          4.15        1.3163    3   4   1
                72.35          2.63        1.3062    2   5   0
                73.85          1.54        1.2833    2   5   1
                74.10          3.33        1.2796    4   2   3
                75.67          1.59        1.2570    2   1   5
                75.67          3.55        1.2570    1   2   5
                76.19          2.40        1.2495    4   3   2
                76.60          1.14        1.2440    1   6   0
                77.09          2.65        1.2372    1   4   4
                77.09          4.42        1.2372    4   1   4
                77.27          3.58        1.2348    1   5   3
                78.29          5.03        1.2212    5   2   2
                81.26          1.04        1.1839    5   0   4
                83.49          3.89        1.1578    3   4   3
                84.44          1.78        1.1471    0   0   6
                84.35          2.02        1.1482    4   2   4
                84.35          1.30        1.1482    2   4   4
                85.54          1.19        1.1351    2   5   3
                87.52          3.28        1.1145    1   1   6
                87.42          1.82        1.1155    1   5   4
                88.08          1.55        1.1089    3   2   5
                88.59          1.17        1.1038    5   3   2
                88.59          1.03        1.1038    7   0   2
                88.59          1.03        1.1038    7   0   2
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
