      Ferrosilite
Diffraction data computed using the structure from the paper listed below, 
along with the cell parameters refined from single crystal data of R070386
      Burnham C W, Ohashi Y, Hafner S S, Virgo D
      American Mineralogist 56 (1971) 850-876
      Cation distribution and atomic thermal vibrations in an iron-rich orthopyroxene

      CELL PARAMETERS:  18.3830  9.0120  5.2344   90.000   90.000   90.000
      SPACE GROUP: Pbca      

           ATOM        X         Y         Z     OCCUPANCY  ISO(B)
            Si     0.27194   0.33944   0.04905     1.000     0.404
            Si     0.47343   0.33490   0.79113     1.000     0.422
            Fe     0.37566   0.65424   0.87451     0.750     0.587
            Mg     0.37566   0.65424   0.87451     0.250     0.587
            Fe     0.37795   0.48456   0.36682     0.960     0.818
            Ca     0.37795   0.48456   0.36682     0.040     0.818
            O      0.18427   0.33889   0.03899     1.000     0.516
            O      0.31130   0.49661   0.05755     1.000     0.569
            O      0.30229   0.23575  -0.18414     1.000     0.636
            O      0.56154   0.33620   0.78991     1.000     0.596
            O      0.43335   0.48202   0.69459     1.000     0.682
            O      0.44735   0.20274   0.58737     1.000     0.655

            X-RAY WAVELENGTH:     1.541838
            BOUNDS ON TWO THETA:    0.0  90.0
            LIMITS IMPOSED ON THE INDICES ARE:  +/- 16 +/-  8 +/-  4
            MAX. ABS. INTENSITY / VOLUME**2:      8.138753231    
            The INTENSITY cut off value is   1.00

               2-THETA      INTENSITY    D-SPACING   H   K   L
                13.76         35.94        6.4350    2   1   0
                19.31         61.73        4.5957    4   0   0
                20.20          1.55        4.3950    1   1   1
                21.89         21.48        4.0606    2   1   1
                26.09          6.98        3.4150    0   2   1
                26.55          5.20        3.3575    1   2   1
                27.66         12.27        3.2248    4   1   1
                27.73         83.28        3.2175    4   2   0
                27.87         68.18        3.2012    2   2   1
                29.15          1.16        3.0638    6   0   0
                29.95         74.93        2.9830    3   2   1
                30.82        100.00        2.9008    6   1   0
                31.35         31.16        2.8538    5   1   1
                32.67         61.37        2.7411    4   2   1
                34.62         17.75        2.5911    1   0   2
                34.78         87.26        2.5796    1   3   1
                35.38         12.87        2.5372    6   1   1
                35.67         41.28        2.5171    2   0   2
                35.82         63.59        2.5067    2   3   1
                35.89         38.93        2.5021    5   2   1
                36.07          4.90        2.4902    1   1   2
                37.36         38.85        2.4069    3   0   2
                37.51          2.86        2.3977    3   3   1
                38.72          5.80        2.3254    3   1   2
                39.20          3.98        2.2979    8   0   0
                39.68          6.81        2.2715    7   1   1
                39.77          3.39        2.2665    4   3   1
                40.15          2.91        2.2462    1   2   2
                40.93          2.81        2.2051    4   1   2
                42.13          2.61        2.1450    6   3   0
                42.39         48.31        2.1322    5   0   2
                42.53         42.65        2.1258    5   3   1
                42.59         10.32        2.1230    3   2   2
                43.47         14.23        2.0818    7   2   1
                43.62         15.84        2.0749    5   1   2
                44.03          6.51        2.0565    1   4   1
                44.20          3.66        2.0490    8   1   1
                44.25          6.12        2.0471    8   2   0
                44.80          6.21        2.0230    4   4   0
                44.90          9.52        2.0189    2   4   1
