      Willemite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050652
      Klaska K-H, Eck J C, Pohl D
      Acta Crystallographica B34 (1978) 3324-3325
      New investigation of willemite
      Locality: synthetic
      Note: Anisotropic displacement parameters are from ICSD

      CELL PARAMETERS:   13.94607   13.94607   9.308517   90.00000   90.00000   120.0000
      SPACE GROUP: R-3
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                12.77         22.04        6.9730    1   1   0
                17.58          1.44        5.0661    0   2   1
                20.52          4.25        4.3429    0   1   2
                21.75          3.59        4.0986    2   1   1
                21.75          9.30        4.0986    3  -1   1
                22.15         28.31        4.0259    3   0   0
                25.62         73.55        3.4865    2   2   0
                27.43          1.89        3.2590   -1   3   2
                27.43          2.45        3.2590    1   2   2
                28.38          3.02        3.1519    1   3   1
                28.38          2.05        3.1519   -1   4   1
                31.62         43.39        2.8348    2  -1   3
                31.62         44.46        2.8348    1   1   3
                34.08          2.39        2.6356    1   4   0
                34.08         97.61        2.6356    4   1   0
                35.50          1.86        2.5331    0   4   2
                38.91         28.31        2.3179    2   2   3
                38.91         25.85        2.3179    4  -2   3
                39.49          2.61        2.2851    1   0   4
                40.76          2.05        2.2168    2   4   1
                42.20          5.53        2.1440    5   0   2
                43.71          1.86        2.0733    3  -1   4
                44.25          1.88        2.0493    6  -2   2
                45.09          8.68        2.0129    6   0   0
                45.19          1.21        2.0087   -1   5   3
                46.22          2.90        1.9662   -1   6   2
                46.83          1.54        1.9419    7  -3   1
                47.03         10.16        1.9340    2   5   0
                49.01         23.05        1.8603    6  -3   3
                49.01         20.87        1.8603    3   3   3
                49.98          1.76        1.8263    3   4   2
                50.56          1.63        1.8068    1   6   1
                53.17          2.46        1.7239    1   2   5
                54.37          3.46        1.6887    0   6   3
                54.37          4.22        1.6887    6   0   3
                54.81          1.80        1.6759    0   5   4
                55.81          1.35        1.6484    8  -2   1
                55.81          1.64        1.6484    6   2   1
                56.07          2.65        1.6413    7  -2   3
                56.07          2.28        1.6413    2   5   3
                56.07          1.75        1.6413   -2   7   3
                56.07          1.81        1.6413    5   2   3
                56.59          1.35        1.6273    4  -1   5
                57.66          8.76        1.5997    1   7   0
                57.66          5.22        1.5997    7   1   0
                58.17          1.75        1.5868    5   1   4
                59.63         13.37        1.5514    0   0   6
                60.91          4.82        1.5216    3   6   0
                60.91          4.09        1.5216    6   3   0
                60.99          1.16        1.5198    8  -4   3
                60.99          1.09        1.5198    4   4   3
                64.38          1.08        1.4476    3   0   6
                65.69          1.92        1.4219   -1   8   3
                65.69         18.30        1.4219    1   7   3
                65.69         17.19        1.4219    8  -1   3
                65.69          2.10        1.4219    7   1   3
                65.92          4.18        1.4174    4  -2   6
                65.92          3.13        1.4174    2   2   6
                67.14          6.52        1.3946    5   5   0
                68.73         10.23        1.3662    6   3   3
                68.73          9.92        1.3662   -3   9   3
                70.15          4.73        1.3420    9   0   0
                70.45          9.28        1.3370    4   1   6
                70.45          9.18        1.3370   -1   5   6
                76.00          1.76        1.2524    7   4   0
                77.73          1.56        1.2288    0   6   6
                77.73          1.57        1.2288    6   0   6
                78.94          1.52        1.2129   10  -2   3
                78.94          1.35        1.2129    2   8   3
                79.15          1.72        1.2102    2   5   6
                79.15          1.42        1.2102    7  -2   6
                83.19          3.31        1.1614   -4  11   3
                83.19          3.01        1.1614    7   4   3
                84.52          4.01        1.1464   10   1   0
                87.61          1.81        1.1137    1   7   6
                87.61          2.55        1.1137    8  -1   6
                87.61          1.09        1.1137    7   1   6
                87.61          1.24        1.1137   -1   8   6
                87.61          1.24        1.1137   -1   8   6
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
