      Epidote
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R040092
      Giuli G, Bonazzi P, Menchetti S
      American Mineralogist 84 (1999) 933-936
      Al-Fe disorder in synthetic epidotes: A single-crystal X-ray diffraction study
      Sample: CC11c

      CELL PARAMETERS:   8.914000   5.640000   10.16200   90.00000   115.4000   90.00000
      SPACE GROUP: P2_1/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 9.61          1.59        9.1592    0   0   1
                10.98          3.41        8.0243    1   0   0
                11.07          4.54        7.9592   -1   0   1
                17.48          1.70        5.0562    1   0   1
                17.66         28.06        5.0074   -1   0   2
                19.23          2.73        4.6029    1   1   0
                19.28          4.17        4.5905   -1   1   1
                22.10         20.60        4.0122    2   0   0
                22.28         19.74        3.9796   -2   0   2
                23.61          5.41        3.7586    1   1   1
                23.74          2.93        3.7385   -1   1   2
                25.51         35.46        3.4841   -2   1   1
                26.15         10.84        3.3993    1   0   2
                27.78         10.28        3.2047    2   0   1
                29.19          2.88        3.0531    0   0   3
                30.57         13.55        2.9177   -3   0   2
                30.67          1.10        2.9085    1   1   2
                30.84        100.00        2.8929   -1   1   3
                31.78         41.02        2.8096    0   2   0
                32.09          7.25        2.7838    2   1   1
                32.35          4.40        2.7620   -2   1   3
                33.33         31.95        2.6827    0   1   3
                33.43         18.45        2.6748    3   0   0
                33.73         20.43        2.6518    1   2   0
                34.48         43.84        2.5961   -3   1   1
                34.57          1.67        2.5895   -3   1   2
                35.44         17.77        2.5281    2   0   2
                35.80          2.71        2.5032   -1   0   4
                36.60          8.42        2.4503   -1   2   2
                37.16          1.18        2.4151    3   1   0
                37.41         31.19        2.3991   -3   1   3
                37.48         24.20        2.3949    0   2   2
                37.82          4.29        2.3743   -2   2   1
                39.00          1.97        2.3055    2   1   2
                39.14          5.47        2.2973    1   1   3
                39.18         10.38        2.2952   -2   2   2
                39.25          1.38        2.2910   -3   0   4
                39.32          4.49        2.2870   -2   1   4
                39.33          2.56        2.2866   -1   1   4
                41.68         16.74        2.1630   -4   0   1
                41.76          7.70        2.1592   -1   2   3
                41.89          1.27        2.1527   -4   0   3
                42.56          1.37        2.1205    0   1   4
                42.73         16.58        2.1127    2   2   1
                42.93         18.01        2.1031   -2   2   3
                43.71         14.36        2.0674    0   2   3
                44.24          7.16        2.0438    2   0   3
                44.63          2.60        2.0270   -3   2   1
                45.12          6.08        2.0061    4   0   0
                45.76          1.49        1.9795   -1   0   5
                46.48          1.48        1.9507   -3   0   5
                47.03          1.12        1.9290   -3   2   3
                47.25          4.79        1.9207    2   1   3
                48.35         10.59        1.8793    2   2   2
                48.48          1.46        1.8749    1   2   3
                48.48          3.15        1.8745    1   1   4
                48.63         12.80        1.8692   -2   2   4
                48.64          5.96        1.8690   -1   2   4
                48.69          3.30        1.8670   -1   1   5
                48.89          3.59        1.8598    3   1   2
                49.92          1.54        1.8241    1   3   0
                51.05          1.38        1.7864    3   2   1
                51.40          1.66        1.7750    0   2   4
                51.56          4.76        1.7697   -5   0   2
