Grunerite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern R060062
      Finger L W
      Mineralogical Society of America Special Paper 2 (1969) 95-100
      The crystal structure and cation distribution of a grunerite
      Locality: Wabush iron formation, Labrador, Canada

      CELL PARAMETERS:   9.564200   18.39300   5.338800   90.00000   101.8920   90.00000
      SPACE GROUP: C2/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 9.70         16.10        9.1348    0   2   0
                10.64        100.00        8.3271    1   1   0
                17.04          2.68        5.2060    0   0   1
                18.34          7.03        4.8390   -1   1   1
                18.98          9.82        4.6777    2   0   0
                19.44          5.30        4.5674    0   4   0
                21.35          7.32        4.1635    2   2   0
                21.76          1.56        4.0848    1   1   1
                22.97         11.34        3.8728   -1   3   1
                24.77          1.15        3.5954   -2   2   1
                25.81         19.51        3.4524    1   3   1
                26.19          1.40        3.4035    1   5   0
                27.29         20.11        3.2679    2   4   0
                28.20          1.25        3.1651    2   0   1
                29.05         43.86        3.0740    3   1   0
                29.33          1.07        3.0449    0   6   0
                29.88         12.45        2.9906    2   2   1
                32.25          6.58        2.7757    3   3   0
                32.51         51.53        2.7541    1   5   1
                33.63          3.80        2.6645   -3   3   1
                34.11         30.27        2.6284    0   6   1
                34.11          5.79        2.6281   -1   1   2
                35.16          1.53        2.5519    2   6   0
                35.78         34.13        2.5091   -2   0   2
                37.42          6.07        2.4026   -2   6   1
                38.09          1.30        2.3621    1   1   2
                38.48          1.68        2.3388    4   0   0
                38.89          1.46        2.3155   -1   7   1
                39.13         13.68        2.3015   -3   5   1
                40.04          3.74        2.2516   -4   2   1
                40.72          6.71        2.2155    1   7   1
                40.51          9.74        2.2264   -3   1   2
                41.13         26.47        2.1943    2   6   1
                41.03          1.15        2.1991   -2   4   2
                42.96          1.36        2.1049   -3   3   2
                43.25          1.44        2.0913    0   8   1
                43.16         11.96        2.0955    2   0   2
                44.41          9.66        2.0393    3   5   1
                45.44          1.10        1.9955    1   5   2
                46.34          3.44        1.9586   -3   7   1
                46.42          7.08        1.9555   -4   0   2
                48.35          1.93        1.8818   -1   9   1
                49.18          1.25        1.8520    2   8   1
                49.32          2.88        1.8471   -4   6   1
                49.90          1.04        1.8269    1   9   1
                50.77          3.55        1.7977   -4   4   2
                53.35          1.79        1.7167    0   8   2
                53.79          2.69        1.7034   -1   3   3
                54.29          1.28        1.6889   -2   8   2
                54.25          5.60        1.6901   -5   1   2
                54.61          3.50        1.6798   -5   5   1
                55.25         18.50        1.6620    4   6   1
                56.23          8.13        1.6353    1  11   0
                57.74         11.71        1.5961   -1   5   3
                58.29          2.31        1.5823    2  10   1
                58.28          3.27        1.5825    4   0   2
                59.24          3.90        1.5592    6   0   0
                60.81          7.34        1.5225    0  12   0
                61.01          8.40        1.5180   -2   6   3
                61.47          5.08        1.5077    0   6   3
                61.52          2.56        1.5067    5   5   1
                62.04          2.13        1.4953    4   4   2
                62.68          3.64        1.4816   -6   0   2
                63.42          2.87        1.4659    3  11   0
                63.36          2.65        1.4673   -1   7   3
                64.90          1.53        1.4361   -4  10   1
                66.35          1.78        1.4082   -1  11   2
                66.36         15.66        1.4080   -6   6   1
                67.46          3.73        1.3876   -4   6   3
                67.68          5.49        1.3836    5   1   2
                68.78          3.99        1.3642    2   6   3
                68.88          2.51        1.3624    1  11   2
                70.52          1.76        1.3348   -3  11   2
                70.63          1.73        1.3329    7   1   0
                70.67          1.42        1.3322   -5   5   3
                71.17          1.35        1.3242   -1   1   4
                72.59          9.07        1.3016   -2  12   2
                72.60          4.96        1.3015    0   0   4
                74.30          1.84        1.2760    4  12   0
                74.09          2.13        1.2789   -7   5   1
                74.36          1.31        1.2751   -2   4   4
                75.78          2.01        1.2546   -4   0   4
                77.45          2.05        1.2317    2  12   2
                77.66          1.28        1.2288    6   0   2
                79.79          1.29        1.2013   -4  12   2
                80.62          1.59        1.1910    2   0   4
                80.94          4.38        1.1871   -5  11   2
                82.43          1.01        1.1694    8   0   0
                87.09          1.75        1.1184    3   1   4
                89.21          2.28        1.0972    4  12   2
                89.21          2.28        1.0972    4  12   2
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
