      Mimetite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050527
      Yongshan D, Hughes J M, Moore P B
      The Canadian Mineralogist 29 (1991) 369-376
      The crystal structures of mimetite and clinomimetite, Pb5(AsO4)3Cl
      Locality: Durango, Mexico

      CELL PARAMETERS:   10.21100   10.21100   7.418500   90.00000   90.00000   120.0000
      SPACE GROUP: P6_3/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 9.99          1.91        8.8720    1   0   0
                17.33          3.82        5.1223    1   1   0
                20.03         15.27        4.4360    2   0   0
                21.07         17.31        4.2198    1   1   1
                23.35          1.93        3.8107    2   0   1
                23.92         10.46        3.7220    0   0   2
                25.97         21.23        3.4322    1   0   2
                26.59         19.40        3.3533    1   2   0
                26.59         12.37        3.3533    2   1   0
                29.21         59.63        3.0574    1   2   1
                29.21         40.37        3.0574    2   1   1
                29.67         91.98        3.0110    1   1   2
                30.23         51.67        2.9573    3   0   0
                31.38          2.13        2.8513    2   0   2
                35.04          1.74        2.5611    2   2   0
                37.12          1.06        2.4218    2   2   1
                38.53          2.43        2.3363    3   1   1
                38.89          2.78        2.3154    3   0   2
                40.39          6.38        2.2331    1   1   3
                40.67          4.42        2.2180    4   0   0
                42.86         31.76        2.1099    2   2   2
                44.11          6.60        2.0526    1   3   2
                44.11          4.06        2.0526    3   1   2
                44.50          4.85        2.0354    3   2   0
                45.46         15.23        1.9946    2   1   3
                45.46         13.38        1.9946    1   2   3
                46.23          7.58        1.9633    2   3   1
                46.23         11.28        1.9633    3   2   1
                46.92         10.54        1.9360    1   4   0
                46.92          8.89        1.9360    4   1   0
                47.72         23.54        1.9053    4   0   2
                48.93         13.12        1.8610    0   0   4
                51.13          1.92        1.7858    2   3   2
                52.35          1.77        1.7472    3   1   3
                53.32          1.87        1.7176    1   4   2
                53.32          1.74        1.7176    4   1   2
                53.37          1.82        1.7161    2   0   4
                54.73          2.39        1.6767    2   4   0
                54.73          3.96        1.6767    4   2   0
                55.17          6.73        1.6642    3   3   1
                56.54          3.92        1.6272    1   2   4
                56.54          3.91        1.6272    2   1   4
                57.52          8.70        1.6017    5   0   2
                57.85          2.50        1.5935    1   5   0
                57.85          1.15        1.5935    5   1   0
                58.59         12.37        1.5751    3   0   4
                58.64          4.84        1.5737    2   3   3
                58.64          2.75        1.5737    3   2   3
                59.28          5.62        1.5582    1   5   1
                59.28          2.41        1.5582    5   1   1
                59.55          9.50        1.5519    3   3   2
                65.44          2.10        1.4256    4   0   4
                65.70          1.21        1.4207    2   5   0
                66.44          3.20        1.4066    3   3   3
                67.04          3.18        1.3955    2   5   1
                67.04          1.22        1.3955    5   2   1
                68.22          6.04        1.3742    6   0   2
                68.26          1.93        1.3734    3   2   4
                68.99          5.21        1.3607    1   2   5
                68.99          2.19        1.3607    2   1   5
                69.14          3.44        1.3580    4   3   2
                69.44          1.24        1.3530    1   6   0
                69.44          1.66        1.3530    6   1   0
                70.11          5.05        1.3417    1   4   4
                70.11          5.00        1.3417    4   1   4
                70.16          2.33        1.3408    1   5   3
                70.16          1.83        1.3408    5   1   3
                70.74          1.31        1.3312    6   1   1
                70.98          3.04        1.3273    2   5   2
                70.98          4.93        1.3273    5   2   2
                73.99          4.97        1.2806    4   4   0
                76.42          2.54        1.2457    4   2   4
                76.42          2.13        1.2457    2   4   4
                77.36          2.15        1.2329    2   5   3
                79.08          1.89        1.2104    1   5   4
                79.44          4.70        1.2058    1   1   6
                79.77          2.49        1.2016    3   2   5
                79.92          1.42        1.1998    7   0   2
                79.92          1.06        1.1998    3   5   2
                79.92          3.52        1.1998    5   3   2
                81.94          1.41        1.1751    1   7   0
                81.94          1.90        1.1751    7   1   0
                86.73          1.58        1.1221    3   3   5
                87.27          3.03        1.1166    2   2   6
                89.51          1.03        1.0943    1   6   4
                89.51          1.68        1.0943    6   1   4
                89.51          1.68        1.0943    6   1   4
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
