      Pargasite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R070003
      Raudsepp M, Turnock A C, Hawthorne F C, Sherriff B L, Hartman J S
      American Mineralogist 72 (1987) 580-593
      Characterization of synthetic pargasitic amphiboles
      (NaCa2Mg4M3+Si6Al2O22(OH,F)2; M3+ = Al,Cr,Ga,Sc,In) by infrared spectroscopy,
      Rietveld structure refinement, and 27Al, 29Si, and 19F MAS NMR spectroscopy
      Sample: FScPA-A3

      CELL PARAMETERS:   9.911920   18.10289   5.314159   90.00000   105.0038   90.00000
      SPACE GROUP: C2/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 9.78         27.40        9.0514    0   2   0
                10.46         46.39        8.4633    1   1   0
                17.28          1.31        5.1330    0   0   1
                17.37          2.85        5.1049    1   3   0
                18.04         19.65        4.9160   -1   1   1
                19.61         21.36        4.5257    0   4   0
                19.88          1.44        4.4650    0   2   1
                20.99          2.96        4.2317    2   2   0
                22.21          5.57        4.0016    1   1   1
                22.80         11.79        3.8987   -1   3   1
                26.26         82.62        3.3930    1   3   1
                27.11         52.67        3.2887    2   4   0
                28.39         76.09        3.1429    3   1   0
                29.28          4.21        3.0488   -3   1   1
                30.25          6.67        2.9538   -1   5   1
                30.28         50.57        2.9505    2   2   1
                31.70         19.73        2.8211    3   3   0
                32.52         45.12        2.7524   -3   3   1
                32.98        100.00        2.7148    1   5   1
                34.47         60.41        2.6011    0   6   1
                34.94         11.27        2.5665    0   0   2
                35.12         79.23        2.5539   -2   0   2
                35.14          1.08        2.5525    2   6   0
                36.37          1.87        2.4692    0   2   2
                36.54          2.45        2.4580   -2   2   2
                37.09          4.09        2.4227   -2   6   1
                37.09          1.98        2.4228   -4   0   1
                37.55          9.59        2.3941    3   5   0
                38.25         37.84        2.3517   -3   5   1
                38.45         20.54        2.3404   -4   2   1
                39.02         27.03        2.3073   -1   7   1
                39.23         14.94        2.2951   -3   1   2
                39.81          3.96        2.2633    3   3   1
                40.38          2.44        2.2325    0   4   2
                40.54          8.06        2.2242   -2   4   2
                41.24          3.23        2.1878    1   7   1
                41.61         42.35        2.1692    2   6   1
                41.79          4.81        2.1604   -3   3   2
                42.16          5.44        2.1421   -1   5   2
                44.12         20.86        2.0515    2   0   2
                44.56         18.91        2.0324   -4   0   2
                44.75         19.93        2.0243    3   5   1
                45.10          5.05        2.0092    3   7   0
                45.30          1.77        2.0008    2   2   2
                45.71          1.97        1.9840   -3   7   1
                46.09          8.84        1.9685    1   9   0
                46.56          4.29        1.9497   -3   5   2
                46.91          1.46        1.9358    4   2   1
                47.74          9.52        1.9042    5   1   0
                48.14          2.55        1.8891   -4   6   1
                48.62          7.83        1.8715   -1   9   1
                48.62          1.65        1.8716   -5   3   1
                48.71          4.23        1.8685    2   4   2
                49.13          4.82        1.8532   -1   7   2
                49.11          4.93        1.8541   -4   4   2
                49.94          3.67        1.8251    5   3   0
                50.38          2.99        1.8103    0  10   0
                51.35          2.30        1.7782    3   1   2
                51.87          5.62        1.7616   -5   1   2
                53.65          2.91        1.7072    0  10   1
                53.45          1.94        1.7133    3   3   2
                53.84          1.88        1.7016    3   9   0
                54.12          6.86        1.6937   -2   8   2
                54.07          1.11        1.6952   -3   1   3
                54.13          2.43        1.6933    2  10   0
                54.10         10.48        1.6943   -1   3   3
                54.38          2.70        1.6862   -3   9   1
                54.55          8.55        1.6812    0   2   3
                55.44         33.55        1.6563    4   6   1
                55.88          8.53        1.6443    4   8   0
                56.72         13.34        1.6219    1  11   0
                57.74          5.33        1.5957    6   0   0
                58.10         27.52        1.5868   -1   5   3
                58.94          1.26        1.5659    2  10   1
                58.92          2.76        1.5664   -5   7   1
                58.72          1.71        1.5714    6   2   0
                59.17          9.41        1.5605    4   0   2
                59.76         14.06        1.5465   -6   0   2
                60.09          1.17        1.5389    5   7   0
                60.13          1.28        1.5378    4   2   2
                60.77          6.13        1.5233    1   9   2
                60.84         30.65        1.5217   -2   6   3
                61.00          2.79        1.5180   -3   9   2
                61.26          4.29        1.5121   -4   8   2
                61.42         15.89        1.5086    0  12   0
                61.44          6.15        1.5081    5   5   1
                62.89          1.94        1.4769   -2  10   2
                63.03          1.77        1.4738    1   5   3
                62.96          2.40        1.4753    4   4   2
                63.05          2.55        1.4734    2   2   3
                63.57          5.56        1.4627    3  11   0
                63.53          2.72        1.4634   -6   4   2
                63.80          3.95        1.4580   -1   7   3
                64.05          2.27        1.4529   -3  11   1
                64.18          1.19        1.4502   -4  10   1
                64.32          1.01        1.4474    0  12   1
                64.32         41.98        1.4474   -6   6   1
                64.50          1.35        1.4438    4  10   0
                64.80          2.60        1.4378   -5   3   3
                65.61          1.29        1.4221   -3   7   3
                65.99          1.27        1.4148   -4   6   3
                66.47          1.20        1.4056    6   2   1
                68.42          5.87        1.3703   -5   5   3
                68.45         13.86        1.3698    5   1   2
                68.79          2.27        1.3638    7   1   0
                69.49          1.28        1.3518   -4  10   2
                69.91          6.94        1.3447    1  11   2
                70.12          5.28        1.3411   -3  11   2
                70.29          7.29        1.3383    2   6   3
                70.22          3.58        1.3394    5   3   2
                70.87          3.67        1.3288   -5   9   2
                70.99          1.46        1.3268   -1   9   3
                71.50          1.09        1.3187    1  13   1
                71.50          8.63        1.3187   -7   5   1
                71.78          6.82        1.3141   -1   1   4
                72.00          2.01        1.3107   -3   1   4
                72.65          5.43        1.3005    0  12   2
                72.76         15.36        1.2989   -2  12   2
                72.71          1.70        1.2996   -3   9   3
                73.52          1.91        1.2873   -1   3   4
                73.74          1.93        1.2841   -3   3   4
                73.54          2.94        1.2870    6   6   1
                73.79          3.02        1.2832    0   0   4
                73.72          1.30        1.2844    5   5   2
                74.21          5.42        1.2770   -4   0   4
                74.23          1.28        1.2768   -6   8   2
                76.57          1.52        1.2435    0  10   3
                77.31          1.16        1.2334   -1  13   2
                77.40          3.08        1.2322   -2  14   1
                78.37          1.11        1.2193   -6  10   1
                79.47          9.22        1.2052   -5  11   2
                80.14          2.43        1.1968    8   0   0
                81.87          1.08        1.1758   -6  10   2
                82.35          1.57        1.1702   -8   4   2
                82.68          5.43        1.1663    2   0   4
                83.42          2.16        1.1578    1  15   1
                83.94          2.47        1.1520    2  10   3
                83.86          1.35        1.1528    4   6   3
                85.55          1.57        1.1344    5   9   2
                85.87          4.05        1.1310    7   9   0
                86.32          1.76        1.1262    5  13   0
                86.84          3.43        1.1209   -6   4   4
                87.41          1.90        1.1150   -7   7   3
                87.10          1.55        1.1182    5   3   3
                88.41          1.26        1.1049    0  16   1
                88.69          1.35        1.1022   -1   9   4
                89.08          1.16        1.0984    3  13   2
                89.49          1.82        1.0944    3   1   4
                89.49          1.82        1.0944    3   1   4
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.

