      Fluorapatite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050369
      Hughes J M, Cameron M, Crowley K D
      American Mineralogist 74 (1989) 870-876
      Structural variations in natural F, OH, and Cl apatites
      Locality: Durango Mexico

      CELL PARAMETERS:   9.383210   9.383210   6.886548   90.00000   90.00000   120.0000
      SPACE GROUP: P6_3/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                10.92          9.88        8.1261    1   0   0
                16.90          3.68        5.2537    1   0   1
                18.94          1.50        4.6916    1   1   0
                21.90          5.36        4.0630    2   0   0
                22.96          6.53        3.8773    1   1   1
                25.47          2.02        3.4994    2   0   1
                25.90         37.39        3.4433    0   0   2
                28.17         12.00        3.1704    1   0   2
                29.09         14.05        3.0714    1   2   0
                31.92         69.57        2.8050    1   2   1
                31.92         30.43        2.8050    2   1   1
                32.26         40.17        2.7759    1   1   2
                33.09         57.76        2.7087    3   0   0
                34.15         25.65        2.6269    2   0   2
                35.63          3.82        2.5207    3   0   1
                39.32          4.77        2.2920    1   2   2
                40.01          4.48        2.2538    1   3   0
                40.01         16.68        2.2538    3   1   0
                40.64          2.86        2.2205    2   2   1
                42.20          1.94        2.1420    1   3   1
                42.20          3.88        2.1420    3   1   1
                43.91          4.39        2.0619    1   1   3
                44.61          1.26        2.0315    4   0   0
                45.38          3.59        1.9986    2   0   3
                46.86         26.84        1.9387    2   2   2
                48.26          5.66        1.8857    1   3   2
                48.26          7.87        1.8857    3   1   2
                48.85          3.44        1.8643    3   2   0
                49.58         23.65        1.8387    1   2   3
                49.58         10.04        1.8387    2   1   3
                50.73          8.30        1.7995    2   3   1
                50.73          7.78        1.7995    3   2   1
                51.53          6.19        1.7733    1   4   0
                51.54          7.20        1.7733    4   1   0
                52.23          1.17        1.7512    3   0   3
                52.28         13.10        1.7497    4   0   2
                53.20         15.82        1.7216    0   0   4
                56.09          7.54        1.6394    2   3   2
                57.28          1.93        1.6082    1   3   3
                57.28          1.54        1.6082    3   1   3
                58.33          1.65        1.5818    5   0   1
                60.25          4.45        1.5357    4   2   0
                60.72          4.10        1.5250    3   3   1
                61.76          1.04        1.5018    1   2   4
                61.76          2.13        1.5018    2   1   4
                61.89          2.07        1.4989    4   2   1
                63.26         10.80        1.4697    5   0   2
                63.75          1.15        1.4595    1   5   0
                64.07          8.26        1.4530    3   0   4
                64.36          5.44        1.4471    2   3   3
                65.34          6.01        1.4278    1   5   1
                65.54          1.37        1.4239    3   3   2
                69.99          1.58        1.3438    5   1   2
                71.98          4.15        1.3115    3   4   1
                72.64          2.63        1.3012    2   5   0
                74.13          1.54        1.2786    2   5   1
                74.28          3.33        1.2764    4   2   3
                75.64          1.59        1.2567    2   1   5
                75.64          3.55        1.2567    1   2   5
                76.45          2.40        1.2455    4   3   2
                76.91          1.14        1.2392    1   6   0
                77.20          2.65        1.2352    1   4   4
                77.20          4.42        1.2352    4   1   4
                77.47          3.58        1.2316    1   5   3
                78.56          5.03        1.2172    5   2   2
                81.39          1.04        1.1818    5   0   4
                83.73          3.89        1.1546    3   4   3
                84.35          1.78        1.1478    0   0   6
                84.51          2.02        1.1460    4   2   4
                84.51          1.30        1.1460    2   4   4
                85.80          1.19        1.1320    2   5   3
                87.45          3.28        1.1149    1   1   6
                87.60          1.82        1.1133    1   5   4
                88.15          1.55        1.1078    3   2   5
                88.93          1.17        1.1000    5   3   2
                88.93          1.03        1.1000    7   0   2
                88.93          1.03        1.1000    7   0   2
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
