      Richterite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R060043
      Robert J-L, Della Ventura G, Raudsepp M, Hawthorne F C
      European Journal of Mineralogy 5 (1993) 199-206
      Rietveld structure refinement of synthetic strontium-rich potassium-richterites
      Sample: KSr_100

      CELL PARAMETERS:   9.922000   18.04700   5.297000   90.00000   104.3700   90.00000
      SPACE GROUP: C2/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 9.80          9.06        9.0176    0   2   0
                10.42         16.56        8.4838    1   1   0
                17.31          1.10        5.1171    0   0   1
                17.38          3.11        5.0972    1   3   0
                18.20         19.60        4.8691   -1   1   1
                18.44          1.86        4.8070    2   0   0
                19.67         31.27        4.5088    0   4   0
                22.05          2.64        4.0272   -2   0   1
                22.11         20.27        4.0165    1   1   1
                22.96         24.95        3.8699   -1   3   1
                24.18          1.96        3.6772   -2   2   1
                26.20         91.78        3.3985    1   3   1
                26.32          3.94        3.3829    0   4   1
                26.37          1.95        3.3772    1   5   0
                27.09         56.28        3.2886    2   4   0
                28.26         76.02        3.1552    3   1   0
                29.45          5.20        3.0299   -3   1   1
                29.72          4.11        3.0035   -2   4   1
                30.09         36.10        2.9673    2   2   1
                30.41          9.95        2.9366   -1   5   1
                31.61         18.29        2.8279    3   3   0
                32.69         30.53        2.7367   -3   3   1
                32.98        100.00        2.7139    1   5   1
                34.58         55.90        2.5918    0   6   1
                35.04          4.96        2.5586    0   0   2
                35.47         79.06        2.5285   -2   0   2
                36.06          3.19        2.4886    1   7   0
                37.38          2.88        2.4035    4   0   0
                37.51          8.18        2.3957    3   5   0
                38.45         36.99        2.3395   -3   5   1
                38.58         21.59        2.3314   -4   2   1
                38.85          1.16        2.3158    1   1   2
                39.21         18.81        2.2957   -1   7   1
                39.64         16.40        2.2717   -3   1   2
                39.55          3.42        2.2766    3   3   1
                40.50          2.03        2.2253    0   4   2
                40.88          9.83        2.2054   -2   4   2
                41.29          5.29        2.1845    1   7   1
                41.45          1.22        2.1767    1   3   2
                41.54         36.53        2.1721    2   6   1
                42.19         11.26        2.1399   -3   3   2
                42.42          2.63        2.1290   -1   5   2
                42.59          1.09        2.1210    4   4   0
                43.91         23.11        2.0600    2   0   2
                44.55          8.90        2.0322    3   5   1
                44.98          9.94        2.0136   -4   0   2
                45.11          2.76        2.0080    3   7   0
                45.92          2.07        1.9745   -3   7   1
                46.24          9.76        1.9618    1   9   0
                46.28          2.01        1.9602    1   5   2
                46.55          4.01        1.9492    4   2   1
                46.96          6.91        1.9332   -3   5   2
                47.51          7.10        1.9119    5   1   0
                48.32          6.01        1.8819   -4   6   1
                48.55          2.39        1.8737    2   4   2
                48.73          1.02        1.8672   -5   3   1
                48.84         11.08        1.8630   -1   9   1
                49.41          1.60        1.8430   -1   7   2
                49.54          4.06        1.8386   -4   4   2
                49.74          4.96        1.8314    5   3   0
                50.57          3.81        1.8035    0  10   0
                50.61          3.61        1.8021    1   9   1
                52.29          3.91        1.7480   -5   1   2
                52.34          1.40        1.7464   -1   1   3
                54.18          2.50        1.6915    0   8   2
                54.43         10.23        1.6843   -1   3   3
                54.28          1.16        1.6886    2  10   0
                54.48          6.99        1.6827   -2   8   2
                54.63          1.94        1.6787   -3   9   1
                54.72          5.18        1.6760    0   2   3
                55.18         30.55        1.6630    4   6   1
                55.87          6.64        1.6443    4   8   0
                56.74          1.08        1.6210   -6   2   1
                56.92          9.45        1.6162    1  11   0
                57.46          5.10        1.6023    6   0   0
                58.44         22.05        1.5778   -1   5   3
                58.71          4.77        1.5712    4   0   2
                59.00          1.90        1.5642    2  10   1
                59.09          1.55        1.5621   -5   7   1
                59.69          1.00        1.5478    4   2   2
                60.16         13.89        1.5368   -6   0   2
                60.86          3.84        1.5207    1   9   2
                61.32         24.46        1.5106   -2   6   3
                61.07          6.53        1.5161    5   5   1
                61.43          1.25        1.5080   -3   9   2
                61.71          2.69        1.5018   -4   8   2
                61.66         13.58        1.5029    0  12   0
                62.56          1.37        1.4835    0   6   3
                62.55          3.64        1.4837    4   4   2
                62.89          2.28        1.4765    2   2   3
                63.28          2.39        1.4683   -2  10   2
                63.70          5.03        1.4596    3  11   0
                63.95          3.69        1.4546   -6   4   2
                64.16          3.46        1.4503   -1   7   3
                64.34          1.03        1.4466   -3  11   1
                64.43         33.22        1.4450   -6   6   1
                64.44          2.28        1.4447   -4  10   1
                64.55          2.55        1.4426    4  10   0
                65.50          1.89        1.4238   -5   3   3
                65.96          1.42        1.4151    6   2   1
                67.88         13.99        1.3797    5   1   2
                68.45          3.39        1.3695    7   1   0
                69.13          5.83        1.3577   -5   5   3
                69.17          1.54        1.3570    2  10   2
                69.67          4.17        1.3485    5   3   2
                70.06          8.82        1.3418    1  11   2
                70.19          6.55        1.3398    2   6   3
                70.24          1.08        1.3389    7   3   0
                70.59          3.26        1.3331   -3  11   2
                70.92          1.29        1.3278   -6   2   3
                71.35          3.22        1.3208   -5   9   2
                71.39          1.93        1.3201   -1   9   3
                71.54          8.52        1.3178   -7   5   1
                71.73          1.33        1.3148    1  13   1
                72.21          7.94        1.3071   -1   1   4
                72.28          1.83        1.3060    6   8   0
                72.94          5.28        1.2959    0  12   2
                73.20         18.64        1.2919   -2  12   2
                73.33          1.18        1.2900   -3   9   3
                73.10          2.73        1.2934    6   6   1
                73.96          2.20        1.2805   -1   3   4
                73.76          1.04        1.2834    3   5   3
                74.04          3.76        1.2793    0   0   4
                74.48          1.45        1.2728   -3   3   4
                74.38          2.16        1.2743    4  12   0
                75.07          6.51        1.2642   -4   0   4
                76.64          1.30        1.2423    4   2   3
                76.76          1.29        1.2407   -7   7   1
                77.77          1.01        1.2270   -2  14   1
                79.73          2.45        1.2017    8   0   0
                79.99          7.79        1.1985   -5  11   2
                82.37          1.54        1.1697   -6  10   2
                82.56          4.35        1.1676    2   0   4
                82.72          2.52        1.1657   -8   4   2
                83.43          1.54        1.1575    4   6   3
                83.73          1.40        1.1542    1  15   1
                83.95          1.02        1.1517    2  10   3
                85.67          2.92        1.1329    7   9   0
                87.91          2.13        1.1097   -6   4   4
                88.22          1.28        1.1067   -7   7   3
                88.81          1.61        1.1008    0  16   1
                89.16          2.27        1.0974    3   1   4
                89.79          1.96        1.0913    5   5   3
                89.79          1.96        1.0913    5   5   3
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.

