      Wulfenite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050501
      Leciejewicz J
      Zeitschrift fur Kristallographie 121 (1965) 158-164
      A neutron crystallographic investigation of lead molybdenum oxide, PbMoO4
      Locality: Los Lamentos, Mexico

      CELL PARAMETERS:   5.435725   5.435725   12.11468   90.00000   90.00000   90.00000
      ALTERNATE SETTING FOR SPACE GROUP: I4_1/a
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                17.91         11.56        4.9594    1   0   1
                27.50        100.00        3.2454    1   1   2
                27.53          3.65        3.2416    1   0   3
                29.51         16.46        3.0287    0   0   4
                32.97         23.18        2.7179    2   0   0
                37.75          5.42        2.3834    2   1   1
                37.75          1.19        2.3834    1   2   1
                40.78          3.26        2.2130    1   0   5
                43.45          1.28        2.0827    2   1   3
                43.45          3.74        2.0827    1   2   3
                44.80         27.27        2.0228    2   0   4
                47.30         11.02        1.9218    2   2   0
                50.95          1.43        1.7920    3   0   1
                51.09         15.97        1.7875    1   1   6
                55.56         10.74        1.6536    3   1   2
                55.56         13.57        1.6536    1   3   2
                55.58          1.03        1.6531    3   0   3
                55.73          1.15        1.6491    1   0   7
                56.72         11.33        1.6227    2   2   4
                61.19          1.83        1.5143    0   0   8
                69.10          2.98        1.3589    4   0   0
                71.26          5.95        1.3229    2   0   8
                72.14          6.41        1.3089    3   1   6
                72.14          4.45        1.3089    1   3   6
                75.87          4.57        1.2535    3   3   2
                76.86          4.25        1.2398    4   0   4
                78.69          2.29        1.2155    2   4   0
                78.69          2.12        1.2155    4   2   0
                80.76          3.58        1.1894    2   2   8
                83.66          3.34        1.1554    1   1  10
                86.17          2.98        1.1280    4   2   4
                86.17          2.87        1.1280    2   4   4
                86.17          2.87        1.1280    2   4   4
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.

