      Allanite-(La)
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern
      Orlandi P, Pasero M
      The Canadian Mineralogist 44 (2006) 63-68
      Allanite-(La) from Buca della Vena mine, Apuan Alps, Italy, an epidote-group mineral
      Locality: Buca della Vena mine, near Stazzema, Apuan Alps, Tuscany, Italy

      CELL PARAMETERS:   8.919148   5.672428   10.37133   90.00000   115.6774   90.00000
      SPACE GROUP: P2_1/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 9.47         29.89        9.3471    0   0   1
                11.01          8.96        8.0384    1   0   0
                10.98         14.93        8.0614   -1   0   1
                17.39         13.46        5.0994    1   0   1
                17.33          9.25        5.1170   -1   0   2
                18.29          9.53        4.8493    0   1   1
                19.15          7.07        4.6347    1   1   0
                19.13          5.35        4.6391   -1   1   1
                18.99         10.25        4.6736    0   0   2
                22.11          2.31        4.0192    2   0   0
                22.05          3.08        4.0307   -2   0   2
                23.45          3.82        3.7923    1   1   1
                23.41          8.12        3.7995   -1   1   2
                24.67          6.71        3.6070    0   1   2
                25.40         49.63        3.5058   -2   1   1
                27.18          8.11        3.2794    2   1   0
                27.13          5.47        3.2857   -2   1   2
                27.69         17.58        3.2205    2   0   1
                28.64          1.25        3.1157    0   0   3
                30.35          1.60        2.9437    1   1   2
                30.41         21.60        2.9378   -3   0   2
                30.29        100.00        2.9493   -1   1   3
                31.53         41.11        2.8362    0   2   0
                31.94         15.70        2.8006    2   1   1
                32.99          2.88        2.7140    0   2   1
                32.78         33.58        2.7309    0   1   3
                33.49         29.34        2.6746    1   2   0
                33.43         10.91        2.6795    3   0   0
                33.33          4.71        2.6871   -3   0   3
                34.39         47.70        2.6064   -3   1   1
                34.36          3.51        2.6087   -3   1   2
                35.18         20.09        2.5497    2   0   2
                35.02          4.82        2.5610   -1   0   4
                35.06          2.88        2.5585   -2   0   4
                36.22          2.59        2.4786    1   2   1
                36.19          7.63        2.4807   -1   2   2
                37.09          1.97        2.4228    3   1   0
                37.06          5.19        2.4247    0   2   2
                37.56          2.65        2.3932   -2   2   1
                37.00         14.21        2.4284   -3   1   3
                38.80         12.65        2.3195   -2   2   2
                38.55          4.81        2.3341   -1   1   4
                38.58          3.94        2.3323   -2   1   4
                38.60          5.20        2.3312   -3   0   4
                40.43          2.59        2.2298   -4   0   2
                41.21          5.72        2.1893    1   2   2
                41.17          5.41        2.1916   -1   2   3
                41.65         17.37        2.1671   -4   0   1
                42.01          2.84        2.1496    3   1   1
                41.58          6.19        2.1707   -4   0   3
                42.45         21.77        2.1285    2   2   1
                41.79          7.08        2.1606    0   1   4
                42.38         19.52        2.1319   -2   2   3
                43.11         10.90        2.0974    0   2   3
                43.78          9.35        2.0667    2   0   3
                44.37          4.16        2.0405   -3   2   2
                43.64          2.12        2.0730   -2   0   5
                45.09          1.14        2.0096    4   0   0
                44.95          1.70        2.0153   -4   0   4
                45.55          1.99        1.9904   -3   0   5
                46.75          2.01        1.9418    2   1   3
                48.00          1.52        1.8942    4   1   0
                47.95         13.77        1.8961    2   2   2
                47.88          2.31        1.8986    1   2   3
                47.74          8.03        1.9041    1   1   4
                47.85         14.57        1.8998   -2   2   4
                48.61          5.57        1.8720    3   1   2
                49.49          2.22        1.8406    1   3   0
                48.44          1.51        1.8781   -3   1   5
                48.68          1.58        1.8694    0   0   5
                50.78          1.20        1.7971    3   2   1
                50.58          2.87        1.8035    0   2   4
                50.66          1.16        1.8009   -3   2   4
                51.45          5.24        1.7751   -5   0   2
                52.15          4.70        1.7529   -4   2   2
                52.54          6.86        1.7408   -2   3   1
                53.16          2.84        1.7220   -4   2   1
                53.53          1.58        1.7109    2   3   0
                53.45          1.35        1.7133   -5   0   1
                53.16          1.74        1.7218    2   0   4
                52.90          7.73        1.7299   -4   1   5
                54.10          2.79        1.6941   -5   1   2
                53.01          4.83        1.7263   -2   0   6
                54.94          1.55        1.6703    2   2   3
                55.37         12.03        1.6584   -1   3   3
                56.05          4.32        1.6397    4   2   0
                56.04          6.37        1.6401   -5   1   1
                56.40          2.70        1.6305    2   3   1
                55.76          2.92        1.6476    2   1   4
                55.82          5.52        1.6461    1   2   4
                54.93         10.09        1.6706   -1   0   6
                56.60          5.77        1.6252    3   2   2
                55.94         15.27        1.6428   -4   2   4
                55.93          3.15        1.6430   -5   1   4
                55.75          1.21        1.6479   -1   2   5
                56.93          5.51        1.6164    0   3   3
                55.62          1.68        1.6515   -2   1   6
                57.27          1.49        1.6077    5   0   0
                57.99         10.27        1.5894   -3   3   1
                56.29          1.57        1.6334   -3   1   6
                57.97          1.48        1.5900   -3   3   2
                57.55          8.30        1.6005    1   1   5
                56.94          7.64        1.6162   -4   0   6
                59.75          2.11        1.5468    5   1   0
                59.65          7.45        1.5490    4   1   2
                59.77          1.94        1.5464   -3   3   3
                59.58          1.43        1.5508   -5   1   5
                60.49          1.17        1.5296   -4   2   5
                63.39          2.67        1.4665   -5   2   1
                63.22          1.64        1.4699    0   3   4
                63.28          4.96        1.4686   -5   2   4
                63.27          3.44        1.4689   -6   0   4
                62.99          5.95        1.4746   -2   2   6
                65.05          1.10        1.4328    5   1   1
                63.62          2.03        1.4617   -3   2   6
                65.20          1.63        1.4300    4   0   3
                65.81         16.68        1.4181    0   4   0
                65.69          1.29        1.4205   -6   1   2
                64.72          1.14        1.4394   -1   2   6
                65.61          1.98        1.4220   -6   1   4
                65.61          4.62        1.4221    2   1   5
                66.76          7.48        1.4003    4   2   2
                65.20          1.97        1.4300   -3   1   7
                65.45          1.46        1.4252   -2   1   7
                67.83          3.09        1.3809    1   3   4
                68.27          1.52        1.3730   -6   1   1
                67.25          2.56        1.3913   -4   1   7
                69.55          1.31        1.3508    5   0   2
                68.70          2.83        1.3654    0   2   6
                71.79          1.40        1.3141    5   1   2
                72.83          1.68        1.2979    2   4   1
                72.48          3.36        1.3032   -6   2   2
                72.05          2.64        1.3099   -4   3   5
                72.41          3.19        1.3043   -6   2   4
                71.65          2.52        1.3162   -5   2   6
                73.07          1.38        1.2942   -5   3   2
                73.16          1.70        1.2927    3   0   5
                74.21          2.68        1.2771   -3   4   2
                74.22          3.61        1.2769    4   2   3
                74.72          3.12        1.2696   -5   3   1
                74.36          1.63        1.2748    4   0   4
                74.48          1.23        1.2731    2   3   4
                74.95          2.16        1.2662   -6   2   1
                75.85          1.49        1.2534    3   4   0
                74.80          3.24        1.2684   -6   2   5
                76.87          4.11        1.2393    2   4   2
                76.03          3.74        1.2510    1   3   5
                77.87          2.79        1.2259    4   3   2
                78.98          1.25        1.2114    6   2   0
                78.97          1.73        1.2115   -3   4   4
                77.82          1.63        1.2266   -6   1   7
                80.97          2.53        1.1866   -4   4   1
                79.24          2.55        1.2081    0   2   7
                80.92          1.03        1.1872   -4   4   3
                82.42          1.64        1.1693    2   4   3
                83.23          1.12        1.1600   -6   3   4
                83.23          2.21        1.1601    2   3   5
                82.85          1.10        1.1643   -3   3   7
                82.74          1.22        1.1656   -6   0   8
                86.39          2.23        1.1255    7   1   0
                84.74          1.47        1.1432   -4   3   7
                84.63          1.07        1.1444    0   1   8
                86.43          1.26        1.1251    3   1   6
                86.09          2.51        1.1286   -7   1   7
                85.91          1.72        1.1305   -5   2   8
                89.00          1.08        1.0991    5   3   2
                89.34          1.55        1.0958   -2   4   6
                89.34          1.55        1.0958   -2   4   6
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
