      Ferrohornblende
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050336
      Guha R, Nag D K, Iyengar S V P
      Indian Minerals 41 (1987) 32-41
      Structure of an amphibole from Simlipal granite, India
      Locality: Simlipal granite, India

      CELL PARAMETERS:   9.839223   18.05295   5.290030   90.00000   104.6668   90.00000
      SPACE GROUP: C2/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 9.83          6.72        9.0265    0   2   0
                10.53        100.00        8.4199    1   1   0
                18.18          6.55        4.8858   -1   1   1
                18.66          8.52        4.7593    2   0   0
                19.69          8.07        4.5132    0   4   0
                19.96          1.65        4.4519    0   2   1
                22.27          1.83        3.9942    1   1   1
                22.94          2.08        3.8796   -1   3   1
                26.34          2.33        3.3850    0   4   1
                26.34         23.62        3.3859    1   3   1
                27.24         10.94        3.2749    2   4   0
                28.58         37.74        3.1250    3   1   0
                30.37          9.78        2.9438    2   2   1
                31.89          6.98        2.8066    3   3   0
                32.78         12.51        2.7324   -3   3   1
                33.08         57.88        2.7084    1   5   1
                34.27          2.50        2.6167   -1   1   2
                34.59         33.48        2.5938    0   6   1
                35.01          1.31        2.5631    2   4   1
                35.38         35.73        2.5376   -2   0   2
                37.30          1.28        2.4112   -2   6   1
                37.75          2.05        2.3834    3   5   0
                37.81          4.63        2.3797    4   0   0
                38.52         25.41        2.3374   -3   5   1
                38.78          3.47        2.3220   -4   2   1
                39.18          1.97        2.2992   -1   7   1
                39.02          2.66        2.3086    1   1   2
                39.57         12.01        2.2777   -3   1   2
                39.95          1.02        2.2569    3   3   1
                40.79          1.52        2.2119   -2   4   2
                41.37          1.87        2.1824    1   7   1
                41.74         19.77        2.1638    2   6   1
                42.12          2.46        2.1452   -3   3   2
                44.23         12.25        2.0478    2   0   2
                44.97          8.18        2.0156   -4   0   2
                44.90         11.82        2.0186    3   5   1
                45.31          1.30        2.0013    3   7   0
                45.98          1.43        1.9738   -3   7   1
                48.48          5.06        1.8776   -4   6   1
                48.81          1.98        1.8655   -1   9   1
                50.55          3.32        1.8053    0  10   0
                52.37          3.48        1.7467   -5   1   2
                53.32          2.65        1.7179   -5   5   1
                54.34          1.91        1.6879    2  10   0
                54.40          2.39        1.6863   -2   8   2
                54.35          2.47        1.6877   -1   3   3
                54.66          1.15        1.6787   -3   9   1
                54.75          1.60        1.6762    0   2   3
                55.65         13.46        1.6511    4   6   1
                56.16          2.37        1.6374    4   8   0
                56.92          7.96        1.6173    1  11   0
                58.13          3.70        1.5864    6   0   0
                58.36         11.71        1.5807   -1   5   3
                59.34          4.13        1.5570    4   0   2
                60.35          6.28        1.5334   -6   0   2
                60.41          1.50        1.5319   -3   5   3
                60.95          1.26        1.5195    1   9   2
                61.17         11.26        1.5147   -2   6   3
                61.63          4.35        1.5044    0  12   0
                61.71          3.86        1.5028    5   5   1
                62.58          1.45        1.4840    0   6   3
                63.19          2.85        1.4710   -2  10   2
                63.22          1.68        1.4703    1   5   3
                63.83          3.83        1.4577    3  11   0
                64.81         13.06        1.4380   -6   6   1
                64.80          1.89        1.4383    4  10   0
                66.48          1.17        1.4059   -4   6   3
                69.01          3.73        1.3604   -5   5   3
                68.67          4.83        1.3663    5   1   2
                69.27          1.98        1.3560    7   1   0
                69.37          1.18        1.3542    2  10   2
                70.13          4.88        1.3413    1  11   2
                70.50          3.41        1.3352   -3  11   2
                70.45          1.05        1.3360    5   3   2
                70.48          4.14        1.3356    2   6   3
                72.08          4.80        1.3098   -7   5   1
                72.12          3.01        1.3092   -1   1   4
                73.09          5.20        1.2941   -2  12   2
                74.07          1.88        1.2794    0   0   4
                74.60          1.02        1.2716    4  12   0
                74.80          2.86        1.2688   -4   0   4
                80.01          4.27        1.1987   -5  11   2
                80.73          1.37        1.1898    8   0   0
                82.91          2.30        1.1639    2   0   4
                88.74          1.18        1.1018    0  16   1
                90.83          1.07        1.0819    4  12   2
                90.83          1.07        1.0819    4  12   2
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
