      Tetrahedrite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050474
      Johnson M L, Burnham C W
      American Mineralogist 70 (1985) 165-170
      Crystal structure refinement of an arsenic-bearing argentian tetrahedrite

      CELL PARAMETERS:   10.22625   10.22625   10.22625   90.00000   90.00000   90.00000
      SPACE GROUP: I-43m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                12.26          8.48        7.2311    1   1   0
                17.36          2.08        5.1131    2   0   0
                21.29          1.86        4.1748    2   1   1
                24.63          6.64        3.6155    2   2   0
                27.59          1.20        3.2338    3   1   0
                30.28        100.00        2.9521    2   2   2
                32.77          7.53        2.7331    3   2   1
                35.10         20.87        2.5566    4   0   0
                37.30          6.81        2.4104    4   1   1
                37.30          1.26        2.4104    3   3   0
                39.40          1.33        2.2867    4   2   0
                41.41          3.81        2.1802    3   3   2
                43.34          1.08        2.0874    4   2   2
                45.20          4.09        2.0055    5   1   0
                45.20          5.71        2.0055    4   3   1
                48.76          4.51        1.8670    5   2   1
                50.47         40.23        1.8078    4   4   0
                52.14          1.46        1.7538    4   3   3
                55.36          4.67        1.6589    6   1   1
                55.36          1.14        1.6589    5   3   2
                56.93          1.35        1.6169    6   2   0
                58.47          1.66        1.5779    5   4   1
                59.98         21.12        1.5417    6   2   2
                61.47          2.11        1.5078    6   3   1
                62.94          2.29        1.4760    4   4   4
                64.39          1.10        1.4462    5   4   3
                67.25          1.35        1.3916    6   3   3
                72.78          1.23        1.2987    7   3   2
                72.78          1.33        1.2987    6   5   1
                74.14          3.43        1.2783    8   0   0
                75.49          1.01        1.2588    5   5   4
                75.49          1.25        1.2588    8   1   1
                78.16          2.37        1.2223    6   5   3
                80.80          2.36        1.1888    8   3   1
                82.12          4.81        1.1730    6   6   2
                84.74          1.31        1.1433    8   4   0
                91.25          1.27        1.0779    8   5   1
                91.25          1.27        1.0779    8   5   1
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
