      Beryl
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R060942
      Brown G E, Mills B A
      American Mineralogist 71 (1986) 547-556
      High-temperature structure and crystal chemistry of hydrous alkali-rich beryl
      from the Harding pegmatite, Taos County, New Mexico
      Sample: T = 24 deg C, before heating
      O2x has been corrected

      CELL PARAMETERS:   9.236000   9.236000   9.246000   90.00000   90.00000   120.0000
      SPACE GROUP: P6/mcc
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                11.05         60.52        8.0204    1   0   0
                19.31         28.16        4.5992    0   0   2
                22.29         13.15        3.9898    1   0   2
                22.18          1.77        4.0102    2   0   0
                27.34        100.00        3.2632    1   1   2
                29.56         27.39        3.0226    2   0   2
                29.47         13.61        3.0314    2   1   0
                31.07         85.39        2.8791    2   1   1
                33.52          3.16        2.6735    3   0   0
                35.47         12.15        2.5311    2   1   2
                39.17          8.85        2.2996    0   0   4
                38.90          1.13        2.3153    2   2   0
                40.82          4.79        2.2106    1   0   4
                40.55          5.33        2.2245    3   1   0
                41.77          6.85        2.1621    3   1   1
                43.77          1.63        2.0680    2   2   2
                45.46          4.79        1.9949    2   0   4
                45.21          1.19        2.0051    4   0   0
                49.76          1.28        1.8321    2   1   4
                49.53          1.41        1.8400    3   2   0
                50.69          8.67        1.8005    3   1   3
                52.47         14.08        1.7434    3   0   4
                52.25         11.67        1.7502    4   1   0
                53.26          9.01        1.7194    4   1   1
                53.63          2.21        1.7084    3   2   2
                56.37         15.32        1.6316    2   2   4
                56.22          2.49        1.6358    4   1   2
                57.43          2.64        1.6041    5   0   0
                58.68          2.48        1.5727    2   1   5
                58.48          5.16        1.5777    3   2   3
                60.35          3.95        1.5331    0   0   6
                60.93         13.97        1.5200    4   1   3
                61.12          2.23        1.5157    4   2   0
                63.94          5.39        1.4554    1   1   6
                63.56          5.05        1.4633    3   3   2
                64.87          3.21        1.4367    3   2   4
                64.73          3.80        1.4396    4   2   2
                67.19          1.69        1.3927    4   1   4
                68.56          2.85        1.3681    2   1   6
                68.19          2.06        1.3747    5   1   2
                70.40          1.05        1.3367    6   0   0
                74.14          1.91        1.2783    2   2   6
                73.78          8.78        1.2836    6   0   2
                73.74          4.15        1.2843    5   2   0
                74.84          4.82        1.2680    4   1   5
                74.57          6.67        1.2720    5   2   1
                75.02          4.55        1.2655    4   2   4
                78.28          1.19        1.2208    5   1   4
                79.45          6.00        1.2057    2   1   7
                79.01          6.70        1.2113    4   3   3
                81.15          1.40        1.1846    5   2   3
                84.15          3.30        1.1498    0   0   8
                83.63          1.44        1.1557    6   0   4
                84.69          1.29        1.1439    4   3   4
                86.81          3.71        1.1213    5   2   4
                86.81          3.71        1.1213    5   2   4
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
