angle,intensity
5.0,32.0
5.01,28.0
5.02,24.0
5.03,20.0
5.04,21.0
5.05,39.0
5.06,29.0
5.07,23.0
5.08,34.0
5.09,31.0
5.1,24.0
5.11,26.0
5.12,22.0
5.13,29.0
5.14,24.0
5.15,32.0
5.16,23.0
5.17,28.0
5.18,32.0
5.19,22.0
5.2,21.0
5.21,29.0
5.22,23.0
5.23,33.0
5.24,23.0
5.25,28.0
5.26,37.0
5.27,25.0
5.28,30.0
5.29,21.0
5.3,30.0
5.31,25.0
5.32,21.0
5.33,25.0
5.34,36.0
5.35,25.0
5.36,25.0
5.37,34.0
5.38,21.0
5.39,29.0
5.4,31.0
5.41,27.0
5.42,30.0
5.43,30.0
5.44,21.0
5.45,18.0
5.46,29.0
5.47,25.0
5.48,26.0
5.49,36.0
5.5,29.0
5.51,26.0
5.52,38.0
5.53,25.0
5.54,31.0
5.55,25.0
5.56,29.0
5.57,27.0
5.58,25.0
5.59,28.0
5.6,34.0
5.61,22.0
5.62,31.0
5.63,26.0
5.64,21.0
5.65,20.0
5.66,21.0
5.67,32.0
5.68,27.0
5.69,29.0
5.7,29.0
5.71,27.0
5.72,30.0
5.73,27.0
5.74,35.0
5.75,24.0
5.76,21.0
5.77,23.0
5.78,21.0
5.79,21.0
5.8,20.0
5.81,27.0
5.82,33.0
5.83,26.0
5.84,20.0
5.85,30.0
5.86,31.0
5.87,35.0
5.88,31.0
5.89,26.0
5.9,23.0
5.91,20.0
5.92,30.0
5.93,28.0
5.94,33.0
5.95,29.0
5.96,21.0
5.97,40.0
5.98,33.0
5.99,17.0
6.0,27.0
6.01,35.0
6.02,28.0
6.03,29.0
6.04,35.0
6.05,24.0
6.06,30.0
6.07,32.0
6.08,22.0
6.09,32.0
6.1,24.0
6.11,32.0
6.12,33.0
6.13,34.0
6.14,33.0
6.15,27.0
6.16,39.0
6.17,31.0
6.18,29.0
6.19,32.0
6.2,21.0
6.21,31.0
6.22,34.0
6.23,35.0
6.24,37.0
6.25,33.0
6.26,22.0
6.27,35.0
6.28,36.0
6.29,21.0
6.3,35.0
6.31,35.0
6.32,32.0
6.33,16.0
6.34,26.0
6.35,37.0
6.36,38.0
6.37,29.0
6.38,45.0
6.39,36.0
6.4,43.0
6.41,37.0
6.42,32.0
6.43,32.0
6.44,31.0
6.45,46.0
6.46,15.0
6.47,38.0
6.48,31.0
6.49,34.0
6.5,34.0
6.51,35.0
6.52,27.0
6.53,26.0
6.54,31.0
6.55,31.0
6.56,34.0
6.57,30.0
6.58,16.0
6.59,24.0
6.6,26.0
6.61,35.0
6.62,28.0
6.63,28.0
6.64,36.0
6.65,34.0
6.66,26.0
6.67,37.0
6.68,34.0
6.69,30.0
6.7,30.0
6.71,34.0
6.72,24.0
6.73,34.0
6.74,26.0
6.75,23.0
6.76,38.0
6.77,29.0
6.78,35.0
6.79,25.0
6.8,23.0
6.81,31.0
6.82,44.0
6.83,31.0
6.84,17.0
6.85,27.0
6.86,25.0
6.87,26.0
6.88,22.0
6.89,35.0
6.9,18.0
6.91,28.0
6.92,36.0
6.93,23.0
6.94,27.0
6.95,31.0
6.96,27.0
6.97,32.0
6.98,29.0
6.99,31.0
7.0,28.0
7.01,35.0
7.02,21.0
7.03,30.0
7.04,32.0
7.05,20.0
7.06,33.0
7.07,22.0
7.08,30.0
7.09,34.0
7.1,30.0
7.11,26.0
7.12,25.0
7.13,19.0
7.14,22.0
7.15,27.0
7.16,26.0
7.17,31.0
7.18,23.0
7.19,29.0
7.2,25.0
7.21,29.0
7.22,24.0
7.23,19.0
7.24,28.0
7.25,22.0
7.26,34.0
7.27,14.0
7.28,21.0
7.29,27.0
7.3,25.0
7.31,31.0
7.32,38.0
7.33,23.0
7.34,29.0
7.35,21.0
7.36,27.0
7.37,28.0
7.38,23.0
7.39,27.0
7.4,25.0
7.41,20.0
7.42,24.0
7.43,27.0
7.44,25.0
7.45,23.0
7.46,34.0
7.47,22.0
7.48,25.0
7.49,25.0
7.5,24.0
7.51,20.0
7.52,29.0
7.53,32.0
7.54,19.0
7.55,22.0
7.56,27.0
7.57,22.0
7.58,20.0
7.59,26.0
7.6,25.0
7.61,30.0
7.62,27.0
7.63,27.0
7.64,24.0
7.65,26.0
7.66,27.0
7.67,13.0
7.68,26.0
7.69,33.0
7.7,34.0
7.71,28.0
7.72,40.0
7.73,22.0
7.74,20.0
7.75,20.0
7.76,29.0
7.77,23.0
7.78,28.0
7.79,29.0
7.8,28.0
7.81,29.0
7.82,26.0
7.83,27.0
7.84,23.0
7.85,28.0
7.86,22.0
7.87,19.0
7.88,26.0
7.89,18.0
7.9,42.0
7.91,18.0
7.92,23.0
7.93,26.0
7.94,22.0
7.95,27.0
7.96,24.0
7.97,21.0
7.98,22.0
7.99,26.0
8.0,31.0
8.01,25.0
8.02,24.0
8.03,23.0
8.04,31.0
8.05,25.0
8.06,29.0
8.07,21.0
8.08,20.0
8.09,30.0
8.1,27.0
8.11,20.0
8.12,23.0
8.13,26.0
8.14,22.0
8.15,30.0
8.16,30.0
8.17,23.0
8.18,25.0
8.19,19.0
8.2,24.0
8.21,29.0
8.22,25.0
8.23,24.0
8.24,32.0
8.25,22.0
8.26,21.0
8.27,31.0
8.28,20.0
8.29,26.0
8.3,23.0
8.31,23.0
8.32,40.0
8.33,30.0
8.34,30.0
8.35,24.0
8.36,28.0
8.37,24.0
8.38,22.0
8.39,28.0
8.4,23.0
8.41,24.0
8.42,21.0
8.43,25.0
8.44,26.0
8.45,21.0
8.46,21.0
8.47,21.0
8.48,22.0
8.49,19.0
8.5,32.0
8.51,25.0
8.52,24.0
8.53,21.0
8.54,19.0
