      Vanadinite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern R050189
      Trotter J, Barnes W H
      The Canadian Mineralogist 6 (1958) 161-173
      The structure of vanadinite

      CELL PARAMETERS:   10.32043   10.32043   7.349959   90.00000   90.00000   120.0000
      SPACE GROUP: P6_3/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                 9.95          2.01        8.9378    1   0   0
                17.23          8.91        5.1602    1   1   0
                19.91         25.16        4.4689    2   0   0
                21.08         34.62        4.2233    1   1   1
                23.33          2.97        3.8185    2   0   1
                24.26          6.84        3.6750    0   0   2
                26.26         26.95        3.3989    1   0   2
                26.42         14.39        3.3782    1   2   0
                26.42         19.26        3.3782    2   1   0
                29.13         46.19        3.0695    1   2   1
                29.13         53.81        3.0695    2   1   1
                29.88         91.58        2.9934    1   1   2
                30.03         55.19        2.9793    3   0   0
                32.46          1.16        2.7610    3   0   1
                34.80          1.99        2.5801    2   2   0
                36.14          1.96        2.4870    1   2   2
                38.34          1.40        2.3489    1   3   1
                38.94          4.43        2.3143    3   0   2
                40.39          4.94        2.2344    4   0   0
                40.79          9.69        2.2132    1   1   3
                42.85         34.74        2.1116    2   2   2
                44.08          5.09        2.0551    1   3   2
                44.08         12.68        2.0551    3   1   2
                44.19          7.44        2.0505    2   3   0
                45.77         15.11        1.9833    1   2   3
                45.77         10.38        1.9833    2   1   3
                45.97         14.66        1.9750    2   3   1
                45.97          7.34        1.9750    3   2   1
                46.58          7.87        1.9504    1   4   0
                46.58         14.76        1.9504    4   1   0
                47.65         28.36        1.9092    4   0   2
                49.63         12.81        1.8375    0   0   4
                51.02          1.20        1.7906    3   2   2
                52.90          1.08        1.7310    1   1   4
                53.18          3.43        1.7228    1   4   2
                53.18          1.78        1.7228    4   1   2
                53.96          3.19        1.6994    2   0   4
                54.32          2.94        1.6891    2   4   0
                54.32          2.28        1.6891    4   2   0
                54.82          5.47        1.6748    3   3   1
                57.06          3.98        1.6142    1   2   4
                57.06          3.61        1.6142    2   1   4
                57.32          6.62        1.6075    5   0   2
                57.41          1.47        1.6053    1   5   0
                57.41          2.39        1.6053    5   1   0
                58.72          3.86        1.5724    2   3   3
                58.72          3.92        1.5724    3   2   3
                58.89          3.44        1.5683    1   5   1
                58.89          5.23        1.5683    5   1   1
                59.07         12.40        1.5640    3   0   4
                59.32          9.36        1.5579    3   3   2
                65.18          1.21        1.4312    2   5   0
                65.80          2.32        1.4192    4   0   4
                66.09          1.18        1.4137    1   1   5
                66.40          2.79        1.4078    3   3   3
                66.56          1.23        1.4048    2   5   1
                66.56          3.89        1.4048    5   2   1
                67.89          5.91        1.3805    6   0   2
                68.57          2.85        1.3684    2   3   4
                68.80          3.86        1.3643    3   4   2
                68.88          1.85        1.3630    1   6   0
                69.76          2.27        1.3479    1   2   5
                69.76          3.90        1.3479    2   1   5
                70.07          2.42        1.3427    1   5   3
                70.07          2.01        1.3427    5   1   3
                70.23          2.21        1.3401    1   6   1
                70.39          3.98        1.3374    1   4   4
                70.39          6.48        1.3374    4   1   4
                70.62          4.55        1.3336    2   5   2
                70.62          4.64        1.3336    5   2   2
                73.38          5.95        1.2901    4   4   0
                76.61          1.64        1.2435    4   2   4
                76.61          1.85        1.2435    2   4   4
                77.18          2.69        1.2358    5   2   3
                79.22          1.16        1.2089    1   5   4
                79.22          1.53        1.2089    5   1   4
                79.44          1.31        1.2061    7   0   2
                79.44          3.81        1.2061    3   5   2
                80.35          2.85        1.1947    2   3   5
                80.58          4.01        1.1919    1   1   6
                81.24          1.19        1.1838    1   7   0
                81.24          2.66        1.1838    7   1   0
                87.21          1.11        1.1175    3   3   5
                88.28          2.92        1.1066    2   2   6
                89.14          1.06        1.0982    3   1   6
                89.50          1.52        1.0947    1   6   4
                89.50          1.52        1.0947    1   6   4
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
