      Kettnerite
Diffraction data computed using the structure from the paper listed below, 
along with the cell parameters refined from single crystal data of R130113
      Hybler J, Dusek M
      European Journal of Mineralogy 19 (2007) 411-418
      Revision of the crystal structure of kettnerite CaBi[OFCO3]
      Locality: Krupka, Czech Republic
      _database_code_amcsd 0007224

      CELL PARAMETERS:   5.3890  5.3870 13.6220   90.000   90.000   90.000
      SPACE GROUP: Pbaa      

           ATOM        X         Y         Z     OCCUPANCY  ISO(B)
            Ca     0.25000   0.00000   0.40020     1.000     0.632
            Bi     0.25000   0.00000   0.09429     1.000     0.924
            F      0.01900   0.25000   0.50000     1.000     0.395
            C      0.25000   0.50000   0.25550     1.000     1.263
            O      0.00300   0.25000   0.00000     1.000     0.395
            O      0.25000   0.50000   0.16090     1.000     1.658
            O      0.38300   0.34400   0.29900     1.000     0.711

            X-RAY WAVELENGTH:     1.541838
            BOUNDS ON TWO THETA:    5.0  90.0
            LIMITS IMPOSED ON THE INDICES ARE:  +/-  4 +/-  4 +/- 12
            MAX. ABS. INTENSITY / VOLUME**2:      325.5415394    
            The INTENSITY cut off value is   1.00

               2-THETA      INTENSITY    D-SPACING   H   K   L
                 6.49        100.00       13.6220    0   0   1
                13.00          9.19        6.8110    0   0   2
                24.26         13.96        3.6691    1   1   1
                26.17          4.90        3.4055    0   0   4
                26.81         21.72        3.3250    1   1   2
                30.63         51.62        2.9186    1   1   3
                32.87          5.92        2.7244    0   0   5
                33.25          8.51        2.6945    2   0   0
                33.26          7.78        2.6935    0   2   0
                33.91          6.39        2.6433    2   0   1
                33.93          6.68        2.6423    0   2   1
                35.35          7.21        2.5390    1   1   4
                39.70          2.78        2.2703    0   0   6
                42.79          7.02        2.1131    2   0   4
                42.80          7.24        2.1126    0   2   4
                47.46          2.57        1.9158    2   0   5
                47.47          2.28        1.9154    0   2   5
                47.74          9.92        1.9049    2   2   0
                48.24          4.19        1.8866    2   2   1
                49.70          2.19        1.8345    2   2   2
                52.72          4.89        1.7362    2   0   6
                52.73          4.99        1.7359    0   2   6
                52.83          7.52        1.7330    1   1   7
                54.25          2.48        1.6909    3   1   1
                54.27          2.69        1.6904    1   3   1
                55.25          2.98        1.6625    2   2   4
                55.59          2.44        1.6531    3   1   2
                55.61          2.32        1.6527    1   3   2
                57.79          6.66        1.5954    3   1   3
                57.81          6.46        1.5950    1   3   3
                59.18          2.95        1.5612    2   2   5
                59.46          3.80        1.5546    1   1   8
                60.78          1.95        1.5239    3   1   4
                60.79          2.09        1.5236    1   3   4
                63.78          2.96        1.4593    2   2   6
                66.47          2.74        1.4066    1   1   9
                68.93          1.19        1.3622    0   0  10
                69.81          1.11        1.3472    4   0   0
                69.84          1.17        1.3468    0   4   0
                73.93          2.20        1.2820    3   1   7
                73.95          2.14        1.2818    1   3   7
                76.27          1.18        1.2484    3   3   2
                78.15          2.86        1.2230    3   3   3
                79.55          1.25        1.2049    4   2   0
                79.58          1.16        1.2047    2   4   0
                79.59          1.29        1.2045    3   1   8
                79.60          1.25        1.2043    1   3   8
                85.48          1.36        1.1359    4   2   4
                85.50          1.41        1.1357    2   4   4
                85.88          1.48        1.1316    3   1   9
                85.90          1.54        1.1315    1   3   9
                88.17          1.90        1.1080    2   2  10
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
