      Datolite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050136
      Foit F F, Phillips M W, Gibbs G V
      American Mineralogist 58 (1973) 909-914
      A refinement of the crystal structure of datolite, CaBSiO4(OH)

      CELL PARAMETERS:   4.832000   7.608000   9.636000   90.00000   90.40000   90.00000
      SPACE GROUP: P2_1/c
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                14.86         10.47        5.9718    0   1   1
                18.38         20.12        4.8344    1   0   0
                18.45          2.20        4.8161    0   0   2
                23.40          6.34        3.8055    0   2   0
                23.68         26.31        3.7606   -1   1   1
                23.72         48.24        3.7544    1   1   1
                26.10          2.53        3.4166   -1   0   2
                26.17         45.72        3.4073    1   0   2
                28.66        100.00        3.1170   -1   1   2
                28.72         56.56        3.1099    1   1   2
                29.90         56.66        2.9902    1   2   0
                29.94         20.04        2.9859    0   2   2
                31.32         79.08        2.8572   -1   2   1
                31.35         49.06        2.8544    1   2   1
                35.31          1.87        2.5423   -1   2   2
                35.37          6.51        2.5385    1   2   2
                35.55         20.04        2.5262   -1   1   3
                35.63         45.41        2.5205    1   1   3
                36.63          1.01        2.4540    0   2   3
                36.64          2.22        2.4533    0   3   1
                37.35         14.88        2.4080    0   0   4
                39.25         16.79        2.2959    0   1   4
                40.15         26.44        2.2465    1   3   0
                40.18         37.65        2.2446    0   3   2
                40.23         22.52        2.2419   -2   1   1
                41.23         39.08        2.1901   -1   2   3
                41.28          6.08        2.1872    1   3   1
                41.30         26.83        2.1864    1   2   3
                41.77          6.55        2.1627   -2   0   2
                41.87          8.16        2.1578   -1   0   4
                41.97         13.54        2.1531    1   0   4
                43.60          8.20        2.0760   -1   1   4
                43.69          1.48        2.0718    1   1   4
                44.40          4.27        2.0404    2   2   0
                44.48          4.14        2.0369   -1   3   2
                44.53          1.16        2.0349    0   2   4
                45.42         16.26        1.9970   -2   2   1
                45.46         21.81        1.9952    2   2   1
                45.57          8.70        1.9906    0   3   3
                47.80          9.05        1.9028    0   4   0
                48.50          5.03        1.8770   -1   2   4
                48.58         19.46        1.8741   -2   1   3
                48.49          3.90        1.8772    2   2   2
                48.76          2.27        1.8675    0   1   5
                48.78          6.60        1.8667    0   4   1
                48.70         23.91        1.8695    2   1   3
                49.55          1.64        1.8396    1   3   3
                51.62         18.18        1.7706    1   4   0
                51.65          9.05        1.7697    0   4   2
                52.38          7.19        1.7466    0   3   4
                52.48          2.68        1.7436   -1   1   5
                52.56          2.13        1.7411    1   4   1
                53.17          5.33        1.7225   -2   3   1
                53.29         19.55        1.7188    0   2   5
                53.64         11.27        1.7083   -2   0   4
                55.09          3.47        1.6668   -2   1   4
                55.24         24.01        1.6625    2   1   4
                55.85         21.97        1.6459   -2   3   2
                55.93         12.64        1.6437   -1   3   4
                55.93         17.15        1.6438    2   3   2
                56.01         10.10        1.6416    1   3   4
                56.80          6.43        1.6207   -1   2   5
                56.89          2.07        1.6182    1   2   5
                57.15          6.42        1.6115    3   0   0
                57.39          3.75        1.6054    0   0   6
                59.28          6.98        1.5585   -2   2   4
                59.65          2.06        1.5498    1   4   3
                60.73          7.47        1.5248   -1   0   6
                60.63          7.70        1.5270    3   0   2
                60.84          5.35        1.5223    1   0   6
                61.86          7.05        1.4995   -3   1   2
                61.97          3.31        1.4971    3   1   2
                62.58          1.45        1.4839    3   2   0
                62.81          8.96        1.4791    0   2   6
                62.87          3.00        1.4778   -2   4   1
                63.38          3.16        1.4672   -3   2   1
                63.43          3.24        1.4661    3   2   1
                63.66          1.16        1.4615    1   3   5
                64.12          2.08        1.4519    1   5   0
                64.15          1.40        1.4514    0   5   2
                64.93          5.91        1.4359   -1   5   1
                64.94          1.61        1.4355    1   5   1
                65.30          1.09        1.4286   -2   4   2
                65.37          1.53        1.4271   -1   4   4
                65.37          4.25        1.4272    2   4   2
                65.44          3.40        1.4258    1   4   4
                65.92          3.58        1.4166   -3   1   3
                65.98          1.97        1.4154   -1   2   6
                66.09          1.28        1.4134    1   2   6
                66.08          1.62        1.4137    3   1   3
                66.85          1.73        1.3992    2   2   5
                67.36          1.25        1.3898    1   5   2
                69.02          7.68        1.3603    3   3   0
                69.26          1.64        1.3562   -2   4   3
                69.88          3.65        1.3457    3   2   3
                71.23          5.35        1.3234   -1   5   3
                71.40          1.10        1.3206   -3   1   4
                71.28          7.95        1.3226    1   5   3
                71.60          1.38        1.3174    3   1   4
                72.40          3.95        1.3048   -1   1   7
                72.37          1.14        1.3054    1   3   6
                72.52          3.20        1.3030    1   4   5
                73.59          1.62        1.2867    0   5   4
                74.82          5.17        1.2685    0   6   0
                75.08          5.16        1.2647   -3   2   4
                75.20          2.41        1.2631   -2   2   6
                75.58          2.16        1.2577    0   6   1
                75.87          1.49        1.2535   -3   3   3
                76.06          1.09        1.2508   -1   2   7
                76.02          1.88        1.2515    3   3   3
                76.18          3.40        1.2492    1   2   7
                76.50          1.41        1.2448   -2   5   2
                76.57          1.55        1.2439   -1   5   4
                76.56          1.95        1.2439    2   5   2
                76.63          2.34        1.2430    1   5   4
                77.61          7.10        1.2297    3   4   0
                77.81         10.40        1.2270    0   4   6
                78.33          1.15        1.2201   -3   4   1
                78.38          1.88        1.2195    3   4   1
                79.23          4.08        1.2086    4   0   0
                79.59          1.40        1.2040    0   0   8
                80.22          5.42        1.1961   -2   5   3
                80.36          1.06        1.1944    0   5   5
                80.32          8.01        1.1949    2   5   3
                80.42          2.02        1.1937    4   1   0
                80.78          6.37        1.1892    0   1   8
                80.82          2.09        1.1888    1   6   2
                81.08          1.26        1.1855   -3   3   4
                81.32          2.37        1.1827   -2   1   7
                81.19          1.06        1.1842    4   1   1
                81.28          6.70        1.1832    3   3   4
                81.80          4.00        1.1770   -3   2   5
                82.16          1.14        1.1727    1   3   7
                82.04          3.11        1.1742    3   2   5
                83.26          1.04        1.1599   -1   5   5
                84.87          3.30        1.1421   -2   2   7
                84.74          2.11        1.1434    4   2   1
                85.16          2.24        1.1389   -3   0   6
                85.09          3.89        1.1396    2   2   7
                85.45          4.26        1.1358    3   0   6
                86.34          1.07        1.1263   -3   1   6
                86.63          1.42        1.1232    2   6   0
                86.72          3.17        1.1223    0   6   4
                86.62          1.51        1.1233    3   1   6
                86.98          1.17        1.1197    4   2   2
                87.35          2.69        1.1158   -2   6   1
                89.03          2.45        1.0991    3   5   1
                89.34          5.43        1.0961   -3   4   4
                89.45          4.85        1.0950   -2   4   6
                89.64          1.90        1.0932    2   4   6
                89.85          1.50        1.0911    4   3   0
                89.85          1.50        1.0911    4   3   0
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
