      Olivenite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R040181
      R040181
      Locality: Majuba Hill, Pershing County, Nevada, USA

      CELL PARAMETERS:   8.208400   8.584400   5.925800   90.00000   90.13000   90.00000
      SPACE GROUP: P2_1/n

           ATOM        X         Y         Z     OCCUPANCY  ISO(B)
                66.79          1.42        1.4003   -2   5   2
                66.87          2.19        1.3989    3   3   3
                66.84          2.27        1.3994    2   5   2
                67.79          2.46        1.3820    1   2   4
                68.75          1.43        1.3650   -5   2   2
                68.87          2.86        1.3629    5   2   2
                69.44          1.56        1.3532    6   1   0
                69.37          6.82        1.3543    2   6   0
                69.53          1.06        1.3517    4   2   3
                70.86          3.94        1.3295   -4   4   2
                70.95          6.72        1.3280   -2   2   4
                70.95          2.28        1.3280    4   4   2
                71.04          5.40        1.3265    2   2   4
                72.15          1.96        1.3088   -3   5   2
                72.22          2.18        1.3077    3   5   2
                72.36          4.14        1.3056    6   2   0
                72.63          2.58        1.3014   -1   3   4
                72.67          1.38        1.3007    1   3   4
                73.32          1.53        1.2908   -3   1   4
                73.28          7.39        1.2914    0   6   2
                73.45          2.10        1.2887    3   1   4
                73.47          1.35        1.2885   -4   5   1
                73.60          2.25        1.2865   -5   3   2
                73.72          1.23        1.2848    5   3   2
                73.85          2.00        1.2828   -1   5   3
                73.89          2.82        1.2823    1   5   3
                74.29          1.23        1.2763   -5   4   1
                75.97          2.15        1.2521   -5   1   3
                76.14          4.07        1.2498    5   1   3
                76.17          1.20        1.2494   -3   2   4
                76.50          2.41        1.2449   -6   0   2
                76.63          1.16        1.2430    6   0   2
                78.25          1.53        1.2213    0   4   4
                82.91          1.33        1.1641   -1   1   5
                86.45          1.43        1.1252   -1   7   2
                86.47          1.11        1.1250    1   7   2
                86.78          2.06        1.1217    3   7   0
                87.58          1.71        1.1135   -1   5   4
                88.09          1.13        1.1084    4   3   4
                88.52          1.42        1.1042   -5   5   2
                88.70          1.58        1.1024   -3   7   1
                88.73          1.23        1.1020    3   7   1
                89.60          1.34        1.0935   -5   1   4
                89.57          1.83        1.0939   -4   6   2
                89.66          1.81        1.0930    4   6   2
                89.66          1.81        1.0930    4   6   2
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
