      Olivenite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R040181
      R040181
      Locality: Majuba Hill, Pershing County, Nevada, USA

      CELL PARAMETERS:   8.208400   8.584400   5.925800   90.00000   90.13000   90.00000
      SPACE GROUP: P2_1/n

           ATOM        X         Y         Z     OCCUPANCY  ISO(B)
            Cu     0.13699   0.38101   0.02383     1.000     0.887
            Cu     0.49929   0.50034   0.25067     1.000     0.806
            As    -0.23714   0.25016   0.01069     0.900     0.602
            P     -0.23714   0.25016   0.01069     0.100     0.602
            O     -0.09906   0.39294   0.05001     1.000     1.167
            O     -0.13234   0.08130   0.00220     1.000     0.812
            O     -0.33390   0.27738  -0.23326     1.000     1.135
            O      0.13032   0.24696  -0.28091     1.000     1.136
            O      0.37336   0.40282   0.00019     1.000     0.749
            H      0.39888   0.32906   0.01020     1.000     1.799

            X-RAY WAVELENGTH:     1.541838
            BOUNDS ON TWO THETA:    0.0  90.0
            LIMITS IMPOSED ON THE INDICES ARE:  +/-  7 +/-  7 +/-  5
            MAX. ABS. INTENSITY / VOLUME**2:      26.72476074
            The INTENSITY cut off value is   1.00

               2-THETA      INTENSITY    D-SPACING   H   K   L
                14.93         59.00        5.9447    1   1   0
                18.19         65.00        4.8850    0   1   1
                18.45         29.42        4.8158   -1   0   1
                18.49         24.86        4.8068    1   0   1
                20.67          1.39        4.3031    0   2   0
                21.17         28.71        4.2026   -1   1   1
                21.20         18.97        4.1966    1   1   1
                21.64          1.96        4.1106    2   0   0
                23.36         31.76        3.8124    1   2   0
                24.02         10.87        3.7092    2   1   0
                30.08        100.00        2.9723    2   2   0
                30.14         16.65        2.9668    0   0   2
                31.92          4.17        2.8048    0   1   2
                33.09         30.64        2.7086    1   3   0
                33.72          7.53        2.6591   -2   2   1
                33.76         31.49        2.6561   -1   1   2
                33.76          9.15        2.6560    2   2   1
                33.80         22.37        2.6530    1   1   2
                34.36         25.53        2.6112    3   1   0
                34.75          9.74        2.5827    0   3   1
                36.09          8.51        2.4897   -3   0   1
                36.14          6.99        2.4860    3   0   1
                36.47         23.32        2.4646   -1   3   1
                36.49         37.69        2.4634    1   3   1
                36.81         20.63        2.4425    0   2   2
                37.36         19.53        2.4079   -2   0   2
                37.43         27.50        2.4034    2   0   2
                37.62         22.99        2.3917   -3   1   1
                37.67         13.47        2.3883    3   1   1
                38.44          5.20        2.3424   -1   2   2
                38.48         17.80        2.3403    1   2   2
                38.92          1.90        2.3148    2   1   2
                38.98          3.59        2.3115    3   2   0
                42.00          3.94        2.1515    0   4   0
                43.48          1.39        2.0814    1   4   0
                45.33          1.09        2.0010   -1   3   2
                45.36          2.76        1.9997    1   3   2
                45.79          2.23        1.9816    3   3   0
                46.22          4.07        1.9644   -1   4   1
                46.28          2.43        1.9620   -3   1   2
                46.23          1.61        1.9638    1   4   1
                46.37          2.08        1.9583    3   1   2
                47.15          3.15        1.9276    0   1   3
                47.25          1.83        1.9238   -1   0   3
                47.29          2.21        1.9221    1   0   3
                48.00          3.97        1.8955   -4   1   1
                48.06          3.07        1.8933    4   1   1
                48.41          2.47        1.8803   -3   3   1
                48.49          3.17        1.8775   -1   1   3
                48.45          3.58        1.8787    3   3   1
                49.42          1.49        1.8443   -2   3   2
                49.47          3.18        1.8423    2   3   2
                49.98          3.73        1.8248   -3   2   2
                50.80          1.85        1.7971    0   2   3
                51.66          1.51        1.7692    4   2   1
                52.54         10.03        1.7417    0   4   2
                54.24          2.62        1.6910   -4   0   2
                54.35          1.92        1.6879    4   0   2
                54.46          7.92        1.6847    1   5   0
                55.59          3.17        1.6531    0   5   1
                55.74          7.44        1.6489   -3   3   2
                55.79          1.82        1.6477   -2   2   3
                55.82          8.35        1.6467    3   3   2
                55.87          1.45        1.6455    2   2   3
                56.51          1.19        1.6283    0   3   3
                56.56          1.36        1.6269    3   4   1
                56.79          6.46        1.6208   -1   5   1
                56.81          8.58        1.6205    1   5   1
                57.02          4.48        1.6150    5   1   0
                57.25          1.24        1.6089   -4   3   1
                57.31          1.69        1.6075    4   3   1
                57.43         11.79        1.6044   -2   4   2
                57.51          3.56        1.6023    3   0   3
                57.48          8.32        1.6030    2   4   2
                57.69          3.51        1.5978   -1   3   3
                57.73          7.97        1.5968    1   3   3
                58.48          7.44        1.5781   -3   1   3
                58.59          3.30        1.5752    3   1   3
                58.65         18.48        1.5739   -4   2   2
                58.75         15.93        1.5713    4   2   2
                59.26          7.62        1.5591   -5   1   1
                59.32          5.12        1.5576    5   1   1
                60.24          3.06        1.5359    5   2   0
                62.48         20.00        1.4862    4   4   0
                62.61         13.80        1.4834    0   0   4
                63.50          1.24        1.4647    1   5   2
                63.64          1.06        1.4618    0   1   4
                63.99          2.56        1.4548    4   3   2
                64.78          1.99        1.4388    1   1   4
                65.02          1.50        1.4341   -1   4   3
                65.01          1.06        1.4344    0   6   0
                65.89          1.80        1.4173    5   1   2
                66.00          1.19        1.4151    3   5   1
                66.11          1.25        1.4130    1   6   0
                66.41          1.17        1.4073   -4   1   3
