      Fluorapatite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern of R050340
      Fleet M E, Pan Y
      American Mineralogist 80 (1995) 329-335
      Site preference of rare earth elements in fluorapatite
      Sample: Dy-FAp

      CELL PARAMETERS:   9.381624   9.381624   6.890899   90.00000   90.00000   120.0000
      SPACE GROUP: P6_3/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                10.96          4.96        8.1247    1   0   0
                16.94          2.81        5.2553    1   0   1
                18.99          1.50        4.6908    1   1   0
                21.94          8.02        4.0624    2   0   0
                23.00          1.45        3.8776    1   1   1
                25.52          1.30        3.4995    2   0   1
                25.92         35.43        3.4454    0   0   2
                28.19         13.78        3.1720    1   0   2
                29.14         14.78        3.0709    1   2   0
                29.14          1.76        3.0709    2   1   0
                31.96         68.07        2.8049    1   2   1
                31.96         31.93        2.8049    2   1   1
                32.29         42.64        2.7769    1   1   2
                33.13         53.59        2.7082    3   0   0
                34.18         18.58        2.6276    2   0   2
                35.67          3.13        2.5206    3   0   1
                39.35          3.15        2.2925    1   2   2
                40.06          3.75        2.2534    1   3   0
                40.06         14.95        2.2534    3   1   0
                40.68          2.41        2.2203    2   2   1
                42.24          1.69        2.1418    1   3   1
                42.24          3.10        2.1418    3   1   1
                43.93          5.72        2.0629    1   1   3
                44.66          2.05        2.0312    4   0   0
                45.40          3.23        1.9995    2   0   3
                46.90         27.19        1.9388    2   2   2
                48.30          5.37        1.8859    1   3   2
                48.30          8.19        1.8859    3   1   2
                48.90          3.49        1.8639    3   2   0
                49.60         10.47        1.8393    2   1   3
                49.60         24.02        1.8393    1   2   3
                50.78          9.45        1.7993    2   3   1
                50.78          8.40        1.7993    3   2   1
                51.59          5.67        1.7730    1   4   0
                51.59          7.36        1.7730    4   1   0
                52.32         15.10        1.7498    4   0   2
                53.20         15.18        1.7227    0   0   4
                56.13          5.34        1.6394    2   3   2
                57.31          1.63        1.6086    1   3   3
                57.31          1.21        1.6086    3   1   3
                58.38          1.28        1.5816    5   0   1
                60.31          4.57        1.5354    4   2   0
                60.77          4.60        1.5248    3   3   1
                61.77          2.53        1.5025    2   1   4
                61.77          1.43        1.5025    1   2   4
                61.94          1.97        1.4987    4   2   1
                63.30          9.82        1.4697    5   0   2
                63.81          1.33        1.4592    1   5   0
                64.08          8.14        1.4536    3   0   4
                64.39          6.04        1.4474    2   3   3
                65.39          6.16        1.4276    1   5   1
                65.39          1.10        1.4276    5   1   1
                65.59          1.76        1.4238    3   3   2
                70.04          1.14        1.3437    5   1   2
                72.03          3.65        1.3113    3   4   1
                72.69          2.16        1.3010    2   5   0
                74.19          1.81        1.2784    2   5   1
                74.19          1.07        1.2784    5   2   1
                74.32          3.12        1.2765    4   2   3
                75.44          1.21        1.2603    6   0   2
                75.64          1.86        1.2574    2   1   5
                75.64          3.74        1.2574    1   2   5
                76.50          2.09        1.2454    4   3   2
                76.96          1.27        1.2390    1   6   0
                77.22          4.47        1.2355    4   1   4
                77.22          2.56        1.2355    1   4   4
                77.50          3.82        1.2317    1   5   3
                78.61          1.07        1.2171    2   5   2
                78.61          5.36        1.2171    5   2   2
                83.77          3.36        1.1547    3   4   3
                84.33          1.70        1.1485    0   0   6
                84.53          2.22        1.1462    4   2   4
                84.53          1.50        1.1462    2   4   4
                85.84          1.37        1.1320    2   5   3
                87.42          3.61        1.1155    1   1   6
                87.63          2.06        1.1135    1   5   4
                88.15          1.26        1.1082    2   3   5
                88.15          1.69        1.1082    3   2   5
                88.99          1.03        1.0999    7   0   2
                88.99          1.04        1.0999    5   3   2
                88.99          1.04        1.0999    3   5   2
                88.99          1.04        1.0999    3   5   2
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.

