angle,intensity
1.000000000000000000e+01,3.139988417141027277e+00
1.002000571591883471e+01,2.849057646539532751e+00
1.004001143183766764e+01,2.891107363059560065e+00
1.006001714775650235e+01,3.724912757689649023e+00
1.008002286367533529e+01,4.002651019115512909e+00
1.010002857959417000e+01,3.509611652396015913e+00
1.012003429551300293e+01,3.408793571433386571e+00
1.014004001143183764e+01,3.119470150005482889e+00
1.016004572735067235e+01,2.908061097793123828e+00
1.018005144326950528e+01,4.102199544498454031e+00
1.020005715918833999e+01,3.446281998598530016e+00
1.022006287510717293e+01,3.645440414352798086e+00
1.024006859102600764e+01,3.614126630086846870e+00
1.026007430694484057e+01,3.612212010362618742e+00
1.028008002286367528e+01,3.569858693919586212e+00
1.030008573878250999e+01,3.634004993811664974e+00
1.032009145470134293e+01,3.710865639568375229e+00
1.034009717062017764e+01,2.730910252893140822e+00
1.036010288653901057e+01,3.316430272453124495e+00
1.038010860245784528e+01,2.946920863486426345e+00
1.040011431837667999e+01,3.442812882049760770e+00
1.042012003429551292e+01,4.315462542766547394e+00
1.044012575021434763e+01,3.463331038843723064e+00
1.046013146613318057e+01,3.843067855101174324e+00
1.048013718205201528e+01,3.642869373437651603e+00
1.050014289797084821e+01,3.337330003355758912e+00
1.052014861388968292e+01,2.960427135888015204e+00
1.054015432980851585e+01,3.553648819117752211e+00
1.056016004572735056e+01,2.713528554269440285e+00
1.058016576164618527e+01,4.085059414668149813e+00
1.060017147756501821e+01,4.051126235685748256e+00
1.062017719348385292e+01,3.642872360048143410e+00
1.064018290940268585e+01,4.311890465359118352e+00
1.066018862532152056e+01,3.280203816387940563e+00
1.068019434124035527e+01,3.484980662945179830e+00
1.070020005715918820e+01,3.991999061276472638e+00
1.072020577307802292e+01,4.183966908047739963e+00
1.074021148899685585e+01,3.554878049337246715e+00
1.076021720491569056e+01,3.731969104580730612e+00
1.078022292083452349e+01,3.011284820715266708e+00
1.080022863675335820e+01,3.220267060849399510e+00
1.082023435267219291e+01,3.365365264071386253e+00
1.084024006859102585e+01,3.951110099353062566e+00
1.086024578450986056e+01,3.839037919121933040e+00
1.088025150042869349e+01,3.240522996622541285e+00
1.090025721634752820e+01,3.576514716591545628e+00
1.092026293226636113e+01,3.570769488277800718e+00
1.094026864818519584e+01,3.097426239816329918e+00
1.096027436410403055e+01,4.228271715666199526e+00
1.098028008002286349e+01,3.671526629673233177e+00
1.100028579594169820e+01,3.810794483769730512e+00
1.102029151186053113e+01,3.207526901262627739e+00
1.104029722777936584e+01,3.788418551463264450e+00
