angle,intensity
1.000000000000000000e+01,2.944335292141691429e+00
1.002000571591883471e+01,3.668578426526220682e+00
1.004001143183766764e+01,4.251642066917538543e+00
1.006001714775650235e+01,3.014573119488276998e+00
1.008002286367533529e+01,3.609798871128852227e+00
1.010002857959417000e+01,3.737827123508106197e+00
1.012003429551300293e+01,3.198592228430328532e+00
1.014004001143183764e+01,3.617469604568628316e+00
1.016004572735067235e+01,3.151394693071681630e+00
1.018005144326950528e+01,3.367983717760137274e+00
1.020005715918833999e+01,4.197914430526658691e+00
1.022006287510717293e+01,3.673464340469129397e+00
1.024006859102600764e+01,3.232508768426337831e+00
1.026007430694484057e+01,3.543793348648011321e+00
1.028008002286367528e+01,3.767889013031198608e+00
1.030008573878250999e+01,3.672172298560995696e+00
1.032009145470134293e+01,3.527102232647820745e+00
1.034009717062017764e+01,3.695147133824867147e+00
1.036010288653901057e+01,3.531520741073142844e+00
1.038010860245784528e+01,3.985800239626771102e+00
1.040011431837667999e+01,3.877015359348341406e+00
1.042012003429551292e+01,3.339402592248204904e+00
1.044012575021434763e+01,3.916968985433818329e+00
1.046013146613318057e+01,3.315186321666464320e+00
1.048013718205201528e+01,3.219664136794497367e+00
1.050014289797084821e+01,3.246290272669417831e+00
1.052014861388968292e+01,3.461884763360236317e+00
1.054015432980851585e+01,3.498396223285364481e+00
1.056016004572735056e+01,3.674966039889780767e+00
1.058016576164618527e+01,3.790909860644666729e+00
1.060017147756501821e+01,3.535178149838510198e+00
1.062017719348385292e+01,3.841597671056208974e+00
1.064018290940268585e+01,3.370960251478001268e+00
1.066018862532152056e+01,4.104837096466226853e+00
1.068019434124035527e+01,3.818737360813489801e+00
1.070020005715918820e+01,3.514126289196014774e+00
1.072020577307802292e+01,4.116412082736948364e+00
1.074021148899685585e+01,3.941339246934004947e+00
1.076021720491569056e+01,3.548969835527335803e+00
1.078022292083452349e+01,3.485496225271227821e+00
1.080022863675335820e+01,3.290705016125333504e+00
1.082023435267219291e+01,4.375993196218078474e+00
