angle,intensity
1.000000000000000000e+01,2.831339571349706574e+01
1.002000571591883471e+01,4.764455560782345600e+01
1.004001143183766764e+01,4.839783089496649637e+01
1.006001714775650235e+01,4.812416051726507504e+01
1.008002286367533529e+01,4.910498030075545728e+01
1.010002857959417000e+01,4.871575063425949281e+01
1.012003429551300293e+01,4.871716048615004979e+01
1.014004001143183764e+01,5.029313855136769007e+01
1.016004572735067235e+01,4.934305073726803670e+01
1.018005144326950528e+01,5.064338910496766744e+01
1.020005715918833999e+01,5.104016810790037084e+01
1.022006287510717293e+01,5.081474585064856342e+01
1.024006859102600764e+01,5.143253513195043070e+01
1.026007430694484057e+01,5.107723653848404410e+01
1.028008002286367528e+01,5.144205249603768237e+01
1.030008573878250999e+01,5.137850667392674353e+01
1.032009145470134293e+01,5.238837536257719307e+01
1.034009717062017764e+01,5.199628589043286553e+01
1.036010288653901057e+01,5.262313921772754810e+01
1.038010860245784528e+01,5.251544940215665491e+01
1.040011431837667999e+01,5.224322991064332200e+01
1.042012003429551292e+01,5.235542879604071231e+01
1.044012575021434763e+01,5.292479080957930648e+01
1.046013146613318057e+01,5.242603498676261609e+01
1.048013718205201528e+01,5.282626739829709095e+01
1.050014289797084821e+01,5.217122028163547753e+01
1.052014861388968292e+01,5.202006834207590913e+01
1.054015432980851585e+01,5.279099185034193198e+01
1.056016004572735056e+01,5.199911387351010461e+01
1.058016576164618527e+01,5.236948968561365803e+01
1.060017147756501821e+01,5.182412485164452676e+01
1.062017719348385292e+01,5.173597353256235465e+01
1.064018290940268585e+01,5.122793850141211180e+01
1.066018862532152056e+01,5.113004191348024108e+01
1.068019434124035527e+01,5.090621063197013996e+01
1.070020005715918820e+01,5.082850322908035423e+01
1.072020577307802292e+01,5.068720207985563064e+01
1.074021148899685585e+01,5.071122462937014319e+01
1.076021720491569056e+01,5.081713934270377564e+01
1.078022292083452349e+01,5.047901790216619133e+01
1.080022863675335820e+01,4.971636538473379119e+01
1.082023435267219291e+01,4.925855055973070762e+01
1.084024006859102585e+01,4.881233831577802107e+01
1.086024578450986056e+01,4.873525803886992946e+01
1.088025150042869349e+01,4.846463387988287508e+01
1.090025721634752820e+01,4.844734506441412236e+01
1.092026293226636113e+01,4.742947608896863443e+01
1.094026864818519584e+01,4.754572831548150447e+01
1.096027436410403055e+01,4.699453652782524671e+01
1.098028008002286349e+01,4.682343991069692635e+01
1.100028579594169820e+01,4.677568159505366907e+01
1.102029151186053113e+01,4.648360322564207081e+01
1.104029722777936584e+01,4.567174109454408182e+01
1.106030294369819877e+01,4.543227266546651322e+01
1.108030865961703348e+01,4.488601724184324837e+01
1.110031437553586819e+01,4.522812234147006194e+01
1.112032009145470113e+01,4.500767406412603577e+01
1.114032580737353584e+01,4.507305664327184047e+01
1.116033152329236877e+01,4.392526485326101948e+01
1.118033723921120348e+01,4.462287303441958386e+01
1.120034295513003642e+01,4.459795275444237461e+01
1.122034867104887113e+01,4.413664932598580037e+01
1.124035438696770584e+01,4.334347557683860686e+01
1.126036010288653877e+01,4.363633931242991792e+01
1.128036581880537348e+01,4.276212072495705030e+01
1.130037153472420641e+01,4.298933821396939692e+01
1.132037725064304112e+01,4.320223391766253940e+01
1.134038296656187583e+01,4.268365576197992084e+01
1.136038868248070877e+01,4.309889743087803993e+01
1.138039439839954348e+01,4.168295732508580898e+01
1.140040011431837641e+01,4.277592296372796454e+01
1.142040583023721112e+01,4.188512531185039478e+01
